index,min_x,min_y,max_x,max_y,top_z,bottom_z,pos_x,pos_y,pos_z,mesh_index,flags,flags2,area_m2
19,-3.9125,17.3773,1.8096,23.0994,-1.1772,-4.0040,-1.0528,20.2352,-2.5906,3,0,1,32.7423
20,-3.7613,11.9895,-1.3350,14.6280,-0.8351,-1.2337,-2.5479,13.3086,-1.0343,0,0,0,6.4019
21,-3.7617,11.9889,-1.3338,14.6286,-0.8350,-1.2325,-2.5479,13.3086,-1.0343,1,0,0,6.4090
22,-2.8263,13.0194,-2.2661,13.5910,-0.8434,-0.8444,-2.5479,13.3086,-1.0343,2,0,1,0.3203
23,-2.1125,14.3976,1.4845,17.4556,-2.6017,-4.0402,-0.3138,15.9238,-3.3191,0,0,0,10.9999
24,-2.1126,14.3919,1.4848,17.4556,-2.5921,-4.0461,-0.3138,15.9238,-3.3191,1,0,1,11.0213
25,-9.0631,13.7796,-4.1435,18.6561,-0.6501,-1.3081,-6.6031,16.2174,-0.9791,0,0,0,23.9900
26,-9.0638,13.7784,-4.1425,18.6564,-0.6501,-1.3081,-6.6031,16.2174,-0.9791,1,0,1,24.0061
27,-6.9849,17.6339,-3.4877,21.1311,-0.6783,-1.3344,-5.2363,19.3825,-1.0053,0,0,0,12.2304
28,-6.9849,17.6339,-3.4877,21.1311,-0.6761,-1.3344,-5.2363,19.3825,-1.0053,1,0,1,12.2304
29,-11.7032,11.0615,-3.0849,20.5535,-0.4041,-1.2363,-7.3940,15.8075,-0.8202,0,0,0,81.8052
30,-11.4096,11.3066,-4.7439,18.5798,-0.8924,-1.2354,-7.3940,15.8075,-0.8202,1,0,0,48.4812
31,-11.7013,11.0628,-3.0849,20.5529,-0.4070,-1.2363,-7.3940,15.8075,-0.8202,2,0,1,81.7702
32,-8.0658,4.6475,-6.2507,6.5031,-1.8916,-2.6755,-7.1582,5.5754,-2.2825,0,0,0,3.3681
33,-8.0658,4.6486,-6.2508,6.5032,-1.8895,-2.6755,-7.1582,5.5754,-2.2825,1,0,1,3.3662
34,-7.0587,5.0110,-6.7929,5.1512,-2.2937,-2.5510,-7.1582,5.5754,-2.2825,2,0,0,0.0373
35,-6.2036,0.6150,-5.2743,3.3263,-1.8610,-2.5228,-5.7390,1.9709,-2.1919,0,0,0,2.5199
36,-6.2040,0.6150,-5.2740,3.3269,-1.8609,-2.5224,-5.7390,1.9709,-2.1919,1,0,1,2.5222
37,-2.9823,18.2332,-0.7171,20.4485,-3.8951,-3.8961,-1.8531,19.3411,-3.9609,0,0,0,5.0179
38,-3.1258,18.0851,-0.5779,20.6002,-3.8827,-4.0342,-1.8531,19.3411,-3.9609,1,0,0,6.4084
39,-3.1284,18.0821,-0.5778,20.6001,-3.8827,-4.0392,-1.8531,19.3411,-3.9609,2,0,1,6.4225
40,-3.7691,12.3853,-1.6533,14.4980,-1.7790,-3.5962,-3.3136,13.9437,-2.6025,0,0,0,4.4701
41,-5.2068,12.8694,-2.3317,15.7828,-1.6088,-3.5962,-3.3136,13.9437,-2.6025,1,0,0,8.3763
42,-2.8852,12.3927,-1.6589,13.7533,-1.7941,-3.2563,-3.3136,13.9437,-2.6025,2,0,0,1.6685
43,-2.5431,12.5156,-1.7639,13.4314,-1.9474,-3.1030,-3.3136,13.9437,-2.6025,3,0,1,0.7137
44,-8.1952,8.7595,-7.8239,8.8780,-1.3481,-1.8154,-8.0114,8.8183,-1.5805,0,0,0,0.0440
45,-8.1768,8.7737,-7.8397,8.8342,-1.5484,-1.6853,-8.0114,8.8183,-1.5805,1,0,1,0.0204
46,-8.1993,8.7580,-7.8235,8.8786,-1.3454,-1.8157,-8.0114,8.8183,-1.5805,2,0,0,0.0453
47,-11.0699,-8.8065,5.7593,11.8168,-0.6442,-3.7269,-2.6642,1.5051,-2.1855,0,0,0,347.0729
48,-11.0878,-8.8065,5.7593,11.8168,-0.6442,-3.7269,-2.6642,1.5051,-2.1855,1,0,0,347.4423
49,-12.1073,2.7576,-8.2063,9.6871,-1.4960,-9.8745,-10.1568,6.2223,-5.6852,0,0,0,27.0319
50,-11.8175,3.1643,-8.9762,7.7978,-2.2053,-7.9407,-10.3969,5.4810,-5.0730,1,0,0,13.1656
51,-11.6101,3.3291,-9.0705,7.5716,-5.7600,-9.8761,-10.3403,5.4503,-7.8181,2,0,0,10.7744
52,-11.9217,3.0730,-8.1522,9.5498,-1.3018,-8.8145,-10.0370,6.3114,-5.0582,3,0,0,24.4146
53,-11.9873,4.6322,-8.6888,9.4324,-3.0353,-8.9332,-10.3380,7.0323,-5.9843,4,0,0,15.8337
54,-12.2181,2.6198,-8.2844,9.8536,-1.3414,-9.9582,-10.2513,6.2367,-5.6498,5,0,0,28.4560
55,-12.1066,2.6220,-8.2839,9.7266,-1.3627,-9.8996,-10.1953,6.1743,-5.6311,6,0,0,27.1590
56,-6.5880,-3.6466,-6.2522,-3.2778,-1.5637,-1.8836,-6.4176,-3.4713,0.0006,0,0,0,0.1238
57,-6.6317,-3.6843,-6.2041,-3.2580,1.8922,-1.8907,-6.4176,-3.4713,0.0006,1,0,0,0.1823
58,-6.6328,-3.6859,-6.2024,-3.2567,1.8923,-1.8910,-6.4176,-3.4713,0.0006,2,0,1,0.1847
59,-3.1212,-3.6931,0.7060,0.9038,-0.0099,-2.0029,-1.2076,-1.3831,-1.0064,0,0,0,17.5933
60,-3.0950,-3.6771,0.6948,0.9270,-0.0132,-2.0029,-1.2076,-1.3831,-1.0064,1,0,0,17.4488
61,-3.5721,17.6654,-1.2562,19.9368,-2.5870,-4.3142,-2.0038,19.2879,-3.4506,0,0,0,5.2602
62,-3.5522,17.6651,-0.4369,20.8954,-2.5969,-4.2807,-2.0038,19.2879,-3.4506,1,0,0,10.0635
63,-3.5769,17.6596,-0.4306,20.9162,-2.5879,-4.3142,-2.0038,19.2879,-3.4506,2,0,0,10.2464
64,-2.7822,18.0260,-1.2296,19.5680,-2.9255,-3.9324,-2.0038,19.2879,-3.4506,3,0,1,2.3940
65,-3.6509,3.4091,3.3798,10.9529,1.9059,-3.2836,-0.1293,7.1810,-0.6898,0,0,0,53.0384
66,-3.6453,3.4133,3.3922,10.9363,1.9050,-3.2856,-0.1293,7.1810,-0.6898,1,0,0,52.9430
67,1.9439,-7.1732,6.8234,2.1519,3.0823,-3.4771,4.3867,-2.5107,-0.1930,0,0,0,45.5016
68,2.0358,-7.1392,6.8294,2.1371,3.0910,-3.4722,4.3867,-2.5107,-0.1930,1,0,0,44.4662
69,-19.5274,-1.5598,-16.5612,1.3797,-18.5010,-19.8938,-18.0428,-0.0844,-19.1963,0,96,0,8.7187
70,-19.5301,-1.5376,-16.5700,1.3910,-18.5018,-19.8940,-18.0428,-0.0844,-19.1963,1,96,0,8.6689
71,-18.7045,0.8028,-16.1784,3.3255,-18.0284,-19.0232,-17.4376,2.0686,-18.5265,0,96,0,6.3727
72,-18.7048,0.8287,-16.1753,3.3343,-18.0332,-19.0246,-17.4376,2.0686,-18.5265,1,96,0,6.3377
73,-18.9895,1.6380,-15.2266,5.3189,-17.9471,-19.0973,-17.1042,3.4854,-18.5217,0,96,0,13.8511
74,-18.9915,1.6714,-15.2297,5.3329,-17.9482,-19.0973,-17.1042,3.4854,-18.5217,1,96,0,13.7739
75,-19.2538,-1.2415,-15.6272,2.5027,-17.6637,-19.8212,-17.4427,0.6378,-18.7398,0,96,0,13.5788
76,-19.2614,-1.2251,-15.6557,2.5172,-17.6615,-19.8208,-17.4427,0.6378,-18.7398,1,96,0,13.4934
77,-13.9241,-7.0944,-10.9479,-4.3203,-15.4291,-18.5152,-12.4391,-5.7059,-16.9584,0,96,0,8.2563
78,-13.9248,-7.0693,-10.9883,-4.3146,-15.4100,-18.2084,-12.4391,-5.7059,-16.9584,1,96,0,8.0894
79,-13.2533,-6.6409,-11.4862,-4.9358,-16.9284,-18.1458,-12.4391,-5.7059,-16.9584,2,96,0,3.0131
80,-13.5513,-6.8229,-11.1477,-4.5452,-15.6371,-18.1619,-12.4391,-5.7059,-16.9584,3,96,0,5.4746
81,-13.9256,-7.0831,-10.9514,-4.3254,-15.4011,-18.5108,-12.4391,-5.7059,-16.9584,4,96,0,8.2020
82,-13.2376,-7.6654,-10.1615,-4.6609,-14.5331,-18.3680,-11.7031,-6.1605,-16.4330,0,96,0,9.2423
83,-13.2385,-7.6144,-10.2113,-4.6535,-14.5088,-17.9763,-11.7031,-6.1605,-16.4330,1,96,0,8.9634
84,-12.5213,-7.1862,-10.7136,-5.3975,-16.4275,-17.9140,-11.7031,-6.1605,-16.4330,2,96,0,3.2333
85,-12.8584,-7.3690,-10.3704,-4.9038,-14.7948,-17.9301,-11.7031,-6.1605,-16.4330,3,96,0,6.1333
86,-13.2395,-7.6540,-10.1655,-4.6633,-14.4966,-18.3632,-11.7031,-6.1605,-16.4330,4,96,0,9.1933
87,-13.1437,-8.6636,-9.8552,-5.5789,-14.4606,-18.4036,-11.5027,-7.1206,-16.4137,0,96,0,10.1442
88,-13.1455,-8.6490,-9.8903,-5.5797,-14.4354,-17.9952,-11.5027,-7.1206,-16.4137,1,96,0,9.9914
89,-12.4267,-8.1348,-10.4516,-6.2196,-16.4259,-17.9447,-11.5027,-7.1206,-16.4137,2,96,0,3.7825
90,-12.7212,-8.3616,-10.0766,-5.8201,-14.7238,-17.9590,-11.5027,-7.1206,-16.4137,3,96,0,6.7215
91,-13.1461,-8.6502,-9.8578,-5.5874,-14.4240,-18.3968,-11.5027,-7.1206,-16.4137,4,96,0,10.0713
92,-9.6859,-13.4597,-5.9502,-10.0364,-13.7292,-18.6824,-7.8238,-11.7491,-16.1842,0,96,0,12.7883
93,-9.6912,-13.4476,-6.0405,-10.0756,-13.6995,-18.1997,-7.8238,-11.7491,-16.1842,1,96,0,12.3105
94,-8.7190,-12.7517,-6.5922,-10.7140,-16.1078,-18.0894,-7.8238,-11.7491,-16.1842,2,96,0,4.3336
95,-9.2360,-13.1355,-6.2241,-10.3170,-14.0539,-18.1218,-7.8238,-11.7491,-16.1842,3,96,0,8.4890
96,-9.6935,-13.4499,-5.9535,-10.0454,-13.6876,-18.6725,-7.8238,-11.7491,-16.1842,4,96,0,12.7328
97,-9.5841,-11.4906,-7.1219,-9.3741,-14.9902,-17.6439,-8.3570,-10.4324,-16.3068,0,96,0,5.2112
98,-9.5876,-11.4821,-7.1875,-9.3859,-14.9757,-17.4106,-8.3570,-10.4324,-16.3068,1,96,0,5.0312
99,-8.9295,-11.0912,-7.5420,-9.8031,-16.1887,-17.3096,-8.3570,-10.4324,-16.3068,2,96,0,1.7871
100,-9.2924,-11.2877,-7.3039,-9.5473,-15.1631,-17.3379,-8.3570,-10.4324,-16.3068,3,96,0,3.4608
101,-9.5892,-11.4833,-7.1244,-9.3794,-14.9703,-17.6390,-8.3570,-10.4324,-16.3068,4,96,0,5.1858
102,-7.6917,-13.4855,-5.6848,-11.4465,-15.9864,-18.3331,-6.6901,-12.4662,-17.1489,0,96,0,4.0922
103,-7.6940,-13.4760,-5.7013,-11.4584,-15.9716,-18.0914,-6.6901,-12.4662,-17.1489,1,96,0,4.0205
104,-7.2645,-13.1029,-6.0473,-11.8625,-17.1522,-18.0603,-6.6901,-12.4662,-17.1489,2,96,0,1.5098
105,-7.4263,-13.2854,-5.8221,-11.5971,-16.1414,-18.0698,-6.6901,-12.4662,-17.1489,3,96,0,2.7083
106,-7.6943,-13.4767,-5.6852,-11.4533,-15.9652,-18.3285,-6.6901,-12.4662,-17.1489,4,96,0,4.0654
107,-12.5829,-9.7654,-9.4570,-6.8209,-16.0463,-19.3390,-11.0240,-8.2937,-17.6791,0,96,0,9.2041
108,-12.5848,-9.7555,-9.5168,-6.8477,-16.0276,-19.0341,-11.0240,-8.2937,-17.6791,1,96,0,8.9212
109,-11.8262,-9.1749,-10.0105,-7.4070,-17.5799,-18.9364,-11.0240,-8.2937,-17.6791,2,96,0,3.2098
110,-12.2020,-9.4889,-9.6744,-7.0748,-16.2586,-18.9657,-11.0240,-8.2937,-17.6791,3,96,0,6.1017
111,-12.5861,-9.7577,-9.4609,-6.8272,-16.0210,-19.3316,-11.0240,-8.2937,-17.6791,4,96,0,9.1585
112,-15.0514,-9.2205,-12.7826,-6.6496,-17.4179,-20.4432,-13.9183,-7.9358,-18.9163,0,96,0,5.8328
113,-15.0517,-9.2108,-12.7834,-6.6771,-17.3984,-20.1298,-13.9183,-7.9358,-18.9163,1,96,0,5.7473
114,-14.6259,-8.6964,-13.2086,-7.1613,-18.9270,-20.0941,-13.9183,-7.9358,-18.9163,2,96,0,2.1756
115,-14.7440,-8.9749,-12.9266,-6.8541,-17.6225,-20.1089,-13.9183,-7.9358,-18.9163,3,96,0,3.8542
116,-15.0514,-9.2123,-12.7837,-6.6570,-17.3903,-20.4370,-13.9183,-7.9358,-18.9163,4,96,0,5.7947
117,-16.5779,-8.8071,-13.9484,-5.9206,-17.1559,-20.4911,-15.2664,-7.3663,-18.8090,0,96,0,7.5897
118,-16.5807,-8.8001,-13.9915,-5.9856,-17.1363,-20.1671,-15.2664,-7.3663,-18.8090,1,96,0,7.2874
119,-15.9579,-8.1099,-14.4133,-6.4647,-18.7550,-20.0956,-15.2664,-7.3663,-18.8090,2,96,0,2.5412
120,-16.2476,-8.5421,-14.1334,-6.1651,-17.3682,-20.1195,-15.2664,-7.3663,-18.8090,3,96,0,5.0253
121,-16.5817,-8.8029,-13.9503,-5.9281,-17.1298,-20.4824,-15.2664,-7.3663,-18.8090,4,96,0,7.5647
122,-20.2776,2.5633,-18.0088,5.1341,-18.1060,-21.1313,-19.1445,3.8480,-19.6045,0,96,0,5.8328
123,-20.2779,2.5730,-18.0095,5.1067,-18.0866,-20.8179,-19.1445,3.8480,-19.6045,1,96,0,5.7473
124,-19.8521,3.0874,-18.4348,4.6225,-19.6151,-20.7822,-19.1445,3.8480,-19.6045,2,96,0,2.1756
125,-19.9702,2.8089,-18.1528,4.9297,-18.3106,-20.7971,-19.1445,3.8480,-19.6045,3,96,0,3.8542
126,-20.2776,2.5715,-18.0099,5.1268,-18.0785,-21.1252,-19.1445,3.8480,-19.6045,4,96,0,5.7947
127,-8.4436,-2.6778,-6.1647,-0.9042,-1.8135,-1.9845,-7.3036,-1.7931,-1.8986,0,0,0,4.0418
128,-8.4436,-2.6821,-6.1635,-0.9042,-1.8128,-1.9845,-7.3036,-1.7931,-1.8986,1,0,1,4.0537
129,-5.0465,-7.5977,-0.5580,-4.3353,-1.0087,-2.1573,-2.8076,-5.9823,-1.6232,0,0,0,14.6432
130,-5.0637,-7.6308,-0.5587,-4.3495,-1.0189,-2.2376,-2.8076,-5.9823,-1.6232,1,0,0,14.7822
131,-6.2193,-1.7276,-4.5322,0.5134,-1.4075,-1.9157,-5.3751,-0.6054,-1.6690,0,0,0,3.7808
132,-6.2176,-1.7125,-4.5362,0.5167,-1.4095,-1.9305,-5.3751,-0.6054,-1.6690,1,0,0,3.7481
133,-6.5009,-0.0444,-5.5494,0.8944,-1.6556,-2.0136,-6.0276,0.4282,-1.8325,0,32,0,0.8933
134,-5.9843,0.4072,-5.9797,0.4118,-1.7837,-1.7842,-6.0276,0.4282,-1.8325,1,32,0,0.0000
135,-6.5105,-0.0488,-5.5447,0.9051,-1.6456,-2.0194,-6.0276,0.4282,-1.8325,2,32,0,0.9213
136,-5.1414,-2.2230,-4.3041,-1.3939,-1.7195,-2.0031,-4.7269,-1.8092,-1.8595,0,32,0,0.6943
137,-4.6885,-1.7811,-4.6844,-1.7770,-1.8226,-1.8230,-4.7269,-1.8092,-1.8595,1,32,0,0.0000
138,-5.1544,-2.2278,-4.2995,-1.3906,-1.7115,-2.0076,-4.7269,-1.8092,-1.8595,2,32,0,0.7157
139,-10.3008,-1.6353,-8.9428,0.4757,-0.8891,-1.8871,-9.6124,-0.5798,-1.3883,0,0,0,2.8667
140,-10.2970,-1.6288,-8.9240,0.4738,-0.8935,-1.8875,-9.6124,-0.5798,-1.3883,1,0,0,2.8868
141,-7.3985,-5.8020,-6.0006,-4.4601,-1.2373,-2.0330,-6.6985,-5.1311,-1.6382,0,0,0,1.8758
142,-7.3785,-5.7922,-5.9984,-4.4613,-1.2420,-2.0391,-6.6985,-5.1311,-1.6382,1,0,0,1.8369
143,-9.2822,-5.5871,-6.2633,-2.8055,-0.8973,-2.1796,-7.7664,-4.1871,-1.5390,0,0,2,8.3975
144,-9.2733,-5.5820,-6.2526,-2.7916,-0.9027,-2.1807,-7.7664,-4.1871,-1.5390,1,0,2,8.4290
145,-6.7181,-8.4025,-3.5060,-5.1317,-1.2324,-2.9864,-5.1039,-6.7587,-2.1073,0,0,0,10.5065
146,-6.7125,-8.3925,-3.4956,-5.1166,-1.2332,-2.9853,-5.1039,-6.7587,-2.1073,1,0,0,10.5383
147,-10.9568,-0.3279,-8.8907,1.6576,-1.1741,-2.4026,-9.9223,0.6653,-1.7913,0,0,2,4.1023
148,-10.9347,-0.3144,-8.8885,1.6513,-1.1789,-2.4047,-9.9223,0.6653,-1.7913,1,0,2,4.0223
149,-5.0972,-8.2886,-3.4896,-6.8379,-1.4316,-2.8016,-4.2916,-7.5625,-2.1190,0,0,0,2.3321
150,-5.0787,-8.2776,-3.4872,-6.8374,-1.4355,-2.7995,-4.2916,-7.5625,-2.1190,1,0,0,2.2919
151,-4.9363,-7.7299,-3.6608,-6.4608,-1.7049,-2.0818,-4.3035,-7.0927,-1.8910,0,32,0,1.6189
152,-4.2394,-7.0974,-4.2332,-7.0911,-1.8436,-1.8442,-4.3035,-7.0927,-1.8910,1,32,0,0.0000
153,-4.9527,-7.7354,-3.6543,-6.4499,-1.6942,-2.0877,-4.3035,-7.0927,-1.8910,2,32,0,1.6692
154,-0.9745,20.2706,-0.5160,20.7290,-2.6051,-3.4423,-0.7452,20.4998,-3.0245,0,0,0,0.2101
155,-0.9077,20.3372,-0.5871,20.6579,-2.6778,-3.2610,-0.7452,20.4998,-3.0245,1,0,1,0.1028
156,-0.9770,20.2681,-0.5135,20.7315,-2.6051,-3.4439,-0.7452,20.4998,-3.0245,2,0,0,0.2148
157,-0.3001,-9.3411,2.1309,-7.0427,3.7776,-2.3733,0.9156,-8.1937,0.7332,0,0,0,5.5874
158,-0.3002,-9.3509,2.1141,-7.0443,3.8196,-1.6884,0.9156,-8.1937,0.7332,1,0,0,5.5690
159,0.2138,-8.8766,1.7296,-7.4360,0.5693,-1.6874,0.9156,-8.1937,0.7332,2,0,0,2.1836
160,-0.1982,-9.0226,1.8548,-7.2292,3.3634,-1.6884,0.9156,-8.1937,0.7332,3,0,0,3.6818
161,-0.2856,-9.3496,2.1127,-7.0383,3.8397,-2.3624,0.9156,-8.1937,0.7332,4,0,0,5.5431
162,-0.9390,-9.0746,0.5876,-7.5150,1.6188,-2.1781,-0.1750,-8.2948,-0.2607,0,0,0,2.3810
163,-0.9410,-9.0724,0.5829,-7.5266,1.6446,-1.7595,-0.1750,-8.2948,-0.2607,1,0,0,2.3558
164,-0.6388,-8.7424,0.2966,-7.7761,-0.3496,-1.7525,-0.1750,-8.2948,-0.2607,2,0,0,0.9039
165,-0.8251,-9.0044,0.3639,-7.6825,1.3604,-1.7566,-0.1750,-8.2948,-0.2607,3,0,0,1.5717
166,-0.9437,-9.0649,0.5934,-7.5273,1.6568,-2.1715,-0.1750,-8.2948,-0.2607,4,0,0,2.3634
167,-9.7436,-4.5326,-7.9453,-2.7199,-1.2380,-2.1314,-8.8450,-3.6252,-1.6877,0,0,2,3.2598
168,-9.7356,-4.5103,-7.9539,-2.7182,-1.2430,-2.1367,-8.8450,-3.6252,-1.6877,1,0,2,3.1930
169,-2.1946,-5.5284,2.4006,-3.2958,-1.2476,-2.3837,0.1006,-4.3956,-1.8229,0,0,0,10.2594
170,-2.2006,-5.5276,2.4018,-3.2627,-1.2481,-2.3983,0.1006,-4.3956,-1.8229,1,0,0,10.4236
171,4.8943,-0.8306,5.9329,0.5003,-0.7471,-2.1995,5.4130,-0.1615,-1.4728,0,0,0,1.3823
172,4.8838,-0.8436,5.9423,0.5206,-0.7303,-2.2154,5.4130,-0.1615,-1.4728,1,0,0,1.4439
173,-7.1016,1.5061,-1.3637,5.5397,-2.3219,-2.5234,-4.2327,3.5229,-2.4256,0,0,0,23.1441
174,-5.3187,4.2341,-5.1525,4.2950,-2.3386,-2.3723,-4.2327,3.5229,-2.4256,1,0,1,0.0101
175,-7.1016,1.5061,-1.3637,5.5397,-2.3178,-2.5333,-4.2327,3.5229,-2.4256,2,0,1,23.1440
176,2.4407,-0.3233,2.6001,0.2147,-0.1793,-0.8216,2.5204,-0.0543,-0.5005,0,0,0,0.0858
177,-8.6927,1.9536,-7.3559,3.3909,-2.1692,-2.3507,-8.0233,2.6739,-2.2517,0,0,0,1.9213
178,-8.6927,1.9519,-7.3533,3.3958,-2.1527,-2.3326,-8.0233,2.6739,-2.2517,1,0,0,1.9339
179,-7.9856,1.6648,-6.5569,2.9965,-2.0899,-2.3847,-7.2724,2.3324,-2.2291,0,0,0,1.9026
180,-7.9894,1.6660,-6.5542,3.0002,-2.0733,-2.3669,-7.2724,2.3324,-2.2291,1,0,0,1.9148
181,-6.9919,-0.2987,-5.2306,1.4760,-1.6591,-2.0161,-6.1111,0.5880,-1.8265,0,0,0,3.1258
182,-6.9949,-0.3009,-5.2279,1.4796,-1.6368,-1.9924,-6.1111,0.5880,-1.8265,1,0,0,3.1461
183,-7.4818,6.3578,-5.7790,8.0955,-2.6405,-2.8437,-6.6283,7.2276,-2.7349,0,0,0,2.9590
184,-7.4817,6.3554,-5.7740,8.0996,-2.6258,-2.8278,-6.6283,7.2276,-2.7349,1,0,0,2.9787
185,-5.1621,6.0645,-3.4425,7.7377,-2.7309,-2.8675,-4.3011,6.8996,-2.7919,0,0,0,2.8772
186,-5.1641,6.0607,-3.4379,7.7386,-2.7162,-2.8515,-4.3011,6.8996,-2.7919,1,0,0,2.8964
187,-7.6934,7.7115,-5.9403,9.4416,-2.5375,-3.0009,-6.8169,8.5764,-2.7594,0,0,0,3.0329
188,-7.6944,7.7088,-5.9355,9.4442,-2.5175,-2.9802,-6.8169,8.5764,-2.7594,1,0,0,3.0524
189,-4.4949,-0.3844,-2.8321,1.3297,-1.9678,-2.3268,-3.6612,0.4749,-2.1392,0,0,0,2.8503
190,-4.4940,-0.3840,-2.8267,1.3365,-1.9507,-2.3092,-3.6612,0.4749,-2.1392,1,0,0,2.8685
191,-5.1914,0.5875,-3.7508,2.1209,-2.1378,-2.4010,-4.4695,1.3562,-2.2610,0,0,0,2.2089
192,-5.1909,0.5868,-3.7472,2.1268,-2.1207,-2.3827,-4.4695,1.3562,-2.2610,1,0,0,2.2232
193,-5.0252,0.1640,-4.0399,1.1282,-1.9402,-2.3247,-4.5339,0.6416,-2.1304,0,32,0,0.9499
194,-4.5391,0.6867,-4.5343,0.6915,-2.0675,-2.0681,-4.5339,0.6416,-2.1304,1,32,0,0.0000
195,-5.0326,0.1503,-4.0352,1.1328,-1.9297,-2.3311,-4.5339,0.6416,-2.1304,2,32,0,0.9800
196,-5.7926,1.0512,-4.8371,1.9920,-1.9400,-2.3626,-5.3191,1.5228,-2.1487,0,32,0,0.8989
197,-5.2648,1.5291,-5.2602,1.5337,-2.0944,-2.0951,-5.3191,1.5228,-2.1487,1,32,0,0.0000
198,-5.8067,1.0471,-4.8315,1.9984,-1.9280,-2.3693,-5.3191,1.5228,-2.1487,2,32,0,0.9277
199,-2.8189,0.2142,-1.6280,1.4086,-1.9534,-2.3732,-2.2203,0.8074,-2.1606,0,32,0,1.4225
200,-2.2785,0.8309,-2.2726,0.8368,-2.0981,-2.0987,-2.2203,0.8074,-2.1606,1,32,0,0.0000
201,-2.8245,0.2004,-1.6162,1.4145,-1.9408,-2.3804,-2.2203,0.8074,-2.1606,2,32,0,1.4671
202,-7.8184,6.0162,-6.7410,7.0843,-2.4244,-2.7160,-7.2829,6.5468,-2.5686,0,32,0,1.1507
203,-7.2692,6.5920,-7.2639,6.5973,-2.5270,-2.5275,-7.2829,6.5468,-2.5686,1,32,0,0.0000
204,-7.8298,6.0047,-6.7360,7.0889,-2.4167,-2.7206,-7.2829,6.5468,-2.5686,2,32,0,1.1860
205,-7.8336,7.4663,-7.0260,8.2665,-2.4378,-2.7616,-7.4268,7.8644,-2.5988,0,96,0,0.6462
206,-7.4597,7.8704,-7.4558,7.8744,-2.5563,-2.5571,-7.4268,7.8644,-2.5988,1,96,0,0.0000
207,-7.8376,7.4585,-7.0159,8.2703,-2.4311,-2.7665,-7.4268,7.8644,-2.5988,2,96,0,0.6670
208,-5.6666,4.9538,-4.6857,5.9402,-2.2947,-2.6736,-5.1747,5.4428,-2.4820,0,32,0,0.9676
209,-5.2189,5.4794,-5.2141,5.4842,-2.4497,-2.4506,-5.1747,5.4428,-2.4820,1,32,0,0.0000
210,-5.6711,4.9400,-4.6783,5.9457,-2.2853,-2.6786,-5.1747,5.4428,-2.4820,2,32,0,0.9985
211,-6.7703,5.8074,-5.8078,6.7675,-2.4860,-2.7788,-6.2845,6.2889,-2.6313,0,32,0,0.9240
212,-6.3180,6.2487,-6.3133,6.2535,-2.5878,-2.5883,-6.2845,6.2889,-2.6313,1,32,0,0.0000
