# filmdec totalHits=807855 recordsEcrits=807855
eid,typeIndex,compIndex,param4,bitCursor,skipCount
1073742360,35,0,1,312,0
1073742360,35,1,1,359,0
1073742360,35,5,1,390,0
1073742360,35,25,1,419,0
1073741826,2,5,1,29,0
1073741947,4,0,0,93,0
1073741950,21,13,0,128,0
1073742352,35,0,1,169,0
1073742352,35,25,1,216,0
1073742353,35,0,1,265,0
1073742353,35,5,1,312,0
1073742353,35,25,1,341,0
1073742360,35,0,1,402,0
1073742360,35,1,1,449,0
1073742360,35,5,1,480,0
1073742360,35,21,1,509,0
1073742360,35,25,1,534,0
1073742364,35,0,1,589,0
1073742364,35,1,1,636,0
1073742364,35,21,1,667,0
1073742364,35,25,1,692,0
1073742365,35,0,1,747,0
1073742365,35,1,1,794,0
1073742365,35,21,1,825,0
1073742365,35,25,1,850,0
1073743111,43,18,1,893,0
1073743111,43,35,1,908,0
1073743579,37,1,1,998,0
1073743579,37,3,1,999,0
1073743602,42,0,1,1039,0
1073743602,42,1,1,1084,0
1073743602,42,2,1,1114,0
1073743603,42,0,1,1181,0
1073743603,42,1,1,1226,0
1073743603,42,2,1,1256,0
1073743605,37,0,1,1323,0
1073743605,37,1,1,1368,0
1073743605,37,2,1,1398,0
1073743607,37,0,1,1465,0
1073743607,37,1,1,1510,0
1073743607,37,2,1,1540,0
1073743609,37,0,1,1607,0
1073743609,37,1,1,1652,0
1073743609,37,2,1,1682,0
1073743612,42,0,1,1749,0
1073743612,42,1,1,1794,0
1073743612,42,2,1,1824,0
1073743613,42,0,1,1885,0
1073743613,42,1,1,1930,0
1073743615,37,0,1,1993,0
1073743615,37,1,1,2038,0
1073743617,37,0,1,2113,0
1073743617,37,1,1,2158,0
1073743617,37,2,1,2188,0
1073743617,37,3,1,2216,0
1073742360,35,0,1,402,0
1073742360,35,1,1,449,0
1073742360,35,5,1,480,0
1073742360,35,21,1,509,0
1073742360,35,25,1,534,0
1073741947,4,0,0,29,0
1073742353,35,0,1,76,0
1073742353,35,5,1,123,0
1073742353,35,25,1,152,0
1073742360,35,0,1,213,0
1073742360,35,1,1,260,0
1073742360,35,5,1,291,0
1073742360,35,21,1,320,0
1073742360,35,25,1,345,0
1073742364,35,0,1,400,0
1073742364,35,1,1,447,0
1073742364,35,21,1,478,0
1073742364,35,25,1,503,0
1073742365,35,0,1,558,0
1073742365,35,1,1,605,0
1073742365,35,21,1,636,0
1073742365,35,25,1,661,0
1073743111,43,18,1,704,0
1073743111,43,35,1,719,0
1073743579,37,1,1,815,0
1073743579,37,2,1,816,0
1073743579,37,3,1,844,0
1073743602,42,0,1,890,0
1073743602,42,1,1,935,0
1073743602,42,2,1,965,0
1073743602,42,3,1,993,0
1073743603,42,0,1,1060,0
1073743603,42,1,1,1105,0
1073743603,42,2,1,1135,0
1073743605,37,0,1,1202,0
1073743605,37,1,1,1247,0
1073743605,37,2,1,1277,0
1073743607,37,0,1,1344,0
1073743607,37,1,1,1389,0
1073743607,37,2,1,1419,0
1073743609,37,0,1,1486,0
1073743609,37,1,1,1531,0
1073743609,37,2,1,1561,0
1073743612,42,0,1,1628,0
1073743612,42,1,1,1673,0
1073743612,42,2,1,1703,0
1073743613,42,0,1,1764,0
1073743613,42,1,1,1809,0
1073743615,37,0,1,1872,0
1073743615,37,1,1,1917,0
1073743617,37,0,1,1992,0
1073743617,37,1,1,2037,0
1073743617,37,2,1,2067,0
1073743617,37,3,1,2095,0
1073742360,35,0,1,213,0
1073742360,35,1,1,260,0
1073742360,35,5,1,291,0
1073742360,35,21,1,320,0
1073742360,35,25,1,345,0
2147484811,41,0,1,204,0
2147484811,41,1,1,249,0
2147484811,41,2,1,279,0
2147484811,41,13,3,307,0
2147484811,41,14,1,315,0
2147484811,41,15,2,319,0
2147484811,41,20,0,367,0
1073741947,4,0,0,403,0
1073742353,35,0,1,450,0
1073742353,35,5,1,497,0
1073742353,35,25,1,526,0
1073742360,35,0,1,587,0
1073742360,35,1,1,634,0
1073742360,35,5,1,665,0
1073742360,35,21,1,694,0
1073742360,35,25,1,719,0
1073742364,35,0,1,768,0
1073742364,35,21,1,815,0
1073742364,35,25,1,840,0
1073742365,35,0,1,895,0
1073742365,35,1,1,942,0
1073742365,35,21,1,973,0
1073742365,35,25,1,998,0
1073743111,43,18,1,1041,0
1073743111,43,35,1,1056,0
1073743579,37,2,1,1146,0
1073743579,37,3,1,1174,0
1073743598,37,21,0,1214,0
1073743598,37,26,0,1218,0
1073743598,37,28,0,1228,0
1073743602,42,0,1,1293,0
1073743602,42,1,1,1338,0
1073743602,42,2,1,1368,0
1073743602,42,3,1,1396,0
1073743603,42,0,1,1463,0
1073743603,42,1,1,1508,0
1073743603,42,2,1,1538,0
1073743605,37,0,1,1605,0
1073743605,37,1,1,1650,0
1073743605,37,2,1,1680,0
1073743607,37,0,1,1747,0
1073743607,37,1,1,1792,0
1073743607,37,2,1,1822,0
1073743609,37,0,1,1889,0
1073743609,37,1,1,1934,0
1073743609,37,2,1,1964,0
1073743612,42,0,1,2031,0
1073743612,42,1,1,2076,0
1073743612,42,2,1,2106,0
1073743613,42,0,1,2167,0
1073743613,42,1,1,2212,0
1073743615,37,0,1,2275,0
1073743615,37,1,1,2320,0
1073743617,37,0,1,2395,0
1073743617,37,1,1,2440,0
1073743617,37,2,1,2470,0
1073743617,37,3,1,2498,0
1073742360,35,0,1,587,0
1073742360,35,1,1,634,0
1073742360,35,5,1,665,0
1073742360,35,21,1,694,0
1073742360,35,25,1,719,0
1073741947,4,0,0,29,0
1073742353,35,0,1,76,0
1073742353,35,5,1,123,0
1073742353,35,25,1,152,0
1073742360,35,0,1,213,0
1073742360,35,1,1,260,0
1073742360,35,5,1,291,0
1073742360,35,21,1,320,0
1073742360,35,25,1,345,0
1073742364,35,0,1,394,0
1073742364,35,21,1,441,0
1073742364,35,25,1,466,0
1073742365,35,0,1,515,0
1073742365,35,1,1,562,0
1073742365,35,25,1,593,0
2147484811,41,0,1,642,0
2147484811,41,1,1,687,0
2147484811,41,2,1,717,0
1073743111,43,18,1,778,0
1073743111,43,35,1,793,0
1073743579,37,1,1,889,0
1073743579,37,2,1,890,0
1073743579,37,3,1,918,0
1073743598,37,26,0,946,0
1073743602,42,0,1,1001,0
1073743602,42,1,1,1046,0
1073743602,42,2,1,1076,0
1073743602,42,3,1,1104,0
1073743603,42,0,1,1171,0
1073743603,42,1,1,1216,0
1073743603,42,2,1,1246,0
1073743605,37,0,1,1313,0
1073743605,37,1,1,1358,0
1073743605,37,2,1,1388,0
1073743607,37,0,1,1455,0
1073743607,37,1,1,1500,0
1073743607,37,2,1,1530,0
1073743609,37,0,1,1597,0
1073743609,37,1,1,1642,0
1073743609,37,2,1,1672,0
1073743612,42,0,1,1739,0
1073743612,42,1,1,1784,0
1073743612,42,2,1,1814,0
1073743613,42,0,1,1875,0
1073743613,42,1,1,1920,0
1073743615,37,0,1,1983,0
1073743615,37,1,1,2028,0
1073743617,37,0,1,2103,0
1073743617,37,1,1,2148,0
1073743617,37,2,1,2178,0
1073743617,37,3,1,2206,0
1073742360,35,0,1,213,0
1073742360,35,1,1,260,0
1073742360,35,5,1,291,0
1073742360,35,21,1,320,0
1073742360,35,25,1,345,0
1073741947,4,0,0,29,0
1073741955,21,13,0,64,0
1073742353,35,0,1,111,0
1073742353,35,5,1,158,0
1073742353,35,25,1,187,0
1073742360,35,0,1,242,0
1073742360,35,1,1,289,0
1073742360,35,5,1,320,0
1073742360,35,25,1,349,0
1073742364,35,0,1,398,0
1073742364,35,1,1,445,0
1073742364,35,25,1,476,0
1073742365,35,0,1,525,0
1073742365,35,1,1,572,0
1073742365,35,25,1,603,0
2147484811,41,0,1,652,0
2147484811,41,1,1,697,0
2147484811,41,2,1,727,0
1073743111,43,18,1,788,0
1073743111,43,35,1,803,0
1073743579,37,2,1,893,0
1073743579,37,3,1,921,0
1073743598,37,26,0,949,0
1073743602,42,0,1,1004,0
1073743602,42,1,1,1049,0
1073743602,42,2,1,1079,0
1073743602,42,3,1,1107,0
1073743603,42,0,1,1174,0
1073743603,42,1,1,1219,0
1073743603,42,2,1,1249,0
1073743605,37,0,1,1316,0
1073743605,37,1,1,1361,0
1073743605,37,2,1,1391,0
1073743607,37,0,1,1458,0
1073743607,37,1,1,1503,0
1073743607,37,2,1,1533,0
1073743609,37,0,1,1600,0
1073743609,37,1,1,1645,0
1073743609,37,2,1,1675,0
1073743612,42,0,1,1742,0
1073743612,42,1,1,1787,0
1073743612,42,2,1,1817,0
1073743613,42,0,1,1890,0
1073743613,42,1,1,1935,0
1073743613,42,2,1,1965,0
1073743613,42,3,1,1993,0
1073743615,37,0,1,2054,0
1073743615,37,1,1,2099,0
1073743617,37,0,1,2174,0
1073743617,37,1,1,2219,0
1073743617,37,2,1,2249,0
1073743617,37,3,1,2277,0
1073742360,35,0,1,242,0
1073742360,35,1,1,289,0
1073742360,35,5,1,320,0
1073742360,35,25,1,349,0
1073741947,4,0,0,70,0
1073742353,35,0,1,123,0
1073742353,35,1,1,170,0
1073742353,35,5,1,201,0
1073742353,35,25,1,230,0
1073742360,35,0,1,291,0
1073742360,35,1,1,338,0
1073742360,35,5,1,369,0
1073742360,35,21,1,398,0
1073742360,35,25,1,423,0
1073742364,35,0,1,472,0
1073742364,35,1,1,519,0
1073742364,35,25,1,550,0
1073742365,35,0,1,599,0
1073742365,35,1,1,646,0
1073742365,35,25,1,677,0
2147484811,41,0,1,726,0
2147484811,41,1,1,771,0
2147484811,41,2,1,801,0
1073743111,43,18,1,862,0
1073743111,43,35,1,877,0
1073743579,37,1,1,967,0
1073743579,37,3,1,968,0
1073743602,42,0,1,1014,0
1073743602,42,1,1,1059,0
1073743602,42,2,1,1089,0
1073743602,42,3,1,1117,0
1073743603,42,0,1,1184,0
1073743603,42,1,1,1229,0
1073743603,42,2,1,1259,0
1073743605,37,0,1,1326,0
1073743605,37,1,1,1371,0
1073743605,37,2,1,1401,0
1073743607,37,0,1,1468,0
1073743607,37,1,1,1513,0
1073743607,37,2,1,1543,0
1073743609,37,0,1,1610,0
1073743609,37,1,1,1655,0
1073743609,37,2,1,1685,0
1073743612,42,0,1,1752,0
1073743612,42,1,1,1797,0
1073743612,42,2,1,1827,0
1073743613,42,0,1,1900,0
1073743613,42,1,1,1945,0
1073743613,42,2,1,1975,0
1073743613,42,3,1,2003,0
1073743615,37,0,1,2064,0
1073743615,37,1,1,2109,0
1073743617,37,0,1,2184,0
1073743617,37,1,1,2229,0
1073743617,37,2,1,2259,0
1073743617,37,3,1,2287,0
1073742360,35,0,1,291,0
1073742360,35,1,1,338,0
1073742360,35,5,1,369,0
1073742360,35,21,1,398,0
1073742360,35,25,1,423,0
1073741947,4,0,0,29,0
1073742353,35,0,1,82,0
1073742353,35,1,1,129,0
1073742353,35,5,1,160,0
1073742353,35,25,1,189,0
1073742360,35,0,1,250,0
1073742360,35,1,1,297,0
1073742360,35,5,1,328,0
1073742360,35,21,1,357,0
1073742360,35,25,1,382,0
1073742364,35,0,1,431,0
1073742364,35,1,1,478,0
1073742364,35,25,1,509,0
1073742365,35,0,1,558,0
1073742365,35,1,1,605,0
1073742365,35,25,1,636,0
2147484811,41,0,1,685,0
2147484811,41,1,1,730,0
2147484811,41,2,1,760,0
1073743111,43,18,1,821,0
1073743111,43,35,1,836,0
1073743579,37,1,1,926,0
1073743579,37,3,1,927,0
1073743602,42,0,1,973,0
1073743602,42,1,1,1018,0
1073743602,42,2,1,1048,0
1073743602,42,3,1,1076,0
1073743603,42,0,1,1143,0
1073743603,42,1,1,1188,0
1073743603,42,2,1,1218,0
1073743605,37,0,1,1285,0
1073743605,37,1,1,1330,0
1073743605,37,2,1,1360,0
1073743607,37,0,1,1427,0
1073743607,37,1,1,1472,0
1073743607,37,2,1,1502,0
1073743609,37,0,1,1569,0
1073743609,37,1,1,1614,0
1073743609,37,2,1,1644,0
1073743612,42,0,1,1711,0
1073743612,42,1,1,1756,0
1073743612,42,2,1,1786,0
1073743613,42,0,1,1859,0
1073743613,42,1,1,1904,0
1073743613,42,2,1,1934,0
1073743613,42,3,1,1962,0
1073743615,37,0,1,2023,0
1073743615,37,1,1,2068,0
1073743617,37,0,1,2137,0
1073743617,37,1,1,2182,0
1073743617,37,2,1,2212,0
1073742360,35,0,1,250,0
1073742360,35,1,1,297,0
1073742360,35,5,1,328,0
1073742360,35,21,1,357,0
1073742360,35,25,1,382,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,144,0
1073742353,35,5,1,191,0
1073742353,35,25,1,220,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073742364,35,0,1,468,0
1073742364,35,1,1,515,0
1073742364,35,21,1,546,0
1073742364,35,25,1,571,0
1073742365,35,0,1,620,0
1073742365,35,1,1,667,0
1073742365,35,25,1,698,0
2147484811,41,0,1,747,0
2147484811,41,1,1,792,0
2147484811,41,2,1,822,0
1073743111,43,18,1,883,0
1073743111,43,35,1,898,0
1073743579,37,1,1,994,0
1073743579,37,2,1,995,0
1073743579,37,3,1,1023,0
1073743602,42,0,1,1069,0
1073743602,42,1,1,1114,0
1073743602,42,2,1,1144,0
1073743602,42,3,1,1172,0
1073743603,42,0,1,1239,0
1073743603,42,1,1,1284,0
1073743603,42,2,1,1314,0
1073743605,37,0,1,1381,0
1073743605,37,1,1,1426,0
1073743605,37,2,1,1456,0
1073743607,37,0,1,1523,0
1073743607,37,1,1,1568,0
1073743607,37,2,1,1598,0
1073743609,37,0,1,1665,0
1073743609,37,1,1,1710,0
1073743609,37,2,1,1740,0
1073743612,42,0,1,1807,0
1073743612,42,1,1,1852,0
1073743612,42,2,1,1882,0
1073743613,42,0,1,1955,0
1073743613,42,1,1,2000,0
1073743613,42,2,1,2030,0
1073743613,42,3,1,2058,0
1073743615,37,0,1,2119,0
1073743615,37,1,1,2164,0
1073743617,37,0,1,2233,0
1073743617,37,1,1,2278,0
1073743617,37,2,1,2308,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,150,0
1073742353,35,1,1,197,0
1073742353,35,5,1,228,0
1073742353,35,25,1,257,0
1073742360,35,0,1,318,0
1073742360,35,1,1,365,0
1073742360,35,5,1,396,0
1073742360,35,21,1,425,0
1073742360,35,25,1,450,0
1073742364,35,0,1,505,0
1073742364,35,1,1,552,0
1073742364,35,21,1,583,0
1073742364,35,25,1,608,0
1073742365,35,0,1,657,0
1073742365,35,1,1,704,0
1073742365,35,25,1,735,0
2147484811,41,0,1,784,0
2147484811,41,1,1,829,0
2147484811,41,2,1,859,0
1073743111,43,18,1,920,0
1073743111,43,35,1,935,0
1073743579,37,1,1,1031,0
1073743579,37,2,1,1032,0
1073743579,37,3,1,1060,0
1073743602,42,0,1,1106,0
1073743602,42,1,1,1151,0
1073743602,42,2,1,1181,0
1073743602,42,3,1,1209,0
1073743603,42,0,1,1276,0
1073743603,42,1,1,1321,0
1073743603,42,2,1,1351,0
1073743605,37,0,1,1418,0
1073743605,37,1,1,1463,0
1073743605,37,2,1,1493,0
1073743607,37,0,1,1560,0
1073743607,37,1,1,1605,0
1073743607,37,2,1,1635,0
1073743609,37,0,1,1702,0
1073743609,37,1,1,1747,0
1073743609,37,2,1,1777,0
1073743612,42,0,1,1844,0
1073743612,42,1,1,1889,0
1073743612,42,2,1,1919,0
1073743613,42,0,1,1986,0
1073743613,42,1,1,2031,0
1073743613,42,2,1,2061,0
1073743615,37,0,1,2122,0
1073743615,37,1,1,2167,0
1073743617,37,0,1,2236,0
1073743617,37,1,1,2281,0
1073743617,37,2,1,2311,0
1073742360,35,0,1,318,0
1073742360,35,1,1,365,0
1073742360,35,5,1,396,0
1073742360,35,21,1,425,0
1073742360,35,25,1,450,0
1073741881,5,1,1,29,0
1073741947,4,0,0,77,0
1073742352,35,21,1,118,0
1073742352,35,25,1,143,0
1073742353,35,0,1,198,0
1073742353,35,1,1,245,0
1073742353,35,5,1,276,0
1073742353,35,25,1,305,0
1073742360,35,0,1,366,0
1073742360,35,1,1,413,0
1073742360,35,5,1,444,0
1073742360,35,21,1,473,0
1073742360,35,25,1,498,0
1073742364,35,0,1,553,0
1073742364,35,1,1,600,0
1073742364,35,21,1,631,0
1073742364,35,25,1,656,0
1073742365,35,0,1,705,0
1073742365,35,1,1,752,0
1073742365,35,25,1,783,0
2147484811,41,0,1,832,0
2147484811,41,1,1,877,0
2147484811,41,2,1,907,0
1073743111,43,18,1,968,0
1073743111,43,35,1,983,0
1073743579,37,2,1,1073,0
1073743579,37,3,1,1101,0
1073743602,42,0,1,1147,0
1073743602,42,1,1,1192,0
1073743602,42,2,1,1222,0
1073743602,42,3,1,1250,0
1073743603,42,0,1,1317,0
1073743603,42,1,1,1362,0
1073743603,42,2,1,1392,0
1073743605,37,0,1,1459,0
1073743605,37,1,1,1504,0
1073743605,37,2,1,1534,0
1073743607,37,0,1,1601,0
1073743607,37,1,1,1646,0
1073743607,37,2,1,1676,0
1073743609,37,0,1,1743,0
1073743609,37,1,1,1788,0
1073743609,37,2,1,1818,0
1073743612,42,0,1,1885,0
1073743612,42,1,1,1930,0
1073743612,42,2,1,1960,0
1073743613,42,0,1,2033,0
1073743613,42,1,1,2078,0
1073743613,42,2,1,2108,0
1073743613,42,3,1,2136,0
1073743615,37,0,1,2197,0
1073743615,37,1,1,2242,0
1073743617,37,0,1,2311,0
1073743617,37,1,1,2356,0
1073743617,37,2,1,2386,0
1073742360,35,0,1,366,0
1073742360,35,1,1,413,0
1073742360,35,5,1,444,0
1073742360,35,21,1,473,0
1073742360,35,25,1,498,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,144,0
1073742353,35,5,1,191,0
1073742353,35,25,1,220,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073742364,35,0,1,468,0
1073742364,35,1,1,515,0
1073742364,35,21,1,546,0
1073742364,35,25,1,571,0
1073742365,35,0,1,620,0
1073742365,35,1,1,667,0
1073742365,35,25,1,698,0
2147484811,41,0,1,747,0
2147484811,41,1,1,792,0
2147484811,41,2,1,822,0
1073743111,43,18,1,883,0
1073743111,43,35,1,898,0
1073743579,37,1,1,994,0
1073743579,37,2,1,995,0
1073743579,37,3,1,1023,0
1073743602,42,0,1,1069,0
1073743602,42,1,1,1114,0
1073743602,42,2,1,1144,0
1073743602,42,3,1,1172,0
1073743603,42,0,1,1239,0
1073743603,42,1,1,1284,0
1073743603,42,2,1,1314,0
1073743605,37,0,1,1381,0
1073743605,37,1,1,1426,0
1073743605,37,2,1,1456,0
1073743607,37,0,1,1523,0
1073743607,37,1,1,1568,0
1073743607,37,2,1,1598,0
1073743609,37,0,1,1665,0
1073743609,37,1,1,1710,0
1073743609,37,2,1,1740,0
1073743612,42,0,1,1813,0
1073743612,42,1,1,1858,0
1073743612,42,2,1,1888,0
1073743612,42,3,1,1916,0
1073743613,42,0,1,1989,0
1073743613,42,1,1,2034,0
1073743613,42,2,1,2064,0
1073743613,42,3,1,2092,0
1073743615,37,0,1,2153,0
1073743615,37,1,1,2198,0
1073743617,37,0,1,2267,0
1073743617,37,1,1,2312,0
1073743617,37,2,1,2342,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073741883,5,0,1,29,0
1073741947,4,0,0,59,0
1073742352,35,21,1,100,0
1073742352,35,25,1,125,0
1073742353,35,0,1,180,0
1073742353,35,1,1,227,0
1073742353,35,5,1,258,0
1073742353,35,25,1,287,0
1073742360,35,0,1,348,0
1073742360,35,1,1,395,0
1073742360,35,5,1,426,0
1073742360,35,21,1,455,0
1073742360,35,25,1,480,0
1073742364,35,0,1,535,0
1073742364,35,1,1,582,0
1073742364,35,21,1,613,0
1073742364,35,25,1,638,0
1073742365,35,0,1,687,0
1073742365,35,1,1,734,0
1073742365,35,25,1,765,0
2147484811,41,0,1,814,0
2147484811,41,1,1,859,0
2147484811,41,2,1,889,0
1073743111,43,18,1,950,0
1073743111,43,35,1,965,0
1073743579,37,1,1,1055,0
1073743579,37,3,1,1056,0
1073743602,42,0,1,1102,0
1073743602,42,1,1,1147,0
1073743602,42,2,1,1177,0
1073743602,42,3,1,1205,0
1073743603,42,0,1,1272,0
1073743603,42,1,1,1317,0
1073743603,42,2,1,1347,0
1073743605,37,0,1,1414,0
1073743605,37,1,1,1459,0
1073743605,37,2,1,1489,0
1073743607,37,0,1,1556,0
1073743607,37,1,1,1601,0
1073743607,37,2,1,1631,0
1073743609,37,0,1,1698,0
1073743609,37,1,1,1743,0
1073743609,37,2,1,1773,0
1073743612,42,0,1,1846,0
1073743612,42,1,1,1891,0
1073743612,42,2,1,1921,0
1073743612,42,3,1,1949,0
1073743613,42,0,1,2016,0
1073743613,42,1,1,2061,0
1073743613,42,2,1,2091,0
1073743615,37,0,1,2152,0
1073743615,37,1,1,2197,0
1073743617,37,0,1,2266,0
1073743617,37,1,1,2311,0
1073743617,37,2,1,2341,0
1073742360,35,0,1,348,0
1073742360,35,1,1,395,0
1073742360,35,5,1,426,0
1073742360,35,21,1,455,0
1073742360,35,25,1,480,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,144,0
1073742353,35,5,1,191,0
1073742353,35,25,1,220,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073742364,35,0,1,468,0
1073742364,35,1,1,515,0
1073742364,35,21,1,546,0
1073742364,35,25,1,571,0
1073742365,35,0,1,620,0
1073742365,35,1,1,667,0
1073742365,35,25,1,698,0
2147484811,41,0,1,747,0
2147484811,41,1,1,792,0
2147484811,41,2,1,822,0
1073743111,43,18,1,883,0
1073743111,43,35,1,898,0
1073743579,37,1,1,988,0
1073743579,37,3,1,989,0
1073743602,42,0,1,1035,0
1073743602,42,1,1,1080,0
1073743602,42,2,1,1110,0
1073743602,42,3,1,1138,0
1073743603,42,0,1,1205,0
1073743603,42,1,1,1250,0
1073743603,42,2,1,1280,0
1073743605,37,0,1,1347,0
1073743605,37,1,1,1392,0
1073743605,37,2,1,1422,0
1073743607,37,0,1,1489,0
1073743607,37,1,1,1534,0
1073743607,37,2,1,1564,0
1073743609,37,0,1,1631,0
1073743609,37,1,1,1676,0
1073743609,37,2,1,1706,0
1073743612,42,0,1,1779,0
1073743612,42,1,1,1824,0
1073743612,42,2,1,1854,0
1073743612,42,3,1,1882,0
1073743613,42,0,1,1949,0
1073743613,42,1,1,1994,0
1073743613,42,2,1,2024,0
1073743615,37,0,1,2085,0
1073743615,37,1,1,2130,0
1073743617,37,0,1,2199,0
1073743617,37,1,1,2244,0
1073743617,37,2,1,2274,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,150,0
1073742353,35,1,1,197,0
1073742353,35,5,1,228,0
1073742353,35,25,1,257,0
1073742360,35,0,1,318,0
1073742360,35,1,1,365,0
1073742360,35,5,1,396,0
1073742360,35,21,1,425,0
1073742360,35,25,1,450,0
1073742364,35,0,1,505,0
1073742364,35,1,1,552,0
1073742364,35,21,1,583,0
1073742364,35,25,1,608,0
1073742365,35,0,1,657,0
1073742365,35,1,1,704,0
1073742365,35,25,1,735,0
2147484811,41,0,1,784,0
2147484811,41,1,1,829,0
2147484811,41,2,1,859,0
1073743111,43,18,1,920,0
1073743111,43,35,1,935,0
1073743579,37,1,1,1031,0
1073743579,37,2,1,1032,0
1073743579,37,3,1,1060,0
1073743602,42,0,1,1106,0
1073743602,42,1,1,1151,0
1073743602,42,2,1,1181,0
1073743602,42,3,1,1209,0
1073743603,42,0,1,1276,0
1073743603,42,1,1,1321,0
1073743603,42,2,1,1351,0
1073743605,37,0,1,1424,0
1073743605,37,1,1,1469,0
1073743605,37,2,1,1499,0
1073743605,37,3,1,1527,0
1073743607,37,0,1,1594,0
1073743607,37,1,1,1639,0
1073743607,37,2,1,1669,0
1073743609,37,0,1,1736,0
1073743609,37,1,1,1781,0
1073743609,37,2,1,1811,0
1073743612,42,0,1,1878,0
1073743612,42,1,1,1923,0
1073743612,42,2,1,1953,0
1073743613,42,0,1,2020,0
1073743613,42,1,1,2065,0
1073743613,42,2,1,2095,0
1073743615,37,0,1,2156,0
1073743615,37,1,1,2201,0
1073743617,37,0,1,2270,0
1073743617,37,1,1,2315,0
1073743617,37,2,1,2345,0
1073742360,35,0,1,318,0
1073742360,35,1,1,365,0
1073742360,35,5,1,396,0
1073742360,35,21,1,425,0
1073742360,35,25,1,450,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,144,0
1073742353,35,5,1,191,0
1073742353,35,25,1,220,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073742364,35,0,1,468,0
1073742364,35,1,1,515,0
1073742364,35,21,1,546,0
1073742364,35,25,1,571,0
1073742365,35,0,1,620,0
1073742365,35,1,1,667,0
1073742365,35,25,1,698,0
2147484811,41,0,1,747,0
2147484811,41,1,1,792,0
2147484811,41,2,1,822,0
1073743111,43,18,1,883,0
1073743111,43,35,1,898,0
1073743579,37,0,1,1000,0
1073743579,37,1,1,1045,0
1073743579,37,2,1,1046,0
1073743579,37,3,1,1074,0
1073743602,42,0,1,1120,0
1073743602,42,1,1,1165,0
1073743602,42,2,1,1166,0
1073743602,42,3,1,1194,0
1073743603,42,0,1,1261,0
1073743603,42,1,1,1306,0
1073743603,42,2,1,1336,0
1073743605,37,0,1,1409,0
1073743605,37,1,1,1454,0
1073743605,37,2,1,1484,0
1073743605,37,3,1,1512,0
1073743607,37,0,1,1579,0
1073743607,37,1,1,1624,0
1073743607,37,2,1,1654,0
1073743609,37,0,1,1721,0
1073743609,37,1,1,1766,0
1073743609,37,2,1,1796,0
1073743612,42,0,1,1863,0
1073743612,42,1,1,1908,0
1073743612,42,2,1,1938,0
1073743613,42,0,1,2005,0
1073743613,42,1,1,2050,0
1073743613,42,2,1,2080,0
1073743615,37,0,1,2141,0
1073743615,37,1,1,2186,0
1073743617,37,0,1,2255,0
1073743617,37,1,1,2300,0
1073743617,37,2,1,2330,0
1073742360,35,0,1,281,0
1073742360,35,1,1,328,0
1073742360,35,5,1,359,0
1073742360,35,21,1,388,0
1073742360,35,25,1,413,0
1073741947,4,0,0,29,0
1073742352,35,21,1,70,0
1073742352,35,25,1,95,0
1073742353,35,0,1,150,0
1073742353,35,1,1,197,0
1073742353,35,5,1,228,0
1073742353,35,25,1,257,0
1073742360,35,0,1,318,0
1073742360,35,1,1,365,0
1073742360,35,5,1,396,0
1073742360,35,21,1,425,0
1073742360,35,25,1,450,0
1073742364,35,0,1,505,0
1073742364,35,1,1,552,0
1073742364,35,21,1,583,0
1073742364,35,25,1,608,0
1073742365,35,0,1,657,0
1073742365,35,1,1,704,0
1073742365,35,25,1,735,0
2147484811,41,0,1,784,0
2147484811,41,1,1,829,0
2147484811,41,2,1,859,0
1073743111,43,18,1,920,0
