index,min_x,min_y,max_x,max_y,top_z,bottom_z,pos_x,pos_y,pos_z,mesh_index,flags,flags2,area_m2
50,10.1041,-12.7000,10.2231,-12.3000,5.4500,4.8500,10.1636,-12.5000,5.1500,1,32,0,0.0476
51,14.9167,-9.8788,15.4757,-9.2412,3.8600,3.4950,15.1955,-9.5601,3.6738,0,0,0,0.3565
52,14.9151,-9.8793,15.4758,-9.2409,3.8615,3.4861,15.1955,-9.5601,3.6738,1,0,0,0.3580
53,11.9200,-10.6196,12.3200,-10.5006,5.4500,4.8500,12.1200,-10.5601,5.1500,0,32,0,0.0476
54,11.9200,-10.6196,12.3200,-10.5006,5.4500,4.8500,12.1200,-10.5601,5.1500,1,32,0,0.0476
55,11.4080,-11.0968,11.7103,-10.7945,2.8022,2.6998,11.5591,-10.9457,2.7510,0,32,0,0.0914
56,11.4080,-11.0968,11.7103,-10.7945,2.8022,2.6998,11.5591,-10.9457,2.7510,1,32,0,0.0914
57,11.1983,-11.3065,11.4911,-11.0137,2.8022,2.6998,11.3447,-11.1601,2.7510,0,32,0,0.0857
58,11.1983,-11.3065,11.4911,-11.0137,2.8022,2.6998,11.3447,-11.1601,2.7510,1,32,0,0.0857
59,10.6134,-11.8914,10.9061,-11.5987,2.8022,2.6998,10.7597,-11.7451,2.7510,0,32,0,0.0857
60,10.6134,-11.8914,10.9061,-11.5987,2.8022,2.6998,10.7597,-11.7451,2.7510,1,32,0,0.0857
61,10.4012,-12.1036,10.6940,-11.8108,2.8022,2.6998,10.5476,-11.9572,2.7510,0,32,0,0.0857
62,10.4012,-12.1036,10.6940,-11.8108,2.8022,2.6998,10.5476,-11.9572,2.7510,1,32,0,0.0857
63,8.5304,-5.5777,8.9350,-5.1732,3.3979,2.3200,8.6634,-5.4504,2.8589,0,0,0,0.1637
64,8.3669,-5.7469,8.9599,-5.1539,3.3979,2.3200,8.6634,-5.4504,2.8589,1,0,0,0.3517
65,10.1041,-13.5000,10.2231,-13.1000,5.4500,4.8500,10.1636,-13.3000,5.1500,0,32,0,0.0476
66,10.1041,-13.5000,10.2231,-13.1000,5.4500,4.8500,10.1636,-13.3000,5.1500,1,32,0,0.0476
67,10.1041,-14.3000,10.2231,-13.9000,5.4500,4.8500,10.1636,-14.1000,5.1500,0,32,0,0.0476
68,10.1041,-14.3000,10.2231,-13.9000,5.4500,4.8500,10.1636,-14.1000,5.1500,1,32,0,0.0476
69,9.6007,-13.8452,10.1594,-13.4177,5.7379,5.3520,9.8789,-13.6317,5.5452,0,32,0,0.2388
70,9.5963,-13.8487,10.1616,-13.4147,5.7413,5.3491,9.8789,-13.6317,5.5452,1,32,0,0.2454
71,12.1746,-8.0474,12.9663,-7.4501,6.8282,6.2688,12.5689,-7.7491,6.5490,0,0,0,0.4729
72,12.1683,-8.0524,12.9695,-7.4458,6.8331,6.2648,12.5689,-7.7491,6.5490,1,0,0,0.4859
73,12.8116,-8.8555,13.0105,-8.6444,2.6805,2.0562,12.9106,-8.7499,2.3690,0,0,0,0.0420
74,12.8102,-8.7629,12.8112,-8.7126,2.1656,2.1194,12.9106,-8.7499,2.3690,1,0,1,0.0001
75,12.8109,-8.8547,13.0101,-8.6460,2.6817,2.0574,12.9106,-8.7499,2.3690,2,0,0,0.0416
76,5.7462,-6.2980,6.0000,-4.9999,1.9041,1.7061,5.8733,-5.6490,1.8051,0,0,0,0.3295
77,5.7462,-6.2981,6.0005,-4.9999,1.9042,1.7061,5.8733,-5.6490,1.8051,1,0,0,0.3301
78,5.9621,-4.7504,6.4529,-4.5912,5.5362,5.1546,6.2224,-4.6763,5.3454,0,32,0,0.0781
79,6.3184,-4.7618,6.4834,-4.7065,5.3430,5.2829,6.2224,-4.6763,5.3454,1,32,0,0.0091
80,5.9620,-4.7618,6.4834,-4.5911,5.5363,5.1546,6.2224,-4.6763,5.3454,2,32,0,0.0890
81,5.9614,-4.6979,6.4536,-4.5907,5.4792,5.2728,6.2224,-4.6763,5.3454,3,32,1,0.0528
82,5.3522,-5.3042,5.9727,-4.7256,2.8292,2.4052,5.6542,-5.0103,2.6131,0,0,0,0.3590
83,5.3354,-5.3044,5.9729,-4.7163,2.8292,2.3970,5.6542,-5.0103,2.6131,1,0,0,0.3749
84,5.5960,-5.2935,5.9100,-5.0458,2.3033,2.0436,5.7468,-5.1697,2.1711,0,0,0,0.0778
85,5.5835,-5.2935,5.9100,-5.0458,2.3033,2.0388,5.7468,-5.1697,2.1711,1,0,0,0.0809
86,5.3638,-5.5584,5.9847,-5.0521,2.7215,2.2499,5.6656,-5.3081,2.4809,0,0,0,0.3144
87,5.3455,-5.5641,5.9857,-5.0521,2.7215,2.2402,5.6656,-5.3081,2.4809,1,0,0,0.3278
88,8.2739,-8.4358,8.7335,-7.9762,4.3372,3.9555,8.4893,-8.2127,4.1464,0,0,0,0.2112
89,8.2442,-8.3759,8.4000,-8.2201,4.1440,4.0839,8.4893,-8.2127,4.1464,1,0,0,0.0243
90,8.2442,-8.4575,8.7336,-7.9681,4.3372,3.9555,8.4893,-8.2127,4.1464,2,0,0,0.2395
91,8.3105,-8.4367,8.7344,-8.0128,4.2802,4.0737,8.4893,-8.2127,4.1464,3,0,1,0.1797
92,8.6031,-8.1075,9.0627,-7.6479,4.0472,3.6655,8.8184,-7.8844,3.8564,0,0,0,0.2112
93,8.5733,-8.0476,8.7291,-7.8918,3.8540,3.7939,8.8184,-7.8844,3.8564,1,0,0,0.0243
94,8.5733,-8.1292,9.0627,-7.6398,4.0472,3.6655,8.8184,-7.8844,3.8564,2,0,0,0.2395
95,8.6396,-8.1085,9.0635,-7.6846,3.9902,3.7837,8.8184,-7.8844,3.8564,3,0,1,0.1797
96,6.4100,-6.3650,7.0374,-6.3465,5.8672,4.8000,6.7192,-6.2979,5.3354,0,0,0,0.0116
97,6.4011,-6.3611,7.0214,-6.2308,5.8709,4.7998,6.7192,-6.2979,5.3354,1,0,0,0.0808
98,5.9560,-6.2003,5.9984,-6.0346,0.5217,0.3482,5.9772,-6.1177,0.4305,0,32,0,0.0070
99,5.9560,-6.2008,5.9985,-6.0346,0.5217,0.3393,5.9772,-6.1177,0.4305,1,32,0,0.0071
100,7.5806,-9.8003,7.9604,-9.2019,4.0700,3.4009,7.7705,-9.5015,3.7356,0,0,0,0.2273
101,7.5822,-9.8010,7.9586,-9.2034,4.0704,3.4017,7.7705,-9.5015,3.7356,1,0,0,0.2249
102,7.1150,-9.9622,7.5490,-9.0476,5.3660,4.8089,7.3322,-9.5049,5.0879,0,32,0,0.3970
103,7.1147,-9.9624,7.5496,-9.0474,5.3669,4.8089,7.3322,-9.5049,5.0879,1,32,1,0.3979
104,6.7940,-10.6585,7.0088,-10.5856,1.8156,1.5759,6.9015,-10.6217,1.6961,0,32,0,0.0157
105,6.7927,-10.6597,7.0102,-10.5836,1.8164,1.5758,6.9015,-10.6217,1.6961,1,32,0,0.0165
106,6.7526,-4.9085,6.9674,-4.8356,4.4956,4.2559,6.8601,-4.8717,4.3761,0,32,0,0.0157
107,6.7514,-4.9097,6.9689,-4.8336,4.4964,4.2558,6.8601,-4.8717,4.3761,1,32,0,0.0165
108,6.4385,-4.7441,6.9223,-4.6169,5.2445,4.9601,6.6785,-4.6830,5.0901,0,32,0,0.0616
109,6.4249,-4.7119,6.9174,-4.6180,5.2123,4.9823,6.6785,-4.6830,5.0901,1,32,1,0.0462
110,6.4255,-4.7522,6.9321,-4.6137,5.2449,4.9352,6.6785,-4.6830,5.0901,2,32,0,0.0701
111,9.0033,-15.1101,9.3802,-14.3158,3.7451,3.2613,9.1919,-14.7129,3.5036,0,96,0,0.2994
112,9.0030,-15.1102,9.3807,-14.3156,3.7459,3.2613,9.1919,-14.7129,3.5036,1,96,1,0.3001
113,6.7526,-4.9044,6.9674,-4.8315,2.4456,2.2059,6.8599,-4.8683,2.3261,0,32,0,0.0157
114,6.7511,-4.9064,6.9686,-4.8303,2.4464,2.2058,6.8599,-4.8683,2.3261,1,32,0,0.0165
115,7.8000,-4.8996,8.2000,-4.7806,5.8000,5.2000,8.0000,-4.8401,5.5000,0,0,0,0.0476
116,7.8000,-4.8996,8.2000,-4.7805,5.8000,5.2000,8.0000,-4.8401,5.5000,1,0,0,0.0476
117,7.8000,-5.0596,8.2000,-4.9406,4.4000,3.8000,8.0000,-5.0001,4.1000,0,0,0,0.0476
118,7.8000,-5.0596,8.2000,-4.9405,4.4000,3.8000,8.0000,-5.0001,4.1000,1,0,0,0.0476
119,5.8942,-4.8954,6.0074,-4.7961,4.3688,2.7688,5.9508,-4.8443,3.5681,0,32,0,0.0112
120,5.8929,-4.8954,6.0088,-4.7932,4.3690,2.7671,5.9508,-4.8443,3.5681,1,32,0,0.0118
121,5.8942,-4.8954,6.0074,-4.7955,2.7700,1.9700,5.9508,-4.8455,2.3700,0,32,0,0.0113
122,5.8942,-4.8954,6.0074,-4.7955,2.7700,1.9700,5.9508,-4.8455,2.3700,1,32,0,0.0113
123,5.9248,-4.8645,6.1645,-4.7955,1.9708,1.5588,6.0447,-4.8300,1.7648,0,32,0,0.0165
124,5.9248,-4.8582,6.1599,-4.8001,1.9708,1.5588,6.0447,-4.8300,1.7648,1,32,0,0.0136
125,6.0742,-4.8954,6.1874,-4.7802,0.8288,0.2390,6.1308,-4.8332,0.5316,0,32,0,0.0130
126,6.0734,-4.8954,6.1882,-4.7710,0.8300,0.2333,6.1308,-4.8332,0.5316,1,32,0,0.0143
127,6.0742,-4.8954,6.1874,-4.7955,1.6257,0.8257,6.1308,-4.8455,1.2257,0,32,0,0.0113
128,6.0742,-4.8954,6.1874,-4.7955,1.6257,0.8257,6.1308,-4.8455,1.2257,1,32,0,0.0113
129,5.8942,-4.8954,6.0074,-4.7955,5.0888,4.2888,5.9508,-4.8455,4.6888,0,32,0,0.0113
130,5.8942,-4.8954,6.0074,-4.7955,5.0888,4.2888,5.9508,-4.8455,4.6888,1,32,0,0.0113
131,5.9460,-6.1647,6.0011,-5.3583,1.4363,0.9770,5.9736,-5.7615,1.2063,0,32,0,0.0444
132,5.9524,-6.1541,6.0008,-5.3583,1.4371,1.0055,5.9736,-5.7615,1.2063,1,32,0,0.0386
133,5.9476,-6.1631,6.0012,-5.3843,1.4174,0.9755,5.9736,-5.7615,1.2063,2,32,0,0.0418
134,5.9692,-8.2511,6.0015,-7.7908,1.1108,0.4976,5.9853,-8.0210,0.8042,0,32,0,0.0148
135,7.7301,-13.5989,8.5172,-13.5557,2.3251,2.0345,8.1236,-13.5808,2.1797,0,32,0,0.0340
136,7.7301,-13.6059,8.4640,-13.5562,2.3251,2.0344,8.1236,-13.5808,2.1797,1,32,0,0.0365
137,7.7512,-13.5796,8.4439,-13.5785,2.3049,2.0540,8.1236,-13.5808,2.1797,2,32,0,0.0007
138,6.0600,-9.9000,6.1100,-9.7000,3.2000,2.6000,6.1195,-9.8000,2.9000,0,32,0,0.0100
139,6.0600,-9.9002,6.1790,-9.6998,3.2000,2.6000,6.1195,-9.8000,2.9000,1,32,0,0.0238
140,6.0600,-9.9000,6.1100,-9.7000,4.4000,3.8000,6.1195,-9.8000,4.1000,0,32,0,0.0100
141,6.0600,-9.9002,6.1790,-9.6998,4.4000,3.8000,6.1195,-9.8000,4.1000,1,32,0,0.0238
142,6.2000,-5.0000,6.4000,-4.9500,4.4000,3.8000,6.3000,-5.0095,4.1000,0,32,0,0.0100
143,6.1998,-5.0690,6.4002,-4.9500,4.4000,3.8000,6.3000,-5.0095,4.1000,1,32,0,0.0238
144,6.2000,-5.0000,6.4000,-4.9500,3.3900,2.7900,6.3000,-5.0095,3.0900,0,32,0,0.0100
145,6.1998,-5.0690,6.4002,-4.9500,3.3900,2.7900,6.3000,-5.0095,3.0900,1,32,0,0.0238
146,7.7112,-14.8424,8.8645,-13.7518,5.0403,3.9002,8.2884,-14.2967,4.4707,0,32,0,1.2578
147,7.7125,-14.8419,8.8657,-13.7534,5.0412,3.9002,8.2884,-14.2967,4.4707,1,32,0,1.2552
148,6.1285,-10.8736,8.0199,-9.4858,5.2702,0.4773,7.0701,-10.1853,2.8641,0,0,0,2.6249
149,6.1181,-10.8864,8.0221,-9.4842,5.2720,0.4562,7.0701,-10.1853,2.8641,1,0,0,2.6696
150,8.9512,-13.6913,10.1512,-13.5492,1.8911,0.5164,9.5515,-13.6392,1.2037,0,0,0,0.1705
151,8.9518,-13.7292,10.1518,-13.5510,1.8906,0.5170,9.5515,-13.6392,1.2037,1,0,1,0.2139
152,11.2494,-11.3206,11.7175,-10.8525,2.5250,1.4000,11.5066,-11.1106,1.9625,0,32,0,0.2191
153,11.2067,-11.4106,11.8066,-10.8107,2.5250,1.4000,11.5066,-11.1106,1.9625,1,32,0,0.3599
154,11.7926,-10.4454,11.9058,-10.3455,4.2300,3.4300,11.8492,-10.3955,3.8300,0,32,0,0.0113
155,11.7926,-10.4454,11.9058,-10.3455,4.2300,3.4300,11.8492,-10.3955,3.8300,1,32,0,0.0113
156,11.7942,-10.4454,11.9074,-10.3461,5.8200,4.2200,11.8508,-10.3943,5.0192,0,32,0,0.0112
157,11.7929,-10.4454,11.9088,-10.3432,5.8202,4.2182,11.8508,-10.3943,5.0192,1,32,0,0.0118
158,11.8155,-10.5852,11.8845,-10.3455,3.4300,3.0181,11.8500,-10.4653,3.2240,0,32,0,0.0165
159,11.8218,-10.5852,11.8799,-10.3501,3.4300,3.0181,11.8500,-10.4653,3.2240,1,32,0,0.0136
160,11.7926,-10.6254,11.9058,-10.5255,3.0200,2.2200,11.8492,-10.5755,2.6200,0,32,0,0.0113
161,11.7926,-10.6254,11.9058,-10.5255,3.0200,2.2200,11.8492,-10.5755,2.6200,1,32,0,0.0113
162,11.7942,-10.6254,11.9074,-10.5102,2.2200,1.6301,11.8508,-10.5632,1.9228,0,32,0,0.0130
163,11.7934,-10.6254,11.9082,-10.5010,2.2212,1.6244,11.8508,-10.5632,1.9228,1,32,0,0.0143
164,9.9455,-12.2774,10.0454,-12.1642,4.2600,3.4600,9.9955,-12.2208,3.8600,0,32,0,0.0113
165,9.9455,-12.2774,10.0454,-12.1642,4.2600,3.4600,9.9955,-12.2208,3.8600,1,32,0,0.0113
166,9.9328,-12.3534,10.1745,-12.1728,3.4600,3.0481,10.0537,-12.2631,3.2540,0,32,0,0.0437
167,9.9400,-12.3480,10.1722,-12.1791,3.4600,3.0481,10.0537,-12.2631,3.2540,1,32,0,0.0392
168,10.0955,-12.3674,10.1954,-12.2542,3.0500,2.2500,10.1455,-12.3108,2.6500,0,32,0,0.0113
169,10.0955,-12.3674,10.1954,-12.2542,3.0500,2.2500,10.1455,-12.3108,2.6500,1,32,0,0.0113
170,10.0802,-12.3658,10.1954,-12.2526,1.5300,0.9401,10.1332,-12.3092,1.2328,0,32,0,0.0130
171,10.0710,-12.3666,10.1954,-12.2518,1.5312,0.9344,10.1332,-12.3092,1.2328,1,32,0,0.0143
172,10.0955,-12.3674,10.1954,-12.2542,2.3300,1.5300,10.1455,-12.3108,1.9300,0,32,0,0.0113
173,10.0955,-12.3674,10.1954,-12.2542,2.3300,1.5300,10.1455,-12.3108,1.9300,1,32,0,0.0113
174,8.9092,-6.9541,8.9926,-5.9490,3.5046,2.3401,8.9704,-6.4506,2.9223,0,0,0,0.0838
175,8.9837,-6.9541,9.0316,-5.9470,3.5047,2.3400,8.9704,-6.4506,2.9223,1,0,0,0.0483
176,9.3000,-13.7100,9.7000,-13.6244,2.6050,2.5614,9.5000,-13.6672,2.5832,0,32,0,0.0342
177,9.3000,-13.7100,9.7000,-13.6244,2.6050,2.5628,9.5000,-13.6672,2.5832,1,32,0,0.0342
178,9.9389,-12.2596,10.0211,-12.1804,5.8726,5.5800,9.9800,-12.2200,5.7263,0,32,0,0.0065
179,9.9412,-12.2587,10.0175,-12.1865,5.8726,5.5800,9.9800,-12.2200,5.7263,1,32,0,0.0055
180,11.8096,-10.4219,11.8904,-10.3381,5.8980,5.4900,11.8500,-10.3800,5.6940,0,32,0,0.0068
181,11.8106,-10.4183,11.8842,-10.3404,5.8980,5.4900,11.8500,-10.3800,5.6940,1,32,0,0.0057
182,9.0018,-7.6664,9.1525,-7.5157,3.2200,2.4200,9.0771,-7.5910,2.8200,0,32,0,0.0227
183,9.0018,-7.6664,9.1525,-7.5157,3.2200,2.4200,9.0771,-7.5910,2.8200,1,32,0,0.0227
184,9.0006,-7.6783,9.1621,-7.5169,2.4200,1.8301,9.0846,-7.6009,2.1228,0,32,0,0.0261
185,9.0000,-7.6855,9.1692,-7.5163,2.4212,1.8244,9.0846,-7.6009,2.1228,1,32,0,0.0286
186,9.0018,-7.6664,9.1525,-7.5157,4.0100,3.2100,9.0771,-7.5910,3.6100,0,32,0,0.0227
187,9.0018,-7.6664,9.1525,-7.5157,4.0100,3.2100,9.0771,-7.5910,3.6100,1,32,0,0.0227
188,9.0018,-7.6664,9.1525,-7.5157,4.7800,3.9800,9.0771,-7.5910,4.3800,0,32,0,0.0227
189,9.0018,-7.6664,9.1525,-7.5157,4.7800,3.9800,9.0771,-7.5910,4.3800,1,32,0,0.0227
190,8.6563,-5.4575,9.3083,-4.8055,5.2697,4.7470,8.9824,-5.1314,5.0084,0,0,0,0.4251
191,8.6563,-5.4575,9.3084,-4.8054,5.2697,4.7470,8.9824,-5.1314,5.0084,1,0,0,0.4253
192,5.9780,-7.6145,6.0708,-6.3055,1.1100,-0.1900,6.0353,-6.9600,0.4587,0,0,0,0.1215
193,5.9777,-7.6145,6.0930,-6.3055,1.1100,-0.1926,6.0353,-6.9600,0.4587,1,0,0,0.1510
194,9.9455,-12.2774,10.0454,-12.1642,4.9700,4.1700,9.9955,-12.2208,4.5700,0,32,0,0.0113
195,9.9455,-12.2774,10.0454,-12.1642,4.9700,4.1700,9.9955,-12.2208,4.5700,1,32,0,0.0113
196,9.9455,-12.2774,10.0454,-12.1642,5.6800,4.8800,9.9955,-12.2208,5.2800,0,32,0,0.0113
197,9.9455,-12.2774,10.0454,-12.1642,5.6800,4.8800,9.9955,-12.2208,5.2800,1,32,0,0.0113
198,8.9510,-13.6497,10.1490,-13.5048,2.0372,1.8945,9.5500,-13.5774,1.9658,0,0,0,0.1736
199,8.9509,-13.6503,10.1491,-13.5046,2.0372,1.8945,9.5500,-13.5774,1.9658,1,0,0,0.1745
200,7.7386,-13.5997,8.4611,-13.4492,2.0602,1.8687,8.0999,-13.5245,1.9645,0,0,0,0.1087
201,7.7388,-13.5997,8.4612,-13.4492,2.0602,1.8691,8.0999,-13.5245,1.9645,1,0,0,0.1087
202,7.7993,-13.6973,8.4004,-13.5893,1.9020,0.6799,8.0998,-13.6433,1.2909,0,0,0,0.0649
203,7.7997,-13.6973,8.4003,-13.5894,1.9016,0.6800,8.0998,-13.6433,1.2909,1,0,0,0.0648
204,8.1500,-13.7333,8.4001,-13.6497,3.2001,2.6000,8.2751,-13.6915,2.8974,0,32,0,0.0209
205,8.1500,-13.7333,8.4000,-13.6500,3.2000,2.5946,8.2751,-13.6915,2.8974,1,32,0,0.0208
206,7.8000,-13.7333,8.0501,-13.6497,3.2001,2.6000,7.9251,-13.6915,2.8974,0,32,0,0.0209
207,7.8000,-13.7333,8.0500,-13.6500,3.2000,2.5946,7.9251,-13.6915,2.8974,1,32,0,0.0208
208,6.6938,-13.6819,7.6000,-13.6602,3.2000,2.6000,7.1469,-13.6711,2.9000,0,32,0,0.0197
209,6.6938,-13.6820,7.6001,-13.6602,3.2000,2.6000,7.1469,-13.6711,2.9000,1,32,0,0.0197
210,6.6938,-13.6819,7.6001,-13.6602,3.2000,2.6000,7.1469,-13.6711,2.9000,2,32,1,0.0197
211,6.6997,-13.7273,7.6006,-13.5609,1.9050,1.1457,7.1503,-13.6440,1.5254,0,32,0,0.1499
212,6.7237,-13.7273,7.5766,-13.7120,1.8829,1.2271,7.1503,-13.6440,1.5254,1,32,0,0.0130
213,6.6996,-13.7004,7.6010,-13.5608,1.1848,1.1457,7.1503,-13.6440,1.5254,2,32,0,0.1258
214,6.6999,-13.7272,7.6000,-13.6586,1.9051,1.1800,7.1503,-13.6440,1.5254,3,32,1,0.0617
215,8.7681,-13.6000,8.8519,-13.5480,1.2781,1.0016,8.8100,-13.5740,1.1398,0,32,0,0.0044
216,8.7938,-13.5485,8.8262,-13.5475,1.2327,1.1978,8.8100,-13.5740,1.1398,1,32,1,0.0000
217,8.7681,-13.6000,8.8519,-13.5480,1.2781,1.0017,8.8100,-13.5740,1.1398,2,32,0,0.0044
218,12.7400,-7.4500,12.7900,-7.2500,4.5000,3.9000,12.7995,-7.3500,4.2000,0,32,0,0.0100
219,12.7400,-7.4502,12.8590,-7.2498,4.5000,3.9000,12.7995,-7.3500,4.2000,1,32,0,0.0238
220,12.7400,-7.4500,12.7900,-7.2500,5.5000,4.9000,12.7995,-7.3500,5.2000,0,32,0,0.0100
221,12.7400,-7.4502,12.8590,-7.2498,5.5000,4.9000,12.7995,-7.3500,5.2000,1,32,0,0.0238
222,12.7400,-7.4500,12.7900,-7.2500,6.4000,5.8000,12.7995,-7.3500,6.1000,0,32,0,0.0100
223,12.7400,-7.4502,12.8590,-7.2498,6.4000,5.8000,12.7995,-7.3500,6.1000,1,32,0,0.0238
224,6.0633,-7.2000,6.1823,-6.8000,4.4000,3.8000,6.1228,-7.0000,4.1000,0,0,0,0.0476
225,6.0633,-7.2000,6.1823,-6.8000,4.4000,3.8000,6.1228,-7.0000,4.1000,1,0,0,0.0476
226,6.0633,-8.0000,6.1823,-7.6000,4.4000,3.8000,6.1228,-7.8000,4.1000,0,0,0,0.0476
