index,min_x,min_y,max_x,max_y,top_z,bottom_z,pos_x,pos_y,pos_z,mesh_index,flags,flags2,area_m2
20,-16.0000,-5.1034,-15.7963,-4.9000,10.0000,7.8000,-15.8982,-5.0017,8.9000,1,0,2,0.0414
21,-14.7000,6.6280,-13.8219,7.4920,10.0000,7.8000,-14.2616,7.0641,8.9000,0,0,0,0.7588
22,-14.7013,6.6960,-13.8966,7.5002,10.0000,7.8000,-14.2616,7.0641,8.9000,1,0,0,0.6472
23,-15.5000,6.6871,-14.7000,6.7660,10.0000,7.8000,-15.1000,6.7266,8.9000,0,0,0,0.0632
24,-15.5000,6.6966,-14.7000,6.7660,10.0000,7.8000,-15.1000,6.7266,8.9000,1,0,0,0.0556
25,-15.8760,-6.6067,-11.2449,6.4531,8.0685,8.0675,-13.5604,-0.0768,8.0601,0,0,0,60.4812
26,-15.8760,-6.6067,-11.2449,6.4531,8.0527,8.0517,-13.5604,-0.0768,8.0601,1,0,0,60.4812
27,-15.8760,-6.6067,-11.2449,6.4531,8.0685,8.0675,-13.5604,-0.0768,8.0601,0,0,0,60.4812
28,-15.8760,-6.6067,-11.2449,6.4531,8.0527,8.0517,-13.5604,-0.0768,8.0601,1,0,0,60.4812
29,-16.1188,-6.8067,-11.1449,6.4275,10.0123,10.0113,-13.6318,-0.1896,10.0118,0,0,0,65.8260
30,-18.0114,-5.2000,-17.2000,-4.7839,5.6000,3.8000,-17.6057,-4.9920,4.7000,0,0,0,0.3376
31,-18.0000,-5.2000,-17.2000,-4.8000,5.6000,3.8000,-17.6057,-4.9920,4.7000,1,0,0,0.3200
32,-12.7065,-5.6000,-12.6519,-5.2000,10.8020,10.3712,-12.6792,-5.4000,10.5866,0,0,0,0.0219
33,-12.7065,-5.6000,-12.6519,-5.2000,10.8020,10.3907,-12.6792,-5.4000,10.5866,1,0,0,0.0219
34,-13.0000,4.3500,-12.7831,4.7614,4.0000,2.2000,-12.8959,4.5557,3.1000,0,0,0,0.0892
35,-13.0088,4.3500,-12.7843,4.7582,4.0000,2.2000,-12.8959,4.5557,3.1000,1,0,0,0.0916
36,-13.3709,4.6882,-13.0807,4.9784,6.2266,4.0266,-13.2222,4.8370,5.1266,0,0,0,0.0842
37,-13.3566,4.7025,-13.0731,4.9861,6.2266,4.0266,-13.2222,4.8370,5.1266,1,0,0,0.0804
38,-23.3111,-5.6615,-15.8201,5.6615,4.4038,3.1976,-19.5656,0.0000,3.8007,0,0,0,84.8204
39,-13.1000,2.8000,-12.7000,3.2000,8.2000,6.6000,-12.9000,3.0000,7.4000,0,0,0,0.1600
40,-16.2000,2.8518,-13.0000,3.0972,4.4024,4.2014,-14.6000,2.9771,4.3033,0,0,2,0.7853
41,-16.2001,2.8492,-13.0000,3.1051,4.4069,4.1998,-14.6000,2.9771,4.3033,1,0,2,0.8188
42,-12.8003,3.1500,-12.7838,3.5500,4.0000,2.2000,-12.7920,3.3500,3.1000,0,0,2,0.0066
43,-12.8005,3.1500,-12.7995,3.5500,4.0000,2.2000,-12.7920,3.3500,3.1000,1,0,2,0.0004
44,-16.0000,-3.3000,-15.8000,-3.1000,10.0000,7.8000,-15.8983,-3.1982,8.9000,0,0,2,0.0400
45,-16.0000,-3.3000,-15.7966,-3.0963,10.0000,7.8000,-15.8983,-3.1982,8.9000,1,0,2,0.0414
46,-15.6000,-4.8005,-15.2000,-4.7995,6.4000,5.6000,-15.4000,-4.8000,6.0000,0,0,2,0.0004
47,-15.6000,-4.8005,-15.2000,-4.7995,6.4000,5.6000,-15.4000,-4.8000,6.0000,1,0,2,0.0004
48,-15.2000,-5.6000,-14.3974,-4.7974,6.4020,5.5999,-14.7987,-5.1987,6.0010,0,0,2,0.6442
49,-15.2000,-5.6000,-14.4000,-4.8000,6.4000,5.6000,-14.7987,-5.1987,6.0010,1,0,2,0.6400
50,-12.8000,-6.3503,-12.7669,-4.7505,4.4121,4.0000,-12.7835,-5.5504,4.2060,0,0,0,0.0530
51,-12.8000,-6.3500,-12.7708,-4.7508,4.4113,4.0000,-12.7835,-5.5504,4.2060,1,0,0,0.0467
52,-17.0000,-3.2005,-16.2000,-3.1995,6.4000,5.6000,-16.6000,-3.2000,6.0000,0,0,0,0.0008
53,-17.0000,-3.2005,-16.2000,-3.1995,6.4000,5.6000,-16.6000,-3.2000,6.0000,1,0,0,0.0008
54,-17.4000,-3.2005,-17.0000,-3.1995,6.4000,5.6000,-17.2000,-3.2000,6.0000,0,0,0,0.0004
55,-17.4000,-3.2005,-17.0000,-3.1995,6.4000,5.6000,-17.2000,-3.2000,6.0000,1,0,0,0.0004
56,-21.5000,5.3886,-21.1000,5.6012,5.6000,3.8000,-21.3000,5.4949,4.7000,0,0,2,0.0850
57,-21.5000,5.4000,-21.1000,5.6000,5.6000,3.8000,-21.3000,5.4949,4.7000,1,0,2,0.0800
58,-21.7012,5.0000,-21.4886,5.4000,5.6000,3.8000,-21.5949,5.2000,4.7000,0,0,0,0.0850
59,-21.7000,5.0000,-21.5000,5.4000,5.6000,3.8000,-21.5949,5.2000,4.7000,1,0,0,0.0800
60,-21.7161,2.3779,-21.5000,2.6002,8.2000,6.4000,-21.6059,2.4890,7.3000,0,0,0,0.0480
61,-21.7108,2.3877,-21.4958,2.6000,8.2000,6.4000,-21.6059,2.4890,7.3000,1,0,0,0.0456
62,-21.7000,2.3998,-21.5000,2.6000,4.4000,3.6000,-21.6000,2.4999,4.0000,0,0,2,0.0400
63,-21.7000,2.4000,-21.5000,2.6000,4.4000,3.6000,-21.6000,2.4999,4.0000,1,0,2,0.0400
64,-16.8002,3.2000,-15.9999,3.2333,3.8133,3.4000,-16.4001,3.2166,3.6066,0,0,0,0.0267
65,-16.8000,3.2000,-16.0000,3.2294,3.8000,3.4000,-16.4001,3.2166,3.6066,1,0,0,0.0235
66,-15.6131,3.1999,-15.3998,3.2329,3.8114,3.4000,-15.5065,3.2164,3.6057,0,0,0,0.0070
67,-15.6000,3.2000,-15.4000,3.2295,3.8000,3.4000,-15.5065,3.2164,3.6057,1,0,0,0.0059
68,-18.0114,4.7839,-17.2000,5.2000,5.6000,3.8000,-17.6057,4.9920,4.7000,0,0,2,0.3376
69,-18.0000,4.8000,-17.2000,5.2000,5.6000,3.8000,-17.6057,4.9920,4.7000,1,0,2,0.3200
70,-18.8000,5.1886,-18.0000,5.6006,5.6000,3.8000,-18.4000,5.3946,4.7000,0,0,0,0.3295
71,-18.8000,5.2000,-18.0000,5.6000,5.6000,3.8000,-18.4000,5.3946,4.7000,1,0,0,0.3200
72,-14.4005,-6.4000,-14.3995,-5.6000,6.4000,5.6000,-14.4000,-6.0000,6.0000,0,0,2,0.0008
73,-14.4005,-6.4000,-14.3995,-5.6000,6.4000,5.6000,-14.4000,-6.0000,6.0000,1,0,2,0.0008
74,-16.1333,-0.0002,-16.1000,0.8001,6.6133,6.2000,-16.1166,0.3999,6.4066,0,0,0,0.0267
75,-16.1294,0.0000,-16.1000,0.8000,6.6000,6.2000,-16.1166,0.3999,6.4066,1,0,0,0.0235
76,-16.1333,-0.8002,-16.1000,0.0001,6.6133,6.2000,-16.1166,-0.4001,6.4066,0,0,0,0.0267
77,-16.1294,-0.8000,-16.1000,0.0000,6.6000,6.2000,-16.1166,-0.4001,6.4066,1,0,0,0.0235
78,-16.1333,-1.6002,-16.1000,-0.7999,6.6133,6.2000,-16.1166,-1.2001,6.4066,0,0,0,0.0267
79,-16.1294,-1.6000,-16.1000,-0.8000,6.6000,6.2000,-16.1166,-1.2001,6.4066,1,0,0,0.0235
80,-15.0000,3.6000,-14.6000,4.0000,8.0000,6.4000,-14.8000,3.8000,7.2000,0,0,2,0.1600
81,-15.6972,-1.6000,-15.4518,1.6000,6.7548,6.6053,-15.5771,0.0000,6.6811,0,0,0,0.7853
82,-15.7050,-1.6000,-15.4492,1.6001,6.7581,6.6042,-15.5771,0.0000,6.6811,1,0,0,0.8188
83,-16.1933,-3.2412,-15.9808,-3.0313,11.0000,9.2000,-16.0871,-3.1362,10.1000,0,0,0,0.0446
84,-16.1933,-3.2412,-15.9808,-3.0313,11.0000,9.2000,-16.0871,-3.1362,10.1000,1,0,0,0.0446
85,-17.9436,-0.5296,-15.0913,0.5297,4.8572,3.3247,-16.5175,0.0000,4.0910,0,0,0,3.0216
86,-17.6759,-1.5599,-15.6968,-0.4755,4.4170,3.3214,-16.6856,-1.0177,3.8692,0,0,0,2.1462
87,-17.6748,-1.5583,-15.6953,-0.4764,4.4057,3.5404,-16.6856,-1.0177,3.8692,1,0,0,2.1415
88,-14.6086,5.0485,-13.4148,6.2423,6.4951,5.6000,-14.0456,5.6115,6.0475,0,0,2,1.4252
89,-14.6855,4.9717,-13.4058,6.2513,6.4700,5.6000,-14.0456,5.6115,6.0475,1,0,2,1.6375
90,-15.6285,4.0670,-13.4774,6.2181,5.6167,5.5866,-14.5529,5.1426,5.6009,0,0,2,4.6272
91,-15.6277,4.0677,-13.4781,6.2173,5.6164,5.5850,-14.5529,5.1426,5.6009,1,0,2,4.6208
92,-21.7961,-0.5203,-20.6038,0.5203,9.6043,3.3000,-21.2000,-0.0000,6.4522,0,0,0,1.2408
93,-16.2431,1.5471,-12.7943,3.1500,8.0630,4.3998,-14.5187,2.3485,6.2314,0,0,2,5.5281
94,-16.1952,-4.9726,-15.9827,-4.7626,10.9000,9.1000,-16.0890,-4.8676,10.0000,0,0,0,0.0446
95,-16.1952,-4.9726,-15.9827,-4.7626,10.9000,9.1000,-16.0890,-4.8676,10.0000,1,0,0,0.0446
96,-21.7000,2.3998,-21.5000,2.6000,4.4000,3.6000,-21.6000,2.4999,4.0000,0,0,2,0.0400
97,-21.7000,2.4000,-21.5000,2.6000,4.4000,3.6000,-21.6000,2.4999,4.0000,1,0,2,0.0400
98,-19.2617,5.5576,-19.2279,5.5816,9.7646,8.1646,-19.1940,5.6031,8.9627,0,0,0,0.0008
99,-19.2617,5.5573,-19.2279,5.5816,9.7646,8.1646,-19.1940,5.6031,8.9627,1,0,0,0.0008
100,-19.1320,5.6483,-19.1263,5.6493,8.1667,8.1609,-19.1940,5.6031,8.9627,2,0,0,0.0000
101,-19.1888,5.5576,-19.1549,5.5816,9.7646,8.1646,-19.1211,5.6031,8.9627,0,0,0,0.0008
102,-19.1888,5.5573,-19.1549,5.5816,9.7646,8.1646,-19.1211,5.6031,8.9627,1,0,0,0.0008
103,-19.0591,5.6483,-19.0533,5.6493,8.1667,8.1609,-19.1211,5.6031,8.9627,2,0,0,0.0000
104,-19.3094,-5.7882,-19.2854,-5.5710,8.2330,8.0159,-19.2974,-5.6795,8.1244,0,0,0,0.0052
105,-19.3095,-5.7891,-19.2853,-5.5698,8.2342,8.0146,-19.2974,-5.6795,8.1244,1,0,0,0.0053
106,-19.7607,-5.7879,-19.7367,-5.5706,8.2381,8.0210,-19.7487,-5.6791,8.1295,0,0,2,0.0052
107,-19.7608,-5.7888,-19.7366,-5.5694,8.2393,8.0198,-19.7487,-5.6791,8.1295,1,0,2,0.0053
108,-16.1333,0.7998,-16.1000,1.6001,6.6133,6.2000,-16.1166,1.1999,6.4066,0,0,0,0.0267
109,-16.1294,0.8000,-16.1000,1.6000,6.6000,6.2000,-16.1166,1.1999,6.4066,1,0,0,0.0235
110,-18.0000,4.7995,-17.2000,5.2000,6.4000,5.6000,-17.6000,4.9998,6.0000,0,0,2,0.3204
111,-18.0000,4.8000,-17.2000,5.2000,6.4000,5.6000,-17.6000,4.9998,6.0000,1,0,2,0.3200
112,-18.8000,5.2000,-18.0000,5.6005,6.4006,5.5993,-18.4000,5.4002,6.0000,0,0,0,0.3204
113,-18.8000,5.2000,-18.0000,5.6000,6.4000,5.6000,-18.4000,5.4002,6.0000,1,0,0,0.3200
114,-21.5000,5.3998,-21.1000,5.6010,6.4007,5.5999,-21.3000,5.5004,6.0003,0,0,2,0.0805
115,-21.5000,5.4000,-21.1000,5.6000,6.4000,5.6000,-21.3000,5.5004,6.0003,1,0,2,0.0800
116,-21.7010,5.0000,-21.4998,5.4000,6.4007,5.5999,-21.6004,5.2000,6.0003,0,0,0,0.0805
117,-21.7000,5.0000,-21.5000,5.4000,6.4000,5.6000,-21.6004,5.2000,6.0003,1,0,0,0.0800
118,-21.7005,3.4000,-21.6995,4.2000,6.4000,5.6000,-21.7000,3.8000,6.0000,0,0,0,0.0008
119,-21.7005,3.4000,-21.6995,4.2000,6.4000,5.6000,-21.7000,3.8000,6.0000,1,0,0,0.0008
120,-21.7005,4.2000,-21.6995,5.0000,6.4000,5.6000,-21.7000,4.6000,6.0000,0,0,0,0.0008
121,-21.7005,4.2000,-21.6995,5.0000,6.4000,5.6000,-21.7000,4.6000,6.0000,1,0,0,0.0008
122,-21.7005,-4.2000,-21.6995,-3.4000,6.4000,5.6000,-21.7000,-3.8000,6.0000,0,0,0,0.0008
123,-21.7005,-4.2000,-21.6995,-3.4000,6.4000,5.6000,-21.7000,-3.8000,6.0000,1,0,0,0.0008
124,-21.7005,-5.0000,-21.6995,-4.2000,6.4000,5.6000,-21.7000,-4.6000,6.0000,0,0,0,0.0008
125,-21.7005,-5.0000,-21.6995,-4.2000,6.4000,5.6000,-21.7000,-4.6000,6.0000,1,0,0,0.0008
126,-18.0000,-5.2000,-17.2000,-4.7995,6.4000,5.6000,-17.6000,-4.9998,6.0000,0,0,0,0.3204
127,-18.0000,-5.2000,-17.2000,-4.8000,6.4000,5.6000,-17.6000,-4.9998,6.0000,1,0,0,0.3200
128,-17.2000,-4.8005,-15.6000,-4.7995,6.4000,5.6000,-16.4000,-4.8000,6.0000,0,0,0,0.0016
129,-17.2000,-4.8005,-15.6000,-4.7995,6.4000,5.6000,-16.4000,-4.8000,6.0000,1,0,0,0.0016
130,-21.7000,2.3998,-21.5000,2.6000,6.4000,5.6000,-21.6000,2.4999,6.0000,0,0,2,0.0400
131,-21.7000,2.4000,-21.5000,2.6000,6.4000,5.6000,-21.6000,2.4999,6.0000,1,0,2,0.0400
132,-17.6759,0.4754,-15.6968,1.5599,4.4170,3.3214,-16.6856,1.0176,3.8692,0,0,2,2.1462
133,-17.6748,0.4764,-15.6953,1.5582,4.4057,3.5404,-16.6856,1.0176,3.8692,1,0,2,2.1415
134,-20.8439,-5.6045,-20.6049,-5.5492,4.9903,4.3903,-20.7244,-5.5768,4.6903,0,0,0,0.0132
135,-20.8440,-5.6045,-20.6049,-5.5492,4.9903,4.3903,-20.7244,-5.5768,4.6903,1,0,0,0.0132
136,-20.8439,-5.6045,-20.6049,-5.5492,6.4949,5.2949,-20.7244,-5.5655,5.8935,0,0,0,0.0132
137,-20.6396,-5.5268,-20.6353,-5.5261,5.2965,5.2921,-20.7244,-5.5655,5.8935,1,0,0,0.0000
138,-20.8439,-5.6047,-20.6049,-5.5490,6.4949,5.2949,-20.7244,-5.5655,5.8935,2,0,0,0.0133
139,-20.8369,-5.5956,-20.6119,-5.5581,5.2903,4.9903,-20.7244,-5.5769,5.1403,0,0,0,0.0084
140,-20.8369,-5.5956,-20.6119,-5.5581,5.2903,4.9903,-20.7244,-5.5769,5.1403,1,0,0,0.0084
141,-11.8285,-2.1064,-11.0896,-1.0973,6.2796,4.3273,-11.4591,-1.6018,5.3035,0,0,0,0.7456
142,-11.8285,1.0973,-11.0896,2.1064,6.2796,4.3273,-11.4591,1.6019,5.3035,0,0,2,0.7456
143,-17.6172,1.5986,-17.4415,3.2014,7.8780,3.8486,-17.3977,2.4000,5.9000,0,0,1,0.2816
144,-17.6164,1.5817,-17.1782,3.2183,8.1977,3.6023,-17.3977,2.4000,5.9000,1,0,0,0.7172
145,-17.6172,-3.2014,-17.4415,-1.5986,7.8780,3.8486,-17.3977,-2.4000,5.9000,0,0,1,0.2816
146,-17.6164,-3.2183,-17.1782,-1.5817,8.1977,3.6023,-17.3977,-2.4000,5.9000,1,0,0,0.7172
147,-21.1000,5.5835,-19.6000,5.6006,5.6000,3.8000,-20.3500,5.5921,4.7000,0,0,0,0.0256
148,-21.1000,5.5995,-19.6000,5.6005,5.6000,3.8000,-20.3500,5.5921,4.7000,1,0,0,0.0015
149,-21.1000,5.5995,-19.6000,5.6005,6.4000,5.6000,-20.3500,5.6000,6.0000,0,0,0,0.0015
150,-21.1000,5.5995,-19.6000,5.6005,6.4000,5.6000,-20.3500,5.6000,6.0000,1,0,0,0.0015
151,-22.2075,-5.0065,-21.6568,-3.3922,5.6007,3.7399,-21.9321,-4.1993,4.6703,0,0,0,0.8891
152,-21.7012,-5.4000,-21.4886,-5.0000,5.6000,3.8000,-21.5949,-5.2000,4.7000,0,0,2,0.0850
153,-21.7000,-5.4000,-21.5000,-5.0000,5.6000,3.8000,-21.5949,-5.2000,4.7000,1,0,2,0.0800
154,-21.5000,-5.6010,-21.1000,-5.3998,6.4007,5.5999,-21.3000,-5.5004,6.0003,0,0,0,0.0805
155,-21.5000,-5.6000,-21.1000,-5.4000,6.4000,5.6000,-21.3000,-5.5004,6.0003,1,0,0,0.0800
156,-21.7010,-5.4000,-21.4998,-5.0000,6.4007,5.5999,-21.6004,-5.2000,6.0003,0,0,2,0.0805
157,-21.7000,-5.4000,-21.5000,-5.0000,6.4000,5.6000,-21.6004,-5.2000,6.0003,1,0,2,0.0800
158,-21.1000,-5.6005,-19.6000,-5.5995,6.4000,5.6000,-20.3500,-5.6000,6.0000,0,0,0,0.0015
159,-21.1000,-5.6005,-19.6000,-5.5995,6.4000,5.6000,-20.3500,-5.6000,6.0000,1,0,0,0.0015
160,-21.5000,-5.6012,-21.1000,-5.3886,5.6000,3.8000,-21.3000,-5.4949,4.7000,0,0,0,0.0850
161,-21.5000,-5.6000,-21.1000,-5.4000,5.6000,3.8000,-21.3000,-5.4949,4.7000,1,0,0,0.0800
162,-18.8000,-5.6005,-18.0000,-5.2000,6.4006,5.5993,-18.4000,-5.4002,6.0000,0,0,2,0.3204
163,-18.8000,-5.6000,-18.0000,-5.2000,6.4000,5.6000,-18.4000,-5.4002,6.0000,1,0,2,0.3200
164,-18.8000,-5.6006,-18.0000,-5.1886,5.6000,3.8000,-18.4000,-5.3946,4.7000,0,0,2,0.3295
165,-18.8000,-5.6000,-18.0000,-5.2000,5.6000,3.8000,-18.4000,-5.3946,4.7000,1,0,2,0.3200
166,-12.8005,3.5500,-12.7995,4.3500,4.8000,4.0000,-12.8000,3.9500,4.4000,0,0,0,0.0008
167,-12.8005,3.5500,-12.7995,4.3500,4.8000,4.0000,-12.8000,3.9500,4.4000,1,0,0,0.0008
168,-12.8005,3.5500,-12.7995,4.3500,5.6000,4.8000,-12.8000,3.9500,5.2000,0,0,0,0.0008
169,-12.8005,3.5500,-12.7995,4.3500,5.6000,4.8000,-12.8000,3.9500,5.2000,1,0,0,0.0008
170,-12.8005,3.5500,-12.7995,4.3500,6.4000,5.6000,-12.8000,3.9500,6.0000,0,0,0,0.0008
171,-12.8005,3.5500,-12.7995,4.3500,6.4000,5.6000,-12.8000,3.9500,6.0000,1,0,0,0.0008
172,-12.8005,3.1500,-12.7995,3.5500,4.8000,4.0000,-12.8000,3.3500,4.4000,0,0,0,0.0004
173,-12.8005,3.1500,-12.7995,3.5500,4.8000,4.0000,-12.8000,3.3500,4.4000,1,0,0,0.0004
174,-12.8005,3.1500,-12.7995,3.5500,5.6000,4.8000,-12.8000,3.3500,5.2000,0,0,0,0.0004
175,-12.8005,3.1500,-12.7995,3.5500,5.6000,4.8000,-12.8000,3.3500,5.2000,1,0,0,0.0004
176,-12.8005,3.1500,-12.7995,3.5500,6.4000,5.6000,-12.8000,3.3500,6.0000,0,0,0,0.0004
177,-12.8005,3.1500,-12.7995,3.5500,6.4000,5.6000,-12.8000,3.3500,6.0000,1,0,0,0.0004
178,-13.0000,4.3500,-12.7989,4.7500,4.8000,3.9999,-12.8958,4.5500,4.3999,0,0,0,0.0804
179,-12.9916,4.3500,-12.7916,4.7500,4.8000,4.0000,-12.8958,4.5500,4.3999,1,0,0,0.0800
180,-13.0000,4.3500,-12.7989,4.7500,5.6000,4.7999,-12.8958,4.5500,5.1999,0,0,0,0.0804
181,-12.9916,4.3500,-12.7916,4.7500,5.6000,4.8000,-12.8958,4.5500,5.1999,1,0,0,0.0800
182,-13.0000,4.3500,-12.7989,4.7500,6.4000,5.5999,-12.8958,4.5500,5.9999,0,0,0,0.0804
183,-12.9916,4.3500,-12.7916,4.7500,6.4000,5.6000,-12.8958,4.5500,5.9999,1,0,0,0.0800
184,-15.0000,3.6000,-14.2000,4.4000,7.2000,6.4000,-14.6082,4.0000,6.8000,0,0,2,0.6400
185,-15.0163,3.6000,-14.2163,4.4000,7.2000,6.4000,-14.6082,4.0000,6.8000,1,0,2,0.6400
186,-18.0000,4.7995,-17.2000,5.2000,7.2000,6.4000,-17.6000,4.9998,6.8000,0,0,2,0.3204
187,-18.0000,4.8000,-17.2000,5.2000,7.2000,6.4000,-17.6000,4.9998,6.8000,1,0,2,0.3200
188,-18.8000,5.2000,-18.0000,5.6005,7.2006,6.3993,-18.4000,5.4002,6.8000,0,0,0,0.3204
189,-18.8000,5.2000,-18.0000,5.6000,7.2000,6.4000,-18.4000,5.4002,6.8000,1,0,0,0.3200
190,-21.1000,5.5995,-19.6000,5.6005,7.2000,6.4000,-20.3500,5.6000,6.8000,0,0,0,0.0015
191,-21.1000,5.5995,-19.6000,5.6005,7.2000,6.4000,-20.3500,5.6000,6.8000,1,0,0,0.0015
192,-21.5000,5.3998,-21.1000,5.6010,7.2007,6.3999,-21.3000,5.5004,6.8003,0,0,2,0.0805
193,-21.5000,5.4000,-21.1000,5.6000,7.2000,6.4000,-21.3000,5.5004,6.8003,1,0,2,0.0800
194,-21.7005,4.2000,-21.6995,5.0000,7.2000,6.4000,-21.7000,4.6000,6.8000,0,0,0,0.0008
195,-21.7005,4.2000,-21.6995,5.0000,7.2000,6.4000,-21.7000,4.6000,6.8000,1,0,0,0.0008
196,-21.7010,5.0000,-21.4998,5.4000,7.2007,6.3999,-21.6004,5.2000,6.8003,0,0,0,0.0805
197,-21.7000,5.0000,-21.5000,5.4000,7.2000,6.4000,-21.6004,5.2000,6.8003,1,0,0,0.0800
198,-21.7005,3.4000,-21.6995,4.2000,7.2000,6.4000,-21.7000,3.8000,6.8000,0,0,0,0.0008
199,-21.7005,3.4000,-21.6995,4.2000,7.2000,6.4000,-21.7000,3.8000,6.8000,1,0,0,0.0008
200,-17.2000,-4.8005,-15.6000,-4.7995,7.2000,6.4000,-16.4000,-4.8000,6.8000,0,0,0,0.0016
201,-17.2000,-4.8005,-15.6000,-4.7995,7.2000,6.4000,-16.4000,-4.8000,6.8000,1,0,0,0.0016
202,-18.0000,-5.2000,-17.2000,-4.7995,7.2000,6.4000,-17.6000,-4.9998,6.8000,0,0,0,0.3204
203,-18.0000,-5.2000,-17.2000,-4.8000,7.2000,6.4000,-17.6000,-4.9998,6.8000,1,0,0,0.3200
204,-18.8000,-5.6005,-18.0000,-5.2000,7.2006,6.3993,-18.4000,-5.4002,6.8000,0,0,2,0.3204
205,-18.8000,-5.6000,-18.0000,-5.2000,7.2000,6.4000,-18.4000,-5.4002,6.8000,1,0,2,0.3200
206,-21.1000,-5.6005,-19.6000,-5.5995,7.2000,6.4000,-20.3500,-5.6000,6.8000,0,0,0,0.0015
207,-21.1000,-5.6005,-19.6000,-5.5995,7.2000,6.4000,-20.3500,-5.6000,6.8000,1,0,0,0.0015
208,-21.5000,-5.6010,-21.1000,-5.3998,7.2007,6.3999,-21.3000,-5.5004,6.8003,0,0,0,0.0805
209,-21.5000,-5.6000,-21.1000,-5.4000,7.2000,6.4000,-21.3000,-5.5004,6.8003,1,0,0,0.0800
210,-21.7010,-5.4000,-21.4998,-5.0000,7.2007,6.3999,-21.6004,-5.2000,6.8003,0,0,2,0.0805
211,-21.7000,-5.4000,-21.5000,-5.0000,7.2000,6.4000,-21.6004,-5.2000,6.8003,1,0,2,0.0800
212,-21.7005,-4.2000,-21.6995,-3.4000,7.2000,6.4000,-21.7000,-3.8000,6.8000,0,0,0,0.0008
213,-21.7005,-4.2000,-21.6995,-3.4000,7.2000,6.4000,-21.7000,-3.8000,6.8000,1,0,0,0.0008
214,-21.7005,-5.0000,-21.6995,-4.2000,7.2000,6.4000,-21.7000,-4.6000,6.8000,0,0,0,0.0008
215,-21.7005,-5.0000,-21.6995,-4.2000,7.2000,6.4000,-21.7000,-4.6000,6.8000,1,0,0,0.0008
216,-15.0000,3.6000,-14.2000,4.4000,8.0000,7.2000,-14.6082,4.0000,7.6000,0,0,2,0.6400
217,-15.0163,3.6000,-14.2163,4.4000,8.0000,7.2000,-14.6082,4.0000,7.6000,1,0,2,0.6400
218,-18.0000,4.7995,-17.2000,5.2000,8.0000,7.2000,-17.6000,4.9998,7.6000,0,0,2,0.3204
219,-18.0000,4.8000,-17.2000,5.2000,8.0000,7.2000,-17.6000,4.9998,7.6000,1,0,2,0.3200
220,-18.8000,5.2000,-18.0000,5.6005,8.0006,7.1993,-18.4000,5.4002,7.6000,0,0,0,0.3204
221,-18.8000,5.2000,-18.0000,5.6000,8.0000,7.2000,-18.4000,5.4002,7.6000,1,0,0,0.3200
