type_id,obj_group,obj_gid,dx,dy,dz,note
1994460282,bloc,596835487,0.303845,0.801681,0.601165,
-1185205223,bloc,-1499017967,0.086604,0.100000,0.100000,
1472515488,bloc,-458904879,1.200175,5.664173,0.400215,
1573061490,bloc,-1336984370,0.097602,0.096903,1.002705,
1598571411,bloc,1515991973,0.483632,0.140105,0.456626,
-1254749247,bloc,1580322928,0.680460,0.323557,0.120060,
-1329827127,bloc,2084237872,4.480077,0.902272,2.948482,
-441649130,bloc,130339989,0.200000,0.200000,0.800000,
-467576609,mach,1492497583,0.328000,0.328003,0.059360,via foki
-960331706,bloc,1340157877,2.004066,1.999927,2.292353,
-1132236065,bloc,441170965,0.200000,0.200000,0.800000,
-1197972784,bloc,-1486862112,0.488095,1.599125,0.807682,
-785603257,bloc,-1543087268,2.019655,1.825084,1.550664,
-1293145628,bloc,1806812467,0.213468,2.000061,1.600325,
1959278662,bloc,-1019617682,1.212334,2.854375,1.131485,
-2088008771,bloc,1478323423,0.216715,1.600705,0.431205,
1581648278,bloc,985843925,0.526463,0.325328,0.323587,
584932456,bloc,-564923123,0.001000,1.200000,0.017100,
1574763282,bloc,-1050830773,16.201586,15.188753,2.881921,
-169309065,bloc,-1338870207,1.389947,1.597145,4.810570,
-2005024110,bloc,687642578,1.635854,0.491801,0.803049,
1575955596,bloc,749861311,0.262378,0.373109,0.170298,
1875914002,bloc,1974405036,0.050109,0.050121,0.100234,
1561437000,bloc,-1246196100,6.400000,6.412459,0.400779,
-1376852264,mach,-151025845,0.315140,0.335412,0.053929,via foki
1223404046,bloc,-1626273773,0.764568,0.755779,1.042844,
-724052172,bloc,135452459,1.368715,1.300722,0.441171,
-462282139,bloc,-1539598588,0.408547,0.413317,1.815636,
2030256020,bloc,1195330285,2.808135,7.161817,1.230577,
-14618672,bloc,726983112,0.878829,0.594365,0.102877,
1980827929,scen,-334768557,0.333888,0.071847,0.248870,via foki
2019687498,bloc,-814137261,0.079853,1.032050,2.075552,
-1751270658,scen,37258,0.088166,0.618703,0.384722,
-20854932,bloc,-900119604,1.027425,0.400228,0.057953,
-1531765676,bloc,59802513,4.989575,4.329533,8.061375,
-565700411,bloc,-1972054241,3.263413,1.714962,9.656476,
-1332366101,bloc,1776545762,5.200000,5.200000,1.800001,
-1207862562,bloc,-893693856,9.218275,11.788586,3.057582,
2036668565,bloc,-907155896,0.688813,0.399971,1.102069,
776640986,bloc,-2122830719,3.238272,1.606877,0.803081,
-599136376,bloc,1097510556,2.830710,1.007093,12.004793,
-841557003,bloc,1382810508,2.360306,1.947772,1.672380,
-662742038,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-1476457415,bloc,27553254,0.001000,0.001000,0.001000,
727360123,bloc,-1160722265,0.600000,0.600000,1.800000,
2025848228,bloc,-1328446843,0.937405,0.398351,0.595231,
-512075585,bloc,2015658241,0.005388,0.007620,0.053463,
914504198,bloc,-802198454,0.200000,0.200000,0.199999,
389427611,bloc,-6167618,0.800005,1.600000,0.200000,
1020094146,bloc,-1908677016,0.307120,0.800617,0.244093,
-22178668,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1006238451,bloc,1936739766,0.001000,0.001000,0.001000,via foki
-1137520810,bloc,-1535067095,0.400000,0.800341,0.400000,
-621870361,bloc,-1371196331,0.499179,0.618669,0.494726,
-871470067,bloc,-1020872581,0.602812,1.639385,1.308761,
288618517,bloc,1270099488,0.025705,0.926282,1.350559,
-1168178900,bloc,-486069325,1.600000,1.600000,2.200000,
625689052,bloc,-1892874251,0.781847,3.019153,2.039459,
-1176452125,bloc,140820513,0.872012,0.128595,1.482680,
1664486679,bloc,-1287005797,0.100005,0.800000,2.200000,
1434945703,bloc,-375011630,0.821770,0.108875,0.617254,
-329379567,bloc,-1865938558,2.211145,1.943479,0.925874,
697241012,bloc,-354801940,2.455421,2.290437,1.648857,
260764033,bloc,-1972054241,3.263413,1.714962,9.656476,
1818458590,bloc,-111530890,0.001000,0.001000,0.001000,
-826269345,bloc,-1901651138,0.839155,0.925588,2.555341,
-531530003,bloc,-61233414,4.950228,4.156329,1.626294,
-164565211,bloc,1538422462,1.604502,1.605563,0.205413,
1655474041,bloc,1933163584,0.618675,0.715414,0.484010,
908393824,bloc,650289585,1.600000,0.800000,0.800000,
-1508562546,bloc,1582347748,0.647629,0.670198,0.365516,
628448986,bloc,-831175426,0.603687,0.742740,1.476391,
-1262231945,mach,1643134599,0.644296,0.399673,0.073373,via foki
491753301,bloc,-721350149,0.400000,0.800324,0.450000,
222107335,bloc,2038811870,0.610883,0.610878,1.806002,
-341801782,bloc,-1248377857,3.200003,3.200018,2.200001,
88131037,bloc,-564578820,2.469679,1.568348,5.623741,
-1952778786,bloc,-458904879,1.200175,5.664173,0.400215,
850884602,bloc,-914567430,0.048783,0.052056,0.772354,
1344776338,bloc,220868983,1.929518,1.464321,2.446034,
-1343734916,bloc,-147573713,0.804797,0.319968,0.803510,
-1019954754,bloc,-750130874,2.210792,2.276070,1.587020,
-519215077,bloc,-1851467764,0.001000,1.200000,0.051933,
1623818481,bloc,-104332096,2.711874,0.922467,7.202946,
586209564,bloc,1767986344,0.023125,1.600185,0.206320,
43333489,scen,-396623518,0.404407,0.406376,0.400670,
-1966393110,bloc,216815902,0.511408,1.599088,1.224374,
62642658,bloc,1727747154,0.620197,1.273704,1.508386,
-1958026184,bloc,-897355188,0.170266,2.611384,1.210367,
1189747031,bloc,-389296538,0.100000,0.100000,0.075000,
-1430101324,mach,-260723094,0.223292,0.225188,0.077240,
-1788087682,bloc,2089971662,2.434592,1.317928,1.625840,
683692973,bloc,1871160354,3.847880,0.825072,0.276246,
-1504577813,bloc,2015352759,1.599973,3.200000,0.200000,
-1765693041,bloc,1702369366,1.652130,1.600000,1.000000,
1211663941,bloc,1681468690,0.803716,0.801550,0.201904,
81540265,bloc,-374369258,1.996700,3.192964,0.237453,
337587656,bloc,-1537750006,0.544674,0.541920,0.160836,
-529749711,bloc,1392717418,3.618230,3.606207,16.911272,
-59092580,bloc,438633786,0.080961,1.000050,0.624074,
-319001155,bloc,796877044,2.299391,2.200333,7.916029,
1008197921,bloc,1121193851,0.883148,0.489409,0.351702,
1412353944,bloc,-1061549822,0.131972,1.598534,0.779895,
95146865,scen,1430634471,0.564395,0.799035,0.795961,
1597478195,mach,-56056832,0.354398,0.674670,0.069826,via foki
-1445440002,bloc,472948253,3.003176,2.253423,6.010177,
2039950598,bloc,-360088601,1.749300,0.440023,0.510765,
-1270946132,bloc,-715016547,0.152297,1.202034,0.402097,
-1525038282,bloc,-1142652946,5.625554,9.847039,1.565639,
253727975,bloc,-1459136605,0.400000,0.400042,0.400000,
1012794313,bloc,133300267,0.783498,1.243782,16.790306,
2050581668,bloc,-1917305803,0.583006,0.505306,1.357759,
215286960,bloc,1266061993,0.001000,0.001000,0.001000,via foki
1605936690,bloc,-1865938558,2.211145,1.943479,0.925874,
765147319,bloc,-1603995081,3.026922,2.580828,1.629382,
-1902667258,bloc,1095891621,0.001000,0.001000,0.001000,
1947532949,bloc,1354854243,0.400000,0.400000,1.800000,
1973855775,bloc,-1539658948,1.600007,0.204569,0.659798,
-1298054065,bloc,-619412873,0.100760,0.050619,0.100947,
-2130433618,bloc,-1067130013,1.600000,3.200000,0.425015,
737091117,bloc,2142957602,0.314740,0.412608,0.365855,via foki
2119077803,bloc,-1072854488,0.420528,0.452300,0.416173,
1025007144,bloc,-1789038736,0.073446,0.246483,0.463134,
286887277,bloc,2058233321,0.073374,0.246645,0.462965,
-426854799,bloc,-130424190,1.657072,4.169906,0.792522,
-1239931096,bloc,916022254,0.001000,0.001000,0.001000,
792418577,bloc,1911647206,0.223094,0.166372,0.128847,
-173177076,bloc,1936739766,0.001000,0.001000,0.001000,via foki
-885874693,bloc,1930929967,0.205020,0.209357,1.810775,
1184267755,bloc,-808228891,0.621467,1.024477,0.580339,
1479917222,bloc,-253492296,1.713448,3.183787,0.703958,
822456994,bloc,-1923248169,2.254480,0.807030,1.894764,
1133511843,bloc,-373710759,12.805437,12.796581,0.211038,
-1320495378,bloc,687261605,0.800719,0.801147,0.201381,
919851342,bloc,876162525,1.003989,1.091410,0.484951,
728515706,bloc,1950336843,0.100731,0.100618,0.100758,
309726199,bloc,1708738023,1.000000,1.000000,0.025000,
169934822,bloc,914500414,0.522497,4.852373,3.282483,
-1342618612,bloc,-1046741486,25.600000,25.600000,25.600000,
97389152,bloc,-1057672573,0.025090,0.055851,0.435811,
2140203211,bloc,-960046276,1.573648,1.270662,1.603652,
1269559998,bloc,577858453,1.524455,0.393939,1.543342,
1647775476,bloc,-1571331876,1.634564,2.885999,5.494908,
-1838502611,bloc,-1701662196,0.278998,0.283779,0.413200,
-925343768,bloc,1386910393,1.465733,4.498598,29.012821,
-657742300,bloc,-1449701891,0.801067,0.400019,0.199797,
-614278675,bloc,1631745073,0.800000,1.600000,3.200000,
-577896897,bloc,-274245704,0.270113,0.267967,0.227300,
1276575246,bloc,-1486862112,0.488095,1.599125,0.807682,
-411298947,bloc,2089971662,2.434592,1.317928,1.625840,
2019450185,bloc,726983112,0.878829,0.594365,0.102877,
-340615357,bloc,-1615913814,0.200386,0.200285,0.200367,
-2144639762,bloc,1419297705,0.455322,0.874347,16.790188,
-1977317657,bloc,1620907783,0.713706,1.242703,0.388832,
592283351,bloc,1754704877,1.602014,0.802083,0.402050,
1607542385,bloc,-621291498,0.400000,0.400000,1.800000,
-189526008,bloc,-2023966461,1.277089,1.280101,3.007344,
234368829,bloc,-948871140,0.340050,1.602840,1.601433,
-1238034985,bloc,-1403547998,0.291384,0.126144,0.105689,
-508752201,mach,1641828316,0.415024,0.414623,0.063068,
2050656726,bloc,1787084843,1.816356,4.535976,0.623748,
1596479137,bloc,-1173497408,0.669326,0.727607,0.323301,
-1060199956,bloc,-1906921489,0.800000,0.800000,0.001000,
-400292641,bloc,-750130874,2.210792,2.276070,1.587020,
-577894883,bloc,1619087859,0.400005,0.800000,0.200000,
1760789812,scen,814635447,0.800000,0.400000,0.458193,
919352820,bloc,1335373523,1.136026,0.413852,1.800481,
-1477845888,bloc,-1643656806,0.563641,1.414981,2.873950,
-157703089,bloc,152002066,0.100000,0.400000,0.150000,
-1550592518,bloc,-596621130,0.075602,0.603767,1.073911,
1070401816,bloc,-868137177,0.758476,2.414478,2.208936,
536142106,bloc,1097510556,2.830710,1.007093,12.004793,
-1378555859,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1020883125,bloc,-1103543249,0.611609,0.611688,0.812270,
-1976322664,bloc,22825925,0.799988,1.023012,0.800149,
1529349723,bloc,-1603995081,3.026922,2.580828,1.629382,
1720205523,bloc,1868934244,0.204064,0.206130,0.201900,
-1075741120,bloc,-2112320020,0.001000,1.200000,0.017774,
-368040655,bloc,422077699,1.608210,1.604622,0.208256,
-1513962159,bloc,1941763395,0.400000,0.800000,2.200000,
-374082500,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1445072349,bloc,1447443541,6.219166,2.126449,10.705974,
1747684183,bloc,1936739766,0.001000,0.001000,0.001000,via foki
949417702,bloc,-264942843,0.490601,0.601644,0.800048,
-1333008328,bloc,1771510837,0.561149,0.557333,0.245426,
-648263274,bloc,1075874216,0.200954,1.600128,1.232421,
-1075386107,bloc,-2113990379,1.067097,0.867649,1.738189,
-1777101628,bloc,-1176713321,0.567336,0.634288,0.161885,
-1079449719,bloc,-1802339014,0.714775,2.538960,0.131678,
-1379991988,bloc,978579851,0.280455,0.274241,0.255124,
-2133138017,bloc,-1503490012,3.810878,3.567245,14.698776,
-1776078435,bloc,1388253060,0.723113,0.495285,0.495095,
1932427333,bloc,-2074754717,3.228992,0.409878,0.807152,
-799173690,bloc,-564578820,2.469679,1.568348,5.623741,
873158545,bloc,1195330285,2.808135,7.161817,1.230577,
-1045090467,bloc,-1571331876,1.634564,2.885999,5.494908,
2038528974,bloc,-264942843,0.490601,0.601644,0.800048,
-697548738,bloc,2129040946,0.505903,0.319839,0.453735,
67116532,bloc,-1938287103,0.400000,3.204633,1.800000,
1668509646,bloc,1335373523,1.136026,0.413852,1.800481,
1070451058,bloc,1926848392,0.198584,0.694906,0.063756,
1051491264,bloc,618336001,1.005070,1.032267,0.304731,
1107103856,bloc,400183550,5.545625,6.403535,12.000050,
1639207829,bloc,-907155896,0.688813,0.399971,1.102069,
1941401960,bloc,1895857886,2.717690,2.513401,2.092081,
1653755539,bloc,-1537363369,2.774083,3.195049,9.600554,
830495046,bloc,489847962,0.584086,0.597859,0.657723,
-1661170890,bloc,1273787168,5.190524,3.791402,2.648383,
539061844,bloc,-1595061542,0.795357,0.057070,0.201965,
664769772,bloc,1615752607,0.655741,0.655823,1.602604,
1624681032,bloc,-165473907,12.800000,12.800035,12.800000,
-899443081,bloc,790515849,1.066399,0.999357,0.541933,
369425331,bloc,-767726714,0.106446,1.600105,0.400117,
1897296924,bloc,-929507459,0.108925,0.400935,0.411603,
176191380,bloc,-111530890,0.001000,0.001000,0.001000,via foki
-1565231419,bloc,-1572011848,0.063519,3.208761,0.985650,
1246723723,bloc,956523076,0.156918,0.159563,0.017541,
906780026,bloc,630618295,5.373577,0.283517,1.295232,
730766987,bloc,125939812,0.202172,0.176749,0.202145,
1902587622,bloc,-471179769,3.772734,2.978992,1.728529,
1594219664,bloc,143670556,0.180972,1.601403,1.604001,
1048384104,bloc,1038537029,0.400000,0.400000,1.600000,
2101243059,bloc,-841268547,0.262378,0.373109,0.170298,
155710515,bloc,450138372,2.939402,2.710194,6.518983,
-1311869063,bloc,-1900674316,1.613862,1.621884,0.208348,
-1574092891,bloc,1297910848,2.853853,1.549335,1.650239,
1358501723,bloc,-1726843185,3.220342,1.205238,3.414844,
-1244774912,bloc,61487493,1.172967,0.961953,0.498608,
546965436,bloc,402986032,0.488026,1.599522,0.449524,
1660588673,bloc,-1556837183,1.570150,1.921464,8.001326,
1150182783,bloc,1123176909,0.202256,0.204782,0.201290,
-1241957150,bloc,-1098108094,4.337252,1.814642,1.615927,
-1477909429,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
153424214,bloc,-634416634,4.504018,3.625636,13.600356,
2137117489,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-1722685555,bloc,1914613568,0.400284,0.400323,0.800463,
-32087135,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
1585893648,mach,1099874313,0.483833,0.483833,0.054265,via foki
1526222832,bloc,509079298,1.010647,0.472563,2.771699,
-737904837,bloc,2089971662,2.434592,1.317928,1.625840,
1075788544,bloc,145045664,3.391130,1.003137,3.681520,
278115714,bloc,-1595101265,0.981280,0.999399,0.336035,
-1285736482,bloc,-200794558,0.286152,12.985901,6.598884,
-1216342560,bloc,22825925,0.799988,1.023012,0.800149,
830462689,bloc,2084237872,4.480077,0.902272,2.948482,
449446869,bloc,1236658385,0.800995,0.800729,2.208708,
738376018,bloc,-2035516632,1.142941,1.115592,3.399131,
522031504,bloc,-110342496,0.196740,0.184118,0.356758,
1596726030,bloc,-84472811,1.622166,4.622231,0.143747,
-561170090,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-268091474,bloc,1257395156,0.101058,0.204199,1.800038,
-1058146113,bloc,-104332096,2.711874,0.922467,7.202946,
-1276185427,bloc,1874045907,1.317316,0.892461,3.200001,
-838168054,bloc,-1550929072,0.482001,0.544461,0.203048,
-67705004,bloc,1822874102,1.602121,1.609873,0.204710,
-1578641907,bloc,2087693541,0.800000,0.800001,0.800012,
1457615278,bloc,-1479359096,0.365542,0.323214,0.166849,
101094355,bloc,934525756,1.600000,1.600000,2.200000,
-864616770,bloc,160741999,0.537570,0.811300,2.208048,
848694842,mach,887517201,0.401090,0.401090,0.054923,
-1623436998,bloc,-627100988,0.165810,0.806430,1.205879,
-1714897318,bloc,-1069809112,1.389107,1.598691,2.416685,
-599379455,bloc,-264871458,0.817472,0.817850,0.857401,
837851520,bloc,451663607,0.100215,1.599626,1.600143,
1687711537,bloc,142429692,3.506880,3.019234,2.725727,
963505460,bloc,921578612,0.163891,0.042625,0.514073,
-612639225,bloc,1717227749,1.600000,1.600000,2.200000,
-1420329173,bloc,-808228891,0.621467,1.024477,0.580339,
-1366241994,bloc,-482275941,1.000000,1.000000,0.025000,
427128330,bloc,-13447327,0.736714,0.758867,1.495572,
-1160144719,bloc,1447443541,6.219166,2.126449,10.705974,
2094730747,bloc,1192110990,0.400535,1.002552,1.408220,
1202613303,bloc,884009764,1.386034,1.600001,0.800021,
-689909916,bloc,-1435563310,1.603329,4.966191,2.327914,
-234187719,bloc,773970767,0.100791,0.100691,0.100600,
1293268662,bloc,1787084843,1.816356,4.535976,0.623748,
1385663603,bloc,636214760,0.801638,1.605731,0.102386,
1061424520,bloc,922203836,0.219089,0.717405,0.340094,
-1140309536,bloc,-2006498904,1.844956,1.916125,1.549768,
492477909,bloc,-127410787,0.125230,0.530197,0.838787,
-58708148,bloc,-1738976998,0.342992,0.403345,1.803618,
595352945,bloc,146666823,0.202859,0.803918,1.801710,
-1501399034,bloc,-1701081110,1.294980,0.134758,2.435321,
-348122429,bloc,-613795983,0.611534,0.611534,0.067563,
2096053754,bloc,169892003,0.200000,0.200002,2.200000,
-381729683,bloc,-1602091002,0.339612,0.328305,0.417194,
-1195911236,bloc,653320750,2.006856,1.838120,1.410734,
-397876968,bloc,-1024183561,0.400000,0.800000,3.200000,
435150296,bloc,1628454118,3.354716,1.677499,2.732129,
-91784395,bloc,-554587873,0.221175,1.601947,0.627324,
318687753,bloc,1483149093,0.348134,1.508911,0.419914,
-1362216649,bloc,-652868676,1.193700,1.129063,0.468843,
520558844,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
-41036279,bloc,22825925,0.799988,1.023012,0.800149,
-712943664,bloc,869690596,0.391234,1.760306,1.535652,
-972592705,bloc,1284562075,0.880422,1.605241,0.218681,
-1204655514,bloc,-1315752267,0.418282,1.014244,1.424143,
1212364087,bloc,-471179769,3.772734,2.978992,1.728529,
1171791424,bloc,-1926532456,0.198720,0.198720,0.400901,
1758669707,bloc,-1196814491,0.105620,2.387560,0.684178,
902995208,bloc,-1828231056,0.598592,0.831150,0.572437,
1953262320,bloc,1006769293,4.664916,3.201849,2.301571,
711955974,bloc,1891220607,3.200070,6.400000,0.200000,
-124242750,bloc,-1326943726,0.441027,0.553143,0.364854,
-2028942153,bloc,2037635244,1.201015,0.795573,1.402837,
720213000,bloc,-1900674316,1.613862,1.621884,0.208348,
1593117566,bloc,-424116642,0.156918,0.159563,0.017541,
-692162926,bloc,1450002027,1.065518,1.599916,0.941773,
-314132422,bloc,-1087421427,0.461963,0.640496,1.803726,
-1379184330,bloc,61549361,0.001000,1.200000,0.049192,
-1482624315,bloc,825427889,0.223001,0.166372,0.128776,
-1234189151,bloc,-1309520617,4.925558,4.259305,8.015237,
506006892,bloc,-1033233297,0.063839,1.617569,0.404433,
2049716768,bloc,-1901651138,0.839155,0.925588,2.555341,
892834596,bloc,-61233414,4.950228,4.156329,1.626294,
-471372755,bloc,1341337799,0.755718,0.293688,0.753614,
1111857025,bloc,-169350189,0.220930,1.602583,0.813666,
-517234322,bloc,-1516446303,2.363318,1.761276,0.721112,
1683702270,bloc,630618295,5.373577,0.283517,1.295232,
-560619353,bloc,-157674329,0.400917,0.401465,0.231527,
1474383960,bloc,-455972586,0.801736,0.800608,0.201768,
861961961,bloc,-342291266,0.400917,0.401465,0.231527,
-1647107999,bloc,1140676842,0.270330,0.272306,0.096382,
-90037795,bloc,445118731,0.400600,1.619806,1.854433,
-605177168,bloc,-1643656806,0.563641,1.414981,2.873950,
966084704,bloc,84186804,1.056016,1.044599,16.790279,
-1855279381,bloc,-274450384,0.001000,0.001000,0.001000,
2065967474,bloc,-1328446843,0.937405,0.398351,0.595231,
-1071149918,bloc,1660121792,0.415415,0.419972,0.093527,
703364958,bloc,-560559600,25.600000,25.600000,25.600000,
370473242,bloc,-848012642,0.095787,0.045689,0.100463,
1037730083,bloc,-2041942445,0.549846,1.125576,0.570450,
-1882780586,bloc,688409411,0.120967,0.547572,0.437004,
-1974152881,bloc,172707978,0.075501,0.075156,0.128937,
-317694161,bloc,1871160354,3.847880,0.825072,0.276246,
-347428210,bloc,1225942894,0.346548,0.366336,0.486275,
-89276352,bloc,-1112328828,0.800000,0.800134,0.800000,
-1412975978,bloc,1307049005,0.066882,1.206359,0.806802,
1572738626,bloc,196885096,5.933509,1.744415,2.546327,
1662815138,bloc,-258817077,0.400000,3.213336,2.200455,
-683994261,bloc,-494499820,12.940311,10.708549,2.896392,
1460146008,bloc,614497561,0.822353,7.387833,7.333588,
1192970141,bloc,-674086600,2.195642,2.492135,16.790428,
533902327,bloc,-525174685,1.599973,3.200000,0.200000,
-1813805760,bloc,745875367,3.200008,3.200000,12.800000,
937132837,scen,37257,0.314740,0.412608,0.365855,
-373809393,bloc,-57580405,0.423380,1.645631,0.522092,
-1263533763,bloc,580697510,0.954375,0.829220,0.337919,
-863495419,bloc,1667077753,9.235968,11.677862,4.849933,
-1361077008,bloc,1266061993,0.001000,0.001000,0.001000,via foki
1598006887,mach,356179899,0.448081,0.836823,0.430599,via foki
-539718920,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
749094963,bloc,-1957045483,1.068132,1.178257,0.945226,
-586431020,bloc,-1957045483,1.068132,1.178257,0.945226,
-547831186,bloc,1014201757,0.701929,0.629630,1.928462,
-2067003165,bloc,-1516446303,2.363318,1.761276,0.721112,
-1643620849,bloc,1038537029,0.400000,0.400000,1.600000,
-686604533,bloc,1138234601,0.799999,0.200000,0.200000,
-573321004,bloc,485903139,0.498090,0.460526,0.211711,
465292605,bloc,-1157489246,0.025299,0.800422,1.061856,
1194765758,bloc,-1321972988,1.816352,4.535995,0.618625,
-1666662463,bloc,-1740701960,1.000001,4.862874,0.477580,
-992508756,bloc,1767375213,0.499859,0.510530,0.460547,
-853110847,bloc,1703638315,0.568212,0.427598,0.338904,
-1185462116,bloc,-2139327953,1.422023,0.608316,1.997895,
-1538223866,bloc,-1069809112,1.389107,1.598691,2.416685,
368654796,bloc,-1604369446,0.033386,0.535654,0.870333,
-660809723,bloc,-1190868255,1.446038,1.654715,0.215426,
-800122193,bloc,1132358180,0.800057,0.800209,0.047658,
-1937170314,bloc,126166676,0.800476,0.055900,0.103061,
-2053013469,bloc,2105932188,0.135611,0.215672,0.381543,
896710904,bloc,-2036198731,0.699994,2.102051,0.214479,
1121997663,scen,-334768557,0.333888,0.071847,0.248870,
-168835536,bloc,-1190868255,1.446038,1.654715,0.215426,
516764423,bloc,-871869653,1.349164,1.389359,0.365881,
590607935,bloc,1288251479,1.600007,3.200000,3.200000,
-25368752,,0,0.000000,0.000000,0.000000,aucune ref objet dans le food
445225109,bloc,-130424190,1.657072,4.169906,0.792522,
-1372429266,bloc,1266868245,1.563985,1.513685,0.068414,
-1532440566,bloc,1866149088,1.625576,2.206403,16.790249,
1537201957,bloc,164539835,1.247851,1.231094,4.073795,
729513625,bloc,1103183388,0.584633,1.024776,1.622189,
201659451,bloc,-342291266,0.400917,0.401465,0.231527,
1912943945,bloc,298867915,1.600001,1.600045,0.200000,
-1217449053,bloc,648097795,0.162436,0.162712,0.097696,
-34454568,bloc,1646267861,0.434393,0.494475,0.066192,
523266499,bloc,-2139327953,1.422023,0.608316,1.997895,
-838595300,bloc,375521397,1.524963,2.217795,0.484544,
-1706843890,bloc,193757708,0.369971,0.947303,1.176604,
-1913644661,bloc,-1399764512,0.305595,0.604796,0.200361,
1648288687,bloc,549470381,1.088847,0.668094,0.146280,
-2018250099,bloc,-94138917,0.196194,0.282525,0.244408,
715160887,bloc,-1217575342,1.600000,2.400000,1.500000,
1627118028,bloc,-1603995081,3.026922,2.580828,1.629382,
1795129130,bloc,-1898607744,0.120166,1.600832,0.800481,
77406519,bloc,632889139,1.719790,2.930426,0.235086,
554905819,bloc,-296862826,0.947893,0.862342,0.647728,
1663440900,bloc,-410881089,3.327357,3.096272,13.223078,
-2059017012,bloc,565786114,0.451447,0.833083,0.610937,
-1074641530,bloc,-91157640,0.200000,0.800200,0.200000,
1986307023,bloc,-712124459,1.185433,1.944164,0.185419,
1135978561,bloc,139532989,0.286152,12.985901,6.598884,
231608991,bloc,1869877429,1.276638,0.382669,0.382669,
1914995348,bloc,-1036802664,1.224742,1.257200,0.208920,
-1703525895,bloc,-2036044535,0.152076,0.196811,0.161827,
2087351195,bloc,278323147,0.509551,0.511974,0.265098,
-2049901631,bloc,627311022,0.199731,0.800638,0.839544,
