fichier,obj_index,type_id,role,shape,s1,s2,s3,s4,s5,s6,s7,s8,pos_x,pos_y,pos_z,fwd_x,fwd_y,fwd_z,up_x,up_y,up_z,team,labels
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1089,-696190206,,3,0,0,0,0,914922,489167,50920,327680,-0.2764,0.1287,146.9583,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1090,-696190206,,3,0,0,0,0,617784,414333,50920,327680,-0.2764,0.0598,141.4603,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1091,-696190206,,3,0,0,0,0,8192000,8192000,8192000,8192000,0.8080,0.1287,125.3845,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1305,-722308271,,3,0,0,0,0,170394,524288,95027,95027,0.4855,2.2636,140.1198,0.00000,1.00000,0.00000,0.99620,0.00000,-0.08714,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1323,-696190206,,3,0,0,0,0,530440,1288790,589500,327680,7.9494,-25.8001,140.3473,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1364,-722308271,,3,0,0,0,0,170394,524288,95027,95027,-0.4946,2.2635,140.0810,-0.00000,-1.00000,0.00000,-0.96592,-0.00000,-0.25883,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1384,-1855279381,,2,0,0,0,0,98304,98304,131072,0,-0.0768,0.0010,142.4054,0.99992,-0.01227,0.00000,0.00000,0.00000,1.00000,-1,1865268241|1444579965|248451123|1065383626
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1385,-1533673853,,2,0,0,0,0,6553,0,1638400,0,2.4000,-35.0000,139.9950,-0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1386,231608991,,2,0,0,0,0,8192000,8192000,3276,6553600,-0.5069,-0.0081,132.1343,0.99992,-0.01227,0.00000,0.00000,0.00000,1.00000,-1,-975844529|1444579965|248451123|1065383626
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1389,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-2.4000,-35.0000,139.9950,0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1390,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.1000,-35.0000,139.9740,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1391,95146865,,3,0,0,0,0,8192000,8192000,8192000,8192000,0.3104,62.5070,183.4000,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1,ctf_include|stockpile_include|1627917489
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1392,95146865,,3,0,0,0,0,8192000,8192000,8192000,8192000,0.3104,-62.5065,183.4000,-1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0,ctf_include|stockpile_include|1627917489
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1393,937132837,,3,0,0,0,0,6553600,8192000,8192000,8192000,-0.2803,0.2000,82.2627,0.00000,0.00000,-1.00000,1.00000,0.00000,0.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1399,-1476457415,,3,0,0,0,0,622592,262144,209715,6553,-0.0700,0.0001,142.5136,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,-767961569|2133978317|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1401,-1476457415,,3,0,0,0,0,553779,262144,98304,6553,0.0199,15.7000,139.2167,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,-767961569|2133978317|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1408,1818458590,strongholds_zone,2,0,0,0,0,144179,294912,131072,6553,-0.0096,-25.9500,139.5742,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,0,strongholds_zone|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1409,1818458590,strongholds_zone,2,0,0,0,0,147456,294912,131072,6553,0.0000,25.9375,139.5760,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,1,strongholds_zone|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1410,1818458590,strongholds_zone,2,0,0,0,0,163840,294912,131072,6553,-0.0700,0.0001,142.5136,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,strongholds_zone|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1416,-1476457415,,3,0,0,0,0,553779,262144,98304,6553,-0.0356,-15.7500,139.2211,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,-767961569|2133978317|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1417,-1476457415,,2,0,0,0,0,131072,229376,131072,6553,-0.0375,28.9408,139.5832,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,-767961569|2133978317|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1418,-1476457415,,2,0,0,0,0,131072,229376,131072,6553,0.0125,-29.1166,139.5794,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,-767961569|2133978317|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1419,-1902667258,,2,0,0,0,0,111411,229376,131072,6553,-0.0911,-33.3439,139.6566,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1420,-1902667258,,2,0,0,0,0,111411,229376,131072,6553,-7.7031,-24.0045,139.9617,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1423,750886580,,2,0,0,0,0,131072,131072,196608,39321,-0.1073,0.0016,142.5130,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,-2072819386|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1426,-1902667258,,2,0,0,0,0,111411,229376,131072,6553,-0.0018,-6.9271,139.9667,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1427,-1902667258,,2,0,0,0,0,131072,229376,131072,6553,-0.1073,0.0016,142.5130,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1428,-1902667258,,2,0,0,0,0,131072,229376,131072,6553,0.0313,12.7685,141.5889,0.99992,0.01221,-0.00125,0.00000,0.10186,0.99480,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1429,-1902667258,,2,0,0,0,0,131072,229376,131072,6553,0.0751,12.3260,137.2056,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1430,-1902667258,,2,0,0,0,0,131072,229376,131072,6553,-8.0278,22.4967,139.9645,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1431,-1902667258,,2,0,0,0,0,131072,229376,131072,6553,7.6642,25.9741,139.2198,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1434,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.5000,-35.0000,139.9950,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1435,-1533673853,,2,0,0,0,0,6553,0,1638400,0,0.9281,-32.2401,139.9950,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1436,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-0.8670,-32.2270,139.9950,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1439,-1533673853,,2,0,0,0,0,6553,0,1638400,0,8.9683,-34.9250,139.2876,-0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1443,-1533673853,,2,0,0,0,0,6553,0,1638400,0,7.5572,-34.9250,139.2876,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1449,-1902667258,,2,0,0,0,0,111411,229376,131072,6553,8.3248,-13.6188,138.0338,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,996801386|-831896525|-831896525|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1450,-1533673853,,2,0,0,0,0,6553,0,1638400,0,10.0770,-29.6216,139.2463,-0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1451,-1533673853,,2,0,0,0,0,6553,0,1638400,0,10.5485,-25.1777,139.2463,-0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1452,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.5000,-24.6932,139.6002,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1453,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.5000,-24.6686,139.6002,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1454,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-5.1695,-24.8832,140.0022,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1455,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-5.4229,-28.8780,139.9904,-0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1456,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-9.1856,-29.6958,140.0027,0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1457,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-9.4250,-28.5000,140.0027,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1458,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-9.3625,-25.4500,140.0027,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1459,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-10.2797,-17.4570,139.2463,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1460,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-9.2313,-18.0250,139.2463,0.70708,0.70713,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1461,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-6.1090,-14.0709,137.9349,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1462,-1533673853,,2,0,0,0,0,6553,0,1638400,0,1.3000,-13.2000,137.1441,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1463,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.3722,-17.0918,139.2463,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1464,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.4690,-17.2445,139.2413,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1465,-1533673853,,2,0,0,0,0,6553,0,1638400,0,7.6311,-16.4597,137.9490,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1466,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.7974,-12.3486,141.7418,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1467,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.7366,-12.3240,141.7552,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1468,-1533673853,,2,0,0,0,0,6553,0,1638400,0,0.0312,-15.8146,141.2124,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1469,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.7878,-18.5233,140.7374,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1470,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.7681,-18.3518,140.7894,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1471,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.6911,-7.8016,140.7348,0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1472,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.5943,-7.7740,140.7399,-0.25883,0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1473,-1533673853,,2,0,0,0,0,6553,0,1638400,0,2.0456,-5.2286,139.8843,-0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1474,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-2.0625,-5.2039,139.8819,0.50000,0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1475,-1533673853,,2,0,0,0,0,6553,0,1638400,0,4.7366,-1.7366,142.5229,-0.70713,0.70708,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1476,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-4.7086,-1.6451,142.5227,0.70713,0.70708,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1477,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-4.6968,1.6935,142.5229,0.70713,-0.70708,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1478,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.5545,7.7309,140.7399,0.25883,-0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1479,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.7309,7.7585,140.7348,-0.25883,-0.96592,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1480,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-1.9765,5.4304,139.9450,0.50000,-0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1481,-1533673853,,2,0,0,0,0,6553,0,1638400,0,2.1315,5.4840,139.9610,-0.50000,-0.86603,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1483,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.7576,12.3055,141.7418,0.00000,-1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1484,-1533673853,,2,0,0,0,0,6553,0,1638400,0,3.7763,12.2809,141.7552,0.00000,-1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1485,-1533673853,,2,0,0,0,0,6553,0,1638400,0,0.0085,15.7715,141.2124,0.00000,-1.00000,0.00000,0.00000,0.00000,1.00000,-1,
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1489,-1239931096,extraction_zone,2,0,0,0,0,131072,229376,65536,6553,-0.0768,0.0010,142.5187,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,extraction_zone|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1490,-1239931096,extraction_zone,2,0,0,0,0,124518,229376,65536,6553,8.3248,-13.6188,138.0170,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,extraction_zone|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1491,-1239931096,extraction_zone,2,0,0,0,0,131072,229376,65536,6553,0.0199,15.7000,139.2167,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,extraction_zone|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1492,-1239931096,extraction_zone,2,0,0,0,0,131072,229376,65536,6553,0.0000,25.9375,139.5760,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,extraction_zone|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1493,-1239931096,extraction_zone,2,0,0,0,0,131072,229376,65536,6553,-7.7031,-24.0045,139.9617,0.99992,0.01227,0.00000,0.00000,0.00000,1.00000,-1,extraction_zone|-831896525
944396dd-5661-4a16-b1d8-a6053f762c55_map.mvar,1495,-1533673853,,2,0,0,0,0,6553,0,1638400,0,-3.7480,18.4802,140.7374,0.50000,-0.86603,0.00000,0.00000,0.00000,1.00000,-1,
