type_id,nom_hash_signe,nom_craque,mot1_hex,groupe_tag
-872665200,841382369,,1f7947cf,food
-871855174,-889925409,,00000000,food
-871828743,917659270,,00000000,food
-871470067,-872659709,,1f7947cf,food
-870843776,1063919886,mongoose,00000000,food
-864616770,-262767888,,1f7947cf,food
-856427697,-1620699830,,05a8e31e,food
-855787963,723055450,,a261c76b,food
-847195141,-2096575714,,619a3cc1,food
-844955619,1923937576,,00000000,food
-844767646,534558340,,00000000,food
-841557003,-284682515,,00000000,food
-838595300,-1502203749,,1f7947cf,food
-834091054,5992164,,1f7947cf,food
-832173783,1707206108,,00000000,food
-827574048,28497576,,00000000,food
-827242762,-1696849899,,00000000,food
-824866137,-1443456451,,00000000,food
-823819131,-666017549,,00000000,food
-815035409,1882981039,,00000000,food
-813309069,-256632740,,86e79e50,food
-811265781,1096464722,,1f7947cf,food
-809878135,1021646621,,00000000,food
-809132303,1709017628,,00000000,food
-802845598,-315388048,,86e79e50,food
-801238487,-2070184550,,1f7947cf,food
-800122193,-654206257,,00000000,food
-799173690,-1214169185,,1f7947cf,food
-799007711,-1979364607,,00000000,food
-797289340,949634221,,1f7947cf,food
-795527550,2016840871,,00000000,food
-795273762,-1094537081,,00000000,food
-792973107,333437128,,00000000,food
-792752403,1997398482,,1f7947cf,food
-786160843,694619138,,1f7947cf,food
-785603257,-90255271,,00000000,food
-784231167,1004437633,,00000000,food
-780535197,753385948,,1f7947cf,food
-772827928,-341168846,,00000000,food
-771557571,448979873,,1f7947cf,food
-769693198,1588844392,,1f7947cf,food
-768127056,255765545,,05a8e31e,food
-764178783,1144913648,,00000000,food
-759040399,586375087,,00000000,food
-758876644,1744514054,,00000000,food
-758649770,1365473454,,00000000,food
-758540775,1610294718,,00000000,food
-755969645,-1824175740,,05a8e31e,food
-754711308,2127063984,,1f7947cf,food
-742193113,-309944646,,1f7947cf,food
-737904837,956031606,,f7759c2a,food
-737456654,-2090744679,,00000000,food
-736909390,-115113598,,00000000,food
-732424716,-1434378131,,1f7947cf,food
-729653836,1789372312,,00000000,food
-728506015,167705965,,619a3cc1,food
-725006759,-732228727,,1f7947cf,food
-724052172,-741673877,,1f7947cf,food
-722308271,648268236,,00000000,food
-716539956,-1962673259,,00000000,food
-714550662,-666573275,,1f7947cf,food
-702764087,358193207,,00000000,food
-701214191,755961726,,00000000,food
-698520056,-1579076725,,1f7947cf,food
-697581275,1632225802,,00000000,food
-697090925,1721699449,,00000000,food
-696190206,1865024472,,00000000,food
-689909916,-1059211298,,1f7947cf,food
-689110961,-1500573404,,1f7947cf,food
-686604533,-279268856,,00000000,food
-683238530,1884373859,,1f7947cf,food
-682096080,-512217511,,00000000,food
-679471545,2086039582,,86e79e50,food
-673819998,1381279085,,1f7947cf,food
-672531619,1773121182,,00000000,food
-671124120,584641722,,86e79e50,food
-666903105,-1337663917,,1f7947cf,food
-665722556,1244951553,,1f7947cf,food
-665238436,-473392182,,00000000,food
-662742038,1120495519,default,bcbcbcbc,food
-662225735,-1442958834,,00000000,food
-660642893,1295255865,,00000000,food
-658815076,1056859678,,00000000,food
-658254618,-314035668,,597c7032,food
-652517526,-1402320351,,00000000,food
-647601383,-495053438,,00000000,food
-644420137,734593015,,597c7032,food
-639805428,979627568,,00000000,food
-638078883,1559938563,,1f7947cf,food
-637514588,-1902883242,,00000000,food
-635618692,1553454939,,1f7947cf,food
-631162232,1315050390,,619a3cc1,food
-628702557,2122677872,,00000000,food
-627746686,2011800362,,00000000,food
-623124596,-1325865863,,619a3cc1,food
-621870361,729462028,,42c9679f,food
-616442809,-840731623,,00000000,food
-614479068,1276798618,,00000000,food
-612639225,1507052450,,1f7947cf,food
-611906903,1526380535,,00000000,food
-608923979,-1253204358,,86e79e50,food
-608096869,340807156,,05a8e31e,food
-599379455,826946620,,1f7947cf,food
-598928316,721627765,,597c7032,food
-598675151,-1726741527,,00000000,food
-597807866,-802868856,,1f7947cf,food
-591989566,2020238522,,1f7947cf,food
-588839424,-1162579282,,1f7947cf,food
-588415057,-178530226,,86e79e50,food
-579761870,410215614,,86e79e50,food
-577896897,-1019635887,,1f7947cf,food
-575890630,-147835339,,1f7947cf,food
-573321004,1014732309,,1f7947cf,food
-571550801,-745908460,,1f7947cf,food
-567609013,-375519210,,00000000,food
-565401878,-1335735569,,00000000,food
-565172488,-794661501,,1f7947cf,food
-564844169,1062359684,,1f7947cf,food
-563791969,-615940266,,00000000,food
-561602639,312740037,,1f7947cf,food
-559563775,-1668356357,,00000000,food
-559425811,1798075212,,00000000,food
-558231292,-611333891,,00000000,food
-557583667,-982217491,,00000000,food
-557275215,149098393,,00000000,food
-554642883,-368180575,,1f7947cf,food
-548554634,849658542,,a261c76b,food
-548445194,141594447,,00000000,food
-547831186,-178975833,,1f7947cf,food
-539718920,1120495519,default,bcbcbcbc,food
-531530003,1602529567,,00000000,food
-530521134,-1937559289,,00000000,food
-522135259,-1087066335,wasp,00000000,food
-519215077,-1351934998,,00000000,food
-518479874,-1433529919,,00000000,food
-515338164,1120495519,default,bcbcbcbc,food
-514099966,1030936098,,00000000,food
-512075585,198945619,,1f7947cf,food
-508752201,-547051997,,69ca01eb,food
-506694472,-1908779546,,00000000,food
-506324578,-588953103,,00000000,food
-501192335,1006440421,,00000000,food
-499246483,546141321,,00000000,food
-497476658,2133092197,,42c9679f,food
-490169562,-67719413,,1f7947cf,food
-486508423,15347299,,1f7947cf,food
-485001496,-32743749,,00000000,food
-483618691,-335661654,,723f7e06,food
-482547132,-807812986,,00000000,food
-471372755,-1139083115,,00000000,food
-467576609,1886806382,,746e696f,food
-467387898,-788106131,,1f7947cf,food
-467276164,1321900793,,1f7947cf,food
-464008717,-270588135,,597c7032,food
-457712308,-192867617,,00000000,food
-457598994,-152184406,,86e79e50,food
-454569693,1120495519,default,bcbcbcbc,food
-453665744,-633578350,,05a8e31e,food
-451667853,179190166,,00000000,food
-450394949,909927160,,1f7947cf,food
-447480679,40263752,,00000000,food
-447439954,443342599,,1f7947cf,food
-446137873,-1763690140,,1f7947cf,food
-427567634,595335723,,00000000,food
-425933955,2880220,,00000000,food
-425303348,222794647,,00000000,food
-420270657,1446672754,,00000000,food
-418627567,-246967647,,00000000,food
-417418280,-466286610,,00000000,food
-416461967,-46786041,,619a3cc1,food
-411298947,1590561869,,05a8e31e,food
-410570160,-1031350326,,1f7947cf,food
-410335243,513152973,,00000000,food
-405183715,-1445336117,,00000000,food
-403512679,-1286169827,,86e79e50,food
-400292641,1831376140,,f7759c2a,food
-400055490,-340495747,,00000000,food
-397671536,664656408,,00000000,food
-396754451,1074280131,,00000000,food
-394843946,-212933778,,1f7947cf,food
-381729683,-871764148,,fab48286,food
-380482888,1452929236,,1f7947cf,food
-379997344,-665252608,,1f7947cf,food
-371863227,-926530952,,1f7947cf,food
-370548665,-2008791297,,86e79e50,food
-362100439,-222579789,,00000000,food
-361590128,148480326,,1f7947cf,food
-361555940,-1117979510,,00000000,food
-360395851,217421845,,f7759c2a,food
-353192367,-1649928253,,1f7947cf,food
-352085645,350292934,,f5e1174f,food
-348792062,1534772570,,1f7947cf,food
-348122429,-1418921266,,00000000,food
-341801782,501523796,,1f7947cf,food
-340615357,-359788102,,00000000,food
-336551370,-2136252960,,00000000,food
-335331235,1244674371,,00000000,food
-330440355,1076356082,,619a3cc1,food
-322346632,-699484381,,00000000,food
-321529155,819654468,,00000000,food
-319219211,-986296667,,1f7947cf,food
-319095573,-1796471114,,1f7947cf,food
-319001155,623360542,,1f7947cf,food
-318896539,-410889159,,00000000,food
-317694161,-2070693025,,1f7947cf,food
-314132422,-1773832757,,1f7947cf,food
-304926748,-2038710151,,00000000,food
-294928196,-220180530,,597c7032,food
-290473601,2016679234,,00000000,food
-284129658,1805558082,,1f7947cf,food
-280090707,-837635168,,597c7032,food
-275634364,2127899389,,00000000,food
-269997588,1202669061,,1f7947cf,food
-269578988,2072906399,unsc_turret,00000000,food
-267109549,2112900817,,1f7947cf,food
-263887254,1806501536,,1f7947cf,food
-263721736,1850545880,,00000000,food
-263669555,1393117097,,00000000,food
-262750720,-266450505,warthog,00000000,food
-260785550,1952589762,,00000000,food
-255902892,-1816167309,,00000000,food
-251257751,-1655493489,,00000000,food
-251228686,1120495519,default,bcbcbcbc,food
-249584045,256846300,,00000000,food
-249534956,-1528914564,,1f7947cf,food
-248411126,-1415184203,,00000000,food
-247939846,-693559397,,00000000,food
-247884359,-2082105332,,00000000,food
-245395772,-385658971,,1f7947cf,food
-237488185,36625982,,05a8e31e,food
-234187719,-880933617,,00000000,food
-230028072,33769904,,1f7947cf,food
-224760473,1763087037,,1f7947cf,food
-223934709,-377579809,,00000000,food
-221326530,-414455281,,a261c76b,food
-220696125,-805445988,,00000000,food
-211678579,2104509487,,00000000,food
-209134364,-318600475,,00000000,food
-207144282,-1007842899,,00000000,food
-204435982,-1543827814,,be15b222,food
-196559985,976301239,,1f7947cf,food
-195779907,1573697984,,00000000,food
-194975118,2127041456,,00000000,food
-191674833,-500183958,,1f7947cf,food
-189342016,972057584,,00000000,food
-189279896,539892974,,f7759c2a,food
-188587954,1206711506,wraith,00000000,food
-183886613,1546629649,,00000000,food
-173471027,618917585,,1f7947cf,food
-168835536,-1742663493,,1f7947cf,food
-159531532,-1284173632,,00000000,food
-158806131,-123349872,,1f7947cf,food
-157703089,-1012954284,,1f7947cf,food
-153654352,-1580221539,,00000000,food
-152113334,-411609055,,1f7947cf,food
-149764982,257468308,,00000000,food
-149079534,2072350735,,1f7947cf,food
-147813598,1384962464,,1f7947cf,food
-146692457,-312669683,,1f7947cf,food
-142862479,1130312239,,86e79e50,food
-139411755,575833078,,1f7947cf,food
-128711788,1376208911,,00000000,food
-113703634,-188936615,frag_grenade,00000000,food
-111265501,-2090401597,,00000000,food
-106979345,134300358,,00000000,food
-106756406,1535644751,,1f7947cf,food
-105823600,-313705621,,00000000,food
-103790086,1520905513,,00000000,food
-103024917,1426059054,,1f7947cf,food
-99308245,2002082548,,1f7947cf,food
-97202564,280765613,,00000000,food
