# TABLE DE NOMMAGE `jpt!` -> nom / classe. Precalculee, versionnee, embarquee par go:embed.
# colonnes : tag<TAB>classe<TAB>statut<TAB>nom<TAB>detail<TAB>reserve
# statut AMBIGU = NE PAS PUBLIER (l entree `gggl` retenue serait un minimum arbitraire).
# statut SOUS_RESERVE = classe sure, nom propre non garanti (cas 69fd30b9, RE_LOG 7ter.50 (3)5).
# date=2026-07-26 lignes=468
0000a487	ARME	SOUS_RESERVE	S7 Sniper	[effet proj 0000a468]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000b160	INCONNU	INCONNU		[effet eqip bcabbe43, PARTAGE par 3 porteurs]	
0000b238	ARME	SOUS_RESERVE	MA40 AR	[effet proj 0000b0c1, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000b24f	INCONNU	INCONNU		[effet proj 0000b0fb]	
0000b29c	ARME	SOUS_RESERVE	BR75	[effet proj 0000b131, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000b2a5	INCONNU	INCONNU		[effet proj 0000b1e6]	
0000c9b6	ARME	SOUS_RESERVE	Plasma Pistol	[effet proj 02ac8ea2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000ccfa	INCONNU	INCONNU		[effet bipd 0000398d #0/2]	
0000d4f0	INCONNU	INCONNU		[effet proj 0000d4c5]	
0000d51d	INCONNU	INCONNU		[effet proj 0000d4c9]	
0000d57e	ARME	SOUS_RESERVE	Needler	[effet proj 0000d554 #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000d57f	ARME	SOUS_RESERVE	Needler	[effet proj 0000d554 #1/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000d580	ARME	SOUS_RESERVE	Needler	[effet proj 0000d554 #2/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000d614	INCONNU	INCONNU		[effet eqip caaadcb0, PARTAGE par 5 porteurs]	
0000d627	GRENADE	VALIDE		GRENADE (gggl entree 1/4, sb_008_exp_single_med_plasma / sb_010_grn_cv_plasmagrenade) [effet proj 525eb8a3 #1/5]	
0000dcb1	ARME	SOUS_RESERVE	Needler / Plasma Pistol	[effet proj 5f37be50]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0000e0ce	INCONNU	INCONNU		[effet hlmt 3812504e, PARTAGE par 4 porteurs]	
0000e101	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000e0ca, sb_010_veh_cv_phantom, classe fixed) [effet proj 0000e0ff #0/2]	
0000e102	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000e0ca, sb_010_veh_cv_phantom, classe fixed) [effet proj 0000e0ff #1/2]	
000125f1	INCONNU	INCONNU		[effet bipd 2bb1e983]	
000125f2	INCONNU	INCONNU		[effet bipd bd2a79e6 #1/5, PARTAGE par 2 porteurs]	
00012618	INCONNU	INCONNU		[effet bipd 0d0568d5 #0/6]	
00012619	INCONNU	INCONNU		[effet bipd 0000398d #1/2]	
0001535b	VEHICULE	VALIDE		ARME DE VEHICULE (vehi c6e79dcc, sb_010_veh_cv_banshee, classe fixed) [effet proj 0001535a #0/2]	
0001535c	VEHICULE	VALIDE		ARME DE VEHICULE (vehi c6e79dcc, sb_010_veh_cv_banshee, classe fixed) [effet proj 0001535a #1/2]	
00015360	VEHICULE	VALIDE		ARME DE VEHICULE (vehi c6e79dcc, sb_010_veh_cv_banshee, classe fixed) [effet proj 0001535f]	
00015438	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 5b80c406, sb_010_veh_cv_ghost, classe fixed) [effet proj 00015439]	
00015cd1	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000d500, sb_010_tur_un_machinegun, classe fixed) [effet proj 00015cd2]	
000162eb	GRENADE	VALIDE		GRENADE (gggl entree 0/4, sb_008_exp_single_med_kineticunsc) [effet proj 0000b2dc #0/3]	
00018e9f	INCONNU	INCONNU		[effet char 11700c6a]	
00018ea0	INCONNU	INCONNU		[effet bipd 0001142b #1/2, PARTAGE par 3 porteurs]	
0002bf78	INCONNU	INCONNU		[effet proj 464667f3]	
0003532c	INCONNU	INCONNU		[effet proj 003ab26d #0/3]	
0003532d	INCONNU	INCONNU		[effet proj 003fd9b6 #1/3]	
0007cc69	INCONNU	INCONNU		[effet proj 0007cc6e #0/2]	
0007cc6a	INCONNU	INCONNU		[effet proj 0007cc6e #1/2]	
002e3d7e	INCONNU	INCONNU		[effet bipd 19f69188 #3/4]	
003ab323	INCONNU	INCONNU		[effet proj 003ab26d #1/3]	
003ce738	ARME	SOUS_RESERVE	MLRS-2 Hydra	[effet proj 3ef99136 #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
003ce739	ARME	SOUS_RESERVE	MLRS-2 Hydra	[effet proj 3ef99136 #1/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
003f00e8	INCONNU	INCONNU		[effet effe 4c9174bb #2/3]	
003f00e9	INCONNU	INCONNU		[effet effe 4c9174bb #1/3]	
003f00ea	INCONNU	INCONNU		[effet effe 4c9174bb #0/3]	
003f582d	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 003f00c7 +1, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj 003f582c, PARTAGE par 4 porteurs]	
003fa498	INCONNU	INCONNU		[effet proj 003fa49a #0/2]	
003fa499	INCONNU	INCONNU		[effet proj 003fa49a #1/2]	
00400b07	INCONNU	INCONNU		[effet proj dabdd03d #1/3]	
00403594	DEGAT_GLOBAL	VALIDE		DEGAT GLOBAL (glda/matg : chute, environnement) [effet glda 003c76f9 #0/9]	
00404748	GRENADE	VALIDE		GRENADE (gggl entree 1/4, sb_008_exp_single_med_plasma / sb_010_grn_cv_plasmagrenade) [effet proj 0000d624 #0/3]	
00408a88	INCONNU	INCONNU		[effet proj 00408a89]	
0041248a	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b857fb95, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj 20220fe4 #0/2]	
0041248b	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b857fb95, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj 20220fe4 #1/2]	
00419988	INCONNU	INCONNU		[effet bipd 00011659 #0/6, PARTAGE par 19 porteurs]	
0041c355	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b857fb95, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj 0041c354 #0/2]	
0041c356	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b857fb95, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj 0041c354 #1/2]	
0041d1cf	INCONNU	INCONNU		[effet proj 0041d1d0 #0/2]	
004249cb	INCONNU	INCONNU		[effet bipd 0d0568d5 #3/6]	
00424a9a	INCONNU	INCONNU		[effet bipd 19f69188 #0/4]	
00426796	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000025aa, classe fixed) [effet proj 00426793 #0/3]	
00426797	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000025aa, classe fixed) [effet proj 00426793 #1/3]	
00cc27e6	INCONNU	INCONNU		[effet proj de4bc65d]	
01bc8b0b	ARME	SOUS_RESERVE	Mutilator	[effet weap d7915565 #0/4, PARTAGE par 4 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
023dbc1a	ARME	SOUS_RESERVE	Gravity Hammer	[effet proj 486ef856]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
02b061be	INCONNU	INCONNU		[effet proj 35528da7 #1/2]	
038ad14c	ARME	SOUS_RESERVE	CQS48 Bulldog	[effet proj e47529eb, PARTAGE par 3 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0395f7f4	INCONNU	INCONNU		[effet proj c966ed96]	
056cce5c	INCONNU	INCONNU		[effet proj 35528da7 #0/2]	
07104b31	ARME	SOUS_RESERVE	Repulsor	[effet eqip 1e79ebda, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
08fb84a6	VEHICULE	VALIDE		ARME DE VEHICULE (vehi b857fb95, sb_010_tur_un_gausscannon / sb_010_tur_un_machinegun / sb_010_tur_un_rocketturret, classe turret) [effet proj b223db90 #1/2]	
099377af	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe fixed) [effet proj 8e77c963]	
0a67d603	INCONNU	INCONNU		[effet proj 18b437a4 #0/3]	
0affed65	INCONNU	INCONNU		[effet hlmt 5295f69c #0/2, PARTAGE par 4 porteurs]	
0be508f9	ARME	SOUS_RESERVE	BR75	[effet proj 01a07381]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0bece71e	INCONNU	INCONNU		[effet proj ac954d50 #0/2]	
0c64b43f	ARME	SOUS_RESERVE	M41 SPNKr	[effet proj 267e2ad4 #1/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0d203522	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (hlmt 95b23ee5, etat de degat 1/7, sb_008_exp_single_small_kineticunsc, 2 weap, classe pball) [effet weap 2e4faab6]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
0d695792	INCONNU	INCONNU		[effet char 5c0b45ae, PARTAGE par 2 porteurs]	
0e7eac6d	ARME	SOUS_RESERVE	Cindershot	[effet proj 218acc87 #0/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
0fba25c3	INCONNU	INCONNU		[effet proj 08c59f33]	
0ff7b934	ARME	SOUS_RESERVE	Shock Rifle	[effet proj c78181f2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1115887b	INCONNU	INCONNU		[effet hlmt 633c44d7 #4/5]	
119861b4	GRENADE	VALIDE		GRENADE (gggl entree 3/4, sb_008_exp_single_med_kineticbanished) [effet proj 49097214 #1/5]	
130c4b61	ARME	SOUS_RESERVE	Skewer	[effet proj 31bbb2aa #1/4]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
13eca53f	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 000df0c4, sb_010_tur_cv_shadeturret, classe fixed) [effet proj 082e5661]	
13ff7bdf	ARME	SOUS_RESERVE	Heatwave	[effet proj 2f02cfe8]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1538c906	GRENADE	VALIDE		GRENADE (gggl entree 3/4, sb_008_exp_single_med_kineticbanished) [effet proj 49097214 #2/5]	
15cdba9d	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (hlmt 95b23ee5, etat de degat 4/7, sb_008_exp_single_small_shock, 2 weap, classe pball) [effet hlmt 95b23ee5 #4/5, PARTAGE par 2 porteurs]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
15dcdfe3	ARME	SOUS_RESERVE	Mutilator	[effet proj 0cf4917b]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
166ba62b	ARME	SOUS_RESERVE	Mangler	[effet weap 80977ba5 #0/2, PARTAGE par 6 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
177a79ee	ARME	SOUS_RESERVE	Vestige Carbine	[effet proj ccf32fd5]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
17d6bd23	ARME	SOUS_RESERVE	Sentinel Beam	[effet proj 1345085b]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
18cbcf8b	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000d4ff +5, sb_006_cfx_un_spartan / sb_010_veh_un_scorpion / sb_010_tur_cv_shadeturret / sb_010_veh_bt_chopper / sb_010_veh_cv_banshee / sb_010_veh_un_wasp, classe fixed) [effet hlmt 48c60097 #0/2]	
19bd6810	INCONNU	INCONNU		[effet proj ac954d50 #1/2]	
1abc404e	INCONNU	INCONNU		[effet proj 18b437a4 #1/3]	
1ae38096	ARME	SOUS_RESERVE	Shock Rifle / Shock Rifle (Ranked)	[effet proj 232cea71, PARTAGE par 2 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1b6370f9	ARME	SOUS_RESERVE	Pulse Carbine	[effet proj 3c2a68bb]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1c00012f	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000d3dc, sb_010_veh_cv_ghost, classe fixed) [effet proj fc0c5358]	
1c86e402	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 5cc63540, sb_010_wea_fr_heatwave, classe fixed) [effet proj 61a64e9f #1/2]	
1cf5d9aa	INCONNU	INCONNU		[effet proj 849f3c33, PARTAGE par 6 porteurs]	
1d7a679e	INCONNU	INCONNU		[effet bipd f13088d1 #0/2, PARTAGE par 2 porteurs]	
1de9fc10	VEHICULE	VALIDE		ARME DE VEHICULE (vehi cf947b4f, sb_010_veh_un_wasp, classe rifle) [effet proj 9b93c58a]	
1ec2e6ef	INCONNU	INCONNU		[effet effe c169b917]	
1ed34604	ARME	SOUS_RESERVE	Ravager	[effet proj 1f9bca66 #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1f11df6b	ARME	SOUS_RESERVE	VK78 Commando	[effet proj 0d80c929, PARTAGE par 3 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1f80502a	ARME	SOUS_RESERVE	Plasma Pistol	[effet proj 38f12438]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
1fc1a4e6	ARME	SOUS_RESERVE	Ravager	[effet proj 40366ab0 #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
20aac1d4	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 1779ea58, sb_010_tur_bt_gatlingmortar, classe turret) [effet proj b7eda0b5 #0/2]	
2307fcda	INCONNU	INCONNU		[effet weap a95e82a9]	
233d6896	INCONNU	INCONNU		[effet proj af274e26 #2/3]	
23e6af1b	INCONNU	INCONNU		[effet char bbbfa3ca]	
240af52e	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000d3dc, sb_010_veh_cv_ghost, classe pistol) [effet proj d5ea5f14 #0/2]	
2431e00c	INCONNU	INCONNU		[effet eqip 169161cd]	
246b03de	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 1a043c29, sb_010_tur_un_gausscannon / sb_010_veh_un_falcongrenadelauncher, classe turret) [effet scbd 9c39987c #0/2]	
25674ca0	INCONNU	INCONNU		[effet hlmt 1a5937e5, PARTAGE par 2 porteurs]	
282eac22	MELEE	VALIDE		MELEE (effet partage par 32 weap) [effet weme c8849e7c #2/3]	effet partage par tout l arsenal : c est la MELEE, pas une arme particuliere
2858e31b	MELEE	VALIDE		MELEE (effet partage par 32 weap) [effet weme c8849e7c #0/3]	effet partage par tout l arsenal : c est la MELEE, pas une arme particuliere
28907150	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 0000254b +1, sb_010_veh_un_pelican, classe fixed) [effet hlmt 2de351bd]	
2a4c6d17	INCONNU	INCONNU		[effet char 5635f224]	
2c61fb4a	INCONNU	INCONNU		[effet effe 82a2f738]	
2d2cdd58	ARME	SOUS_RESERVE	Plasma Pistol	[effet proj 8940e23c]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
2dc9eeae	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 64b925eb, sb_010_tur_un_gausscannon, classe fixed) [effet proj eb13401b #0/2]	
2e227b1a	INCONNU	INCONNU		[effet proj 6dac4c5c]	
2f9b7b5f	ARME	SOUS_RESERVE	CQS48 Bulldog	[effet proj 49743319]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
2ff92041	MELEE	VALIDE		MELEE (effet partage par 28 weap) [effet weme 003a2810 #0/2]	effet partage par tout l arsenal : c est la MELEE, pas une arme particuliere
30165fcc	ARME	SOUS_RESERVE	MLRS-2 Hydra	[effet proj 7605fd4b #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
3126c3ff	INCONNU	INCONNU		[effet hsc* fa2e669b]	
31507a29	ARME	SOUS_RESERVE	Needler	[effet proj adcd0891 #1/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
317cd01d	INCONNU	INCONNU		[effet weap 523b4648 #0/4, PARTAGE par 3 porteurs]	
31e8d17e	GRENADE	AMBIGU		GRENADE (entrees `gggl` atteintes : 0+1 sur 4) [effet proj 000162ee #3/4]	effet GENERIQUE traversant plusieurs couples `gggl` : l etiquette d entree retiendrait un minimum arbitraire (RE_LOG 7ter.49 (2)d, 7ter.50 (3)1) — NE PAS PUBLIER
326aa47c	OBJET_EXPLOSIF	VALIDE		OBJET EXPLOSIF PORTE (modele destructible hlmt a2fb33e4, 2 weap, classe pball) [effet effe 9a2ff5e5]	la flaveur de banque est le TYPE D ENERGIE de l explosion, pas l identite de l objet ni le declencheur (RE_LOG 7ter.51 (4) leve par 7ter.57)
3584ae71	ARME	SOUS_RESERVE	Ravager	[effet proj e16e6169 #0/3]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
35e75533	ARME	SOUS_RESERVE	MA5K Avenger	[effet proj 5f60ff9c]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
366522a6	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 3d4a8a5a +2, sb_010_veh_bt_chopper / sb_010_veh_cv_banshee / sb_010_veh_cv_ghost, classe fixed) [effet effe 94d6fcae]	
37037ae1	INCONNU	INCONNU		[effet hsc* 3640ccc7]	
374b54e1	INCONNU	INCONNU		[effet effe c050e46a, PARTAGE par 2 porteurs]	
37d04098	INCONNU	INCONNU		[effet proj 6b232526 #1/3, PARTAGE par 2 porteurs]	
382cafaf	VEHICULE	VALIDE		ARME DE VEHICULE (vehi dd7f9102, sb_010_tur_un_machinegun, classe turret) [effet proj 0cf71761]	
384ca837	INCONNU	INCONNU		[effet proj d1164a4a]	
3872fa6b	ARME	SOUS_RESERVE	Infected Energy Sword	[effet weap 0c55765f #0/6, PARTAGE par 3 porteurs]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
3b3b3d40	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 038df01a +2, sb_003_lvl_moments_ge_shared_autoturret_banished / sb_003_lvl_moments_ge_shared_autoturret_banished_fire / sb_010_veh_un_wasp) [effet hlmt 1be49e5b #1/2]	
3b808fe0	INCONNU	INCONNU		[effet effe 800f36e2 #0/2]	
3c7560e0	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 001b33fc, sb_010_tur_cv_plasmacannon, classe rifle) [effet proj 001b33eb]	
3cb60c45	INCONNU	INCONNU		[effet effe 800f36e2 #1/2]	
3dcd3468	INCONNU	INCONNU		[effet proj 0041d1ce #1/3]	
3e0cb712	INCONNU	INCONNU		[effet scbd 400caf15 #0/2, PARTAGE par 2 porteurs]	
3e61899d	ARME	SOUS_RESERVE	Gravity Hammer	[effet weap 4da53bbb #2/6]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
3ec69bfa	INCONNU	INCONNU		[effet effe f8f7ea98]	
3f1a0b26	ARME	SOUS_RESERVE	Gravity Hammer	[effet effe a8a19e30 #1/2]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
4114abb6	VEHICULE	VALIDE		ARME DE VEHICULE (vehi 5cc63540, sb_010_wea_fr_heatwave, classe fixed) [effet proj 70bb0069]	
419222f1	INCONNU	INCONNU		[effet weap 5bd53639 #3/4]	
422ce2a7	INCONNU	INCONNU		[effet phmo 87c72ab7]	
42838aa9	ARME	SOUS_RESERVE	Disruptor	[effet proj 2579ecc1]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
42cdd698	INCONNU	INCONNU		[effet proj c59794a0 #2/3]	
44066a33	INCONNU	INCONNU		[effet hsc* 4356fea8 #0/2]	
443f3d0e	INCONNU	INCONNU		[effet proj 5b1ba95d]	
445cb52b	INCONNU	INCONNU		[effet proj 813ba775, PARTAGE par 2 porteurs]	
448713eb	ARME	SOUS_RESERVE	VK78 Commando	[effet proj f49b47b4]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
45032c6f	INCONNU	INCONNU		[effet proj 2c0e2e09 #0/3]	
45975ea4	ARME	SOUS_RESERVE	Gravity Hammer	[effet weme 90bf7d55 #0/5]	classe sure, nom propre NON garanti : un nom precis peut designer une autre arme de la meme classe (RE_LOG 7ter.50 (3)5, cas 69fd30b9)
45e0aa54	INCONNU	INCONNU		[effet effe 275b989a]	
