carte,col,lig,niveau,composante,x,y,z,h_m,v,e,nb_visibles,d_arme_forte_m,d_arme_m,d_objectif_m,d_couvert_m,r_prox,m_prox,h_n,v_n,e_n,r_n,m_n,score
streets,-2,-37,0,0,-0.75,-18.25,0.51,0.055,0.000,0.000,0,19.87,8.64,3.25,0.00,0.838,1.000,0.374,0.000,0.000,0.835,1.000,0.429
streets,-1,-37,0,0,-0.25,-18.25,0.51,0.058,0.000,0.000,0,19.99,8.59,3.37,0.00,0.832,1.000,0.375,0.000,0.000,0.827,1.000,0.428
streets,0,-37,0,0,0.25,-18.25,0.51,0.057,0.000,0.000,0,19.86,8.39,3.26,0.00,0.837,1.000,0.375,0.000,0.000,0.835,1.000,0.429
streets,1,-37,0,0,0.75,-18.25,0.51,0.052,0.000,0.000,0,19.74,8.27,3.14,0.00,0.843,1.000,0.372,0.000,0.000,0.843,1.000,0.430
streets,2,-37,0,0,1.25,-18.25,0.51,0.038,0.000,0.000,0,19.86,8.15,3.26,0.00,0.837,1.000,0.364,0.000,0.000,0.835,1.000,0.426
streets,3,-37,0,0,1.75,-18.25,0.51,0.015,0.000,0.000,0,19.98,8.27,3.47,0.00,0.827,1.000,0.350,0.000,0.000,0.819,1.000,0.419
streets,4,-37,0,0,2.25,-18.25,0.51,0.004,0.000,0.000,0,20.11,8.40,3.67,0.00,0.816,1.000,0.343,0.000,0.000,0.804,1.000,0.414
streets,6,-37,0,0,3.25,-18.25,0.51,-0.037,0.005,0.111,4,22.65,2.99,15.60,5.00,0.220,0.584,0.319,0.026,0.138,0.000,0.000,0.080
streets,7,-37,0,0,3.75,-18.25,0.64,0.073,0.004,0.056,3,22.21,2.56,15.17,4.57,0.242,0.619,0.384,0.020,0.069,0.000,0.000,0.109
streets,8,-37,0,0,4.25,-18.25,0.84,0.248,0.006,0.139,5,21.98,2.12,14.93,1.17,0.253,0.903,0.488,0.033,0.172,0.000,0.635,0.222
streets,9,-37,0,0,4.75,-18.25,0.91,0.271,0.013,0.111,10,21.86,1.83,14.81,0.71,0.259,0.941,0.502,0.066,0.138,0.000,0.777,0.260
streets,-15,-36,0,1,-7.25,-17.75,0.90,-0.128,0.034,0.194,26,24.07,12.22,2.53,3.54,0.873,0.705,0.265,0.171,0.241,0.888,0.000,0.255
streets,-14,-36,0,1,-6.75,-17.75,0.90,-0.064,0.032,0.222,25,23.95,12.11,2.24,2.50,0.888,0.792,0.303,0.164,0.276,0.910,0.217,0.297
streets,-13,-36,0,1,-6.25,-17.75,0.90,0.005,0.034,0.278,26,23.84,12.00,2.12,2.54,0.894,0.789,0.344,0.171,0.345,0.918,0.206,0.300
streets,-12,-36,0,1,-5.75,-17.75,0.90,0.054,0.034,0.278,26,23.95,12.11,2.00,1.50,0.900,0.875,0.373,0.171,0.345,0.927,0.530,0.359
streets,-11,-36,0,1,-5.25,-17.75,0.90,0.093,0.031,0.278,24,24.07,12.22,2.12,1.54,0.894,0.872,0.396,0.158,0.345,0.918,0.519,0.360
streets,-10,-36,0,1,-4.75,-17.75,0.90,0.152,0.026,0.222,20,24.19,12.34,2.24,1.04,0.888,0.914,0.431,0.132,0.276,0.910,0.676,0.397
streets,-9,-36,0,1,-4.25,-17.75,0.90,0.205,0.017,0.167,13,24.39,12.55,2.53,0.57,0.873,0.952,0.463,0.086,0.207,0.888,0.821,0.426
streets,-8,-36,0,1,-3.75,-17.75,0.63,-0.024,0.008,0.111,6,24.84,12.99,2.98,7.01,0.851,0.416,0.327,0.039,0.138,0.855,0.000,0.256
streets,-7,-36,0,1,-3.25,-17.75,0.51,-0.101,0.008,0.083,6,25.35,13.51,3.49,7.52,0.826,0.373,0.281,0.039,0.103,0.818,0.000,0.240
streets,-5,-36,0,0,-2.25,-17.75,0.51,-0.022,0.040,0.250,31,19.73,8.58,3.26,0.50,0.837,0.958,0.328,0.204,0.310,0.834,0.843,0.386
streets,-4,-36,0,0,-1.75,-17.75,0.51,0.024,0.039,0.278,30,19.59,8.36,2.97,0.50,0.852,0.958,0.355,0.197,0.345,0.856,0.843,0.392
streets,-3,-36,0,0,-1.25,-17.75,0.51,0.062,0.043,0.306,33,19.47,8.24,2.85,0.50,0.857,0.958,0.378,0.217,0.379,0.864,0.843,0.399
streets,-2,-36,0,0,-0.75,-17.75,0.51,0.072,0.047,0.333,36,19.37,8.14,2.75,0.50,0.863,0.958,0.383,0.237,0.414,0.872,0.843,0.401
streets,-1,-36,0,0,-0.25,-17.75,0.51,0.073,0.048,0.333,37,19.58,8.18,2.96,0.50,0.852,0.958,0.384,0.243,0.414,0.857,0.843,0.400
streets,0,-36,0,0,0.25,-17.75,0.51,0.068,0.047,0.333,36,19.36,7.89,2.76,0.50,0.862,0.958,0.381,0.237,0.414,0.871,0.843,0.400
streets,1,-36,0,0,0.75,-17.75,0.51,0.062,0.045,0.306,35,19.24,7.77,2.64,0.50,0.868,0.958,0.378,0.230,0.379,0.880,0.843,0.405
streets,2,-36,0,0,1.25,-17.75,0.51,0.053,0.040,0.306,31,19.36,7.65,2.76,0.50,0.862,0.958,0.372,0.204,0.379,0.871,0.843,0.396
streets,3,-36,0,0,1.75,-17.75,0.51,0.041,0.041,0.306,32,19.48,7.77,2.97,0.50,0.852,0.958,0.365,0.211,0.379,0.856,0.843,0.392
streets,4,-36,0,0,2.25,-17.75,0.51,0.031,0.038,0.250,29,19.70,7.99,3.26,0.50,0.837,0.958,0.359,0.191,0.310,0.834,0.843,0.393
streets,6,-36,0,0,3.25,-17.75,0.51,-0.008,0.003,0.028,2,22.53,2.78,15.48,4.88,0.226,0.594,0.336,0.013,0.034,0.000,0.000,0.098
streets,7,-36,0,0,3.75,-17.75,0.64,0.105,0.005,0.083,4,22.01,2.27,14.96,4.36,0.252,0.637,0.403,0.026,0.103,0.000,0.000,0.111
streets,8,-36,0,0,4.25,-17.75,0.84,0.283,0.005,0.111,4,21.48,1.83,14.43,1.05,0.278,0.912,0.509,0.026,0.138,0.017,0.670,0.241
streets,9,-36,0,0,4.75,-17.75,0.91,0.312,0.014,0.139,11,21.36,1.41,14.31,0.50,0.284,0.958,0.526,0.072,0.172,0.025,0.842,0.278
streets,10,-36,0,0,5.25,-17.75,0.91,0.277,0.022,0.056,17,21.45,1.12,14.21,1.00,0.290,0.916,0.505,0.112,0.069,0.033,0.686,0.273
streets,-15,-35,0,1,-7.25,-17.25,0.90,-0.172,0.034,0.278,26,23.57,11.72,2.12,3.65,0.894,0.696,0.239,0.171,0.345,0.918,0.000,0.238
streets,-14,-35,0,1,-6.75,-17.25,0.90,-0.090,0.034,0.333,26,23.45,11.61,1.83,3.15,0.909,0.737,0.287,0.171,0.414,0.940,0.013,0.248
streets,-13,-35,0,1,-6.25,-17.25,0.90,-0.027,0.034,0.306,26,23.34,11.50,1.62,2.65,0.919,0.779,0.325,0.171,0.379,0.955,0.170,0.291
streets,-12,-35,0,1,-5.75,-17.25,0.90,0.020,0.035,0.389,27,23.45,11.61,1.50,1.62,0.925,0.865,0.353,0.178,0.483,0.963,0.493,0.336
streets,-11,-35,0,1,-5.25,-17.25,0.90,0.059,0.031,0.361,24,23.57,11.72,1.62,1.65,0.919,0.862,0.376,0.158,0.448,0.955,0.483,0.340
streets,-10,-35,0,1,-4.75,-17.25,0.90,0.112,0.027,0.306,21,23.69,11.84,1.83,1.15,0.909,0.904,0.408,0.138,0.379,0.940,0.640,0.377
streets,-5,-35,0,0,-2.25,-17.25,0.53,-0.052,0.039,0.333,30,19.23,8.16,2.86,1.00,0.857,0.917,0.310,0.197,0.414,0.864,0.687,0.346
streets,-4,-35,0,0,-1.75,-17.25,0.51,-0.020,0.040,0.361,31,19.10,7.87,2.56,1.00,0.872,0.917,0.329,0.204,0.448,0.886,0.687,0.352
streets,-3,-35,0,0,-1.25,-17.25,0.52,0.042,0.043,0.389,33,18.98,7.76,2.36,1.00,0.882,0.917,0.366,0.217,0.483,0.900,0.687,0.364
streets,-2,-35,0,0,-0.75,-17.25,0.52,0.076,0.048,0.472,37,18.87,7.64,2.25,1.00,0.888,0.917,0.386,0.243,0.586,0.909,0.687,0.361
streets,1,-35,0,0,0.75,-17.25,0.52,0.078,0.045,0.389,35,18.76,7.28,2.15,1.00,0.892,0.917,0.387,0.230,0.483,0.916,0.687,0.376
streets,2,-35,0,0,1.25,-17.25,0.52,0.080,0.041,0.389,32,18.87,7.16,2.35,1.00,0.882,0.917,0.389,0.211,0.483,0.901,0.687,0.369
streets,3,-35,0,0,1.75,-17.25,0.52,0.070,0.041,0.389,32,18.99,7.28,2.56,1.00,0.872,0.917,0.382,0.211,0.483,0.886,0.687,0.364
streets,9,-35,0,0,4.75,-17.25,0.91,0.343,0.016,0.167,12,20.86,1.12,13.81,0.71,0.309,0.941,0.545,0.079,0.207,0.062,0.777,0.277
streets,10,-35,0,0,5.25,-17.25,0.91,0.311,0.023,0.111,18,20.95,0.71,13.71,1.12,0.315,0.907,0.525,0.118,0.138,0.070,0.649,0.272
streets,11,-35,0,0,5.75,-17.25,0.91,0.284,0.023,0.139,18,21.05,0.50,13.81,1.62,0.309,0.865,0.509,0.118,0.172,0.062,0.492,0.237
streets,-15,-34,0,1,-7.25,-16.75,0.90,-0.206,0.034,0.306,26,23.07,11.22,1.83,3.77,0.909,0.686,0.218,0.171,0.379,0.940,0.000,0.231
streets,-14,-34,0,1,-6.75,-16.75,0.90,-0.131,0.032,0.306,25,22.95,11.11,1.41,2.74,0.929,0.772,0.263,0.164,0.379,0.970,0.143,0.270
streets,-13,-34,0,1,-6.25,-16.75,0.90,-0.067,0.034,0.389,26,22.84,11.00,1.12,2.77,0.944,0.769,0.301,0.171,0.483,0.991,0.133,0.270
streets,-12,-34,0,1,-5.75,-16.75,0.90,-0.023,0.034,0.389,26,22.95,11.11,1.00,1.83,0.950,0.848,0.328,0.171,0.483,1.000,0.428,0.324
streets,-11,-34,0,1,-5.25,-16.75,0.90,0.013,0.030,0.361,23,23.07,11.22,1.12,1.86,0.944,0.845,0.349,0.151,0.448,0.991,0.418,0.329
streets,-10,-34,0,1,-4.75,-16.75,0.90,0.070,0.025,0.278,19,23.28,11.43,1.41,1.65,0.929,0.862,0.383,0.125,0.345,0.970,0.483,0.354
streets,-5,-34,0,0,-2.25,-16.75,1.10,0.481,0.039,0.361,30,18.95,8.00,2.81,1.66,0.860,0.862,0.626,0.197,0.448,0.868,0.479,0.406
streets,-4,-34,0,0,-1.75,-16.75,0.18,-0.396,0.040,0.361,31,18.56,7.43,2.12,1.55,0.894,0.871,0.106,0.204,0.448,0.918,0.513,0.266
streets,-3,-34,0,0,-1.25,-16.75,0.36,-0.166,0.043,0.472,33,18.46,7.23,1.84,1.51,0.908,0.874,0.243,0.217,0.586,0.939,0.527,0.295
streets,-1,-34,0,0,-0.25,-16.75,1.24,0.781,0.065,0.472,50,18.63,7.39,1.95,1.73,0.903,0.855,0.804,0.329,0.586,0.931,0.457,0.474
streets,0,-34,0,0,0.25,-16.75,1.25,0.795,0.066,0.500,51,18.55,7.29,1.95,1.74,0.902,0.855,0.812,0.336,0.621,0.930,0.454,0.472
streets,1,-34,0,0,0.75,-16.75,0.36,-0.072,0.045,0.444,35,18.23,6.76,1.63,1.51,0.918,0.874,0.298,0.230,0.552,0.954,0.527,0.322
streets,2,-34,0,0,1.25,-16.75,0.36,-0.060,0.040,0.417,31,18.35,6.64,1.84,1.51,0.908,0.874,0.305,0.204,0.517,0.939,0.527,0.322
streets,9,-34,0,0,4.75,-16.75,0.91,0.353,0.013,0.139,10,20.36,1.00,13.31,1.21,0.334,0.899,0.551,0.066,0.172,0.099,0.621,0.265
streets,10,-34,0,0,5.25,-16.75,0.91,0.323,0.019,0.083,15,20.45,0.50,13.21,1.42,0.340,0.882,0.533,0.099,0.103,0.106,0.556,0.269
streets,11,-34,0,0,5.75,-16.75,0.91,0.304,0.021,0.167,16,20.55,0.00,13.31,1.83,0.334,0.848,0.521,0.105,0.207,0.099,0.427,0.230
streets,-15,-33,0,1,-7.25,-16.25,0.90,-0.237,0.034,0.306,26,22.57,10.72,1.62,3.89,0.919,0.676,0.200,0.171,0.379,0.955,0.000,0.228
streets,-14,-33,0,1,-6.75,-16.25,0.90,-0.166,0.034,0.361,26,22.45,10.61,1.12,3.39,0.944,0.718,0.242,0.171,0.448,0.991,0.000,0.238
streets,-13,-33,0,1,-6.25,-16.25,0.90,-0.110,0.035,0.361,27,22.34,10.50,0.71,2.53,0.965,0.789,0.276,0.178,0.448,1.000,0.207,0.282
streets,-12,-33,0,1,-5.75,-16.25,0.90,-0.065,0.034,0.389,26,22.45,10.61,0.50,2.12,0.975,0.823,0.302,0.171,0.483,1.000,0.335,0.303
streets,-11,-33,0,1,-5.25,-16.25,0.90,-0.011,0.030,0.389,23,22.57,10.72,0.71,2.27,0.965,0.811,0.334,0.151,0.483,1.000,0.289,0.301
streets,-10,-33,0,1,-4.75,-16.25,0.90,0.038,0.026,0.333,20,22.86,11.01,1.12,2.15,0.944,0.821,0.364,0.132,0.414,0.991,0.326,0.321
streets,-5,-33,0,0,-2.25,-16.25,0.97,0.312,0.034,0.361,26,18.43,7.51,2.49,2.09,0.876,0.825,0.526,0.171,0.448,0.891,0.344,0.354
streets,-4,-33,0,0,-1.75,-16.25,0.18,-0.430,0.038,0.333,29,18.06,7.01,1.83,2.05,0.909,0.829,0.086,0.191,0.414,0.940,0.357,0.243
streets,-3,-33,0,0,-1.25,-16.25,0.23,-0.335,0.039,0.444,30,17.95,6.72,1.41,2.03,0.929,0.831,0.142,0.197,0.552,0.970,0.364,0.248
streets,-2,-33,0,0,-0.75,-16.25,0.23,-0.301,0.036,0.472,28,17.83,6.60,1.21,2.04,0.940,0.830,0.162,0.184,0.586,0.985,0.361,0.249
streets,-1,-33,0,0,-0.25,-16.25,1.37,0.868,0.067,0.500,52,18.23,6.99,1.55,2.25,0.923,0.812,0.856,0.342,0.621,0.960,0.295,0.468
streets,0,-33,0,0,0.25,-16.25,1.42,0.936,0.067,0.500,52,18.19,6.91,1.59,2.27,0.921,0.811,0.896,0.342,0.621,0.957,0.289,0.479
streets,1,-33,0,0,0.75,-16.25,0.23,-0.234,0.039,0.444,30,17.72,6.25,1.21,2.03,0.940,0.831,0.202,0.197,0.552,0.985,0.364,0.269
streets,2,-33,0,0,1.25,-16.25,0.23,-0.209,0.040,0.417,31,17.84,6.13,1.41,2.03,0.929,0.831,0.217,0.204,0.517,0.970,0.364,0.277
streets,9,-33,0,0,4.75,-16.25,0.91,0.360,0.013,0.139,10,19.86,1.12,12.81,1.71,0.359,0.857,0.554,0.066,0.172,0.135,0.464,0.250
streets,10,-33,0,0,5.25,-16.25,0.91,0.332,0.022,0.083,17,19.95,0.71,12.71,1.83,0.365,0.848,0.538,0.112,0.103,0.143,0.427,0.261
streets,11,-33,0,0,5.75,-16.25,0.91,0.304,0.022,0.139,17,20.05,0.50,12.81,2.12,0.359,0.823,0.521,0.112,0.172,0.135,0.335,0.230
streets,-15,-32,0,1,-7.25,-15.75,0.90,-0.273,0.035,0.333,27,22.12,10.27,1.50,3.65,0.925,0.696,0.179,0.178,0.414,0.963,0.000,0.220
streets,-14,-32,0,1,-6.75,-15.75,0.90,-0.191,0.031,0.306,24,21.95,10.11,1.00,3.24,0.950,0.730,0.228,0.158,0.379,1.000,0.000,0.243
streets,-13,-32,0,1,-6.25,-15.75,0.90,-0.130,0.034,0.417,26,21.84,10.00,0.50,2.83,0.975,0.764,0.264,0.171,0.517,1.000,0.114,0.253
streets,-12,-32,0,1,-5.75,-15.75,0.90,-0.080,0.035,0.389,27,21.95,10.11,0.00,2.53,1.000,0.789,0.293,0.178,0.483,1.000,0.207,0.282
streets,-11,-32,0,1,-5.25,-15.75,0.90,-0.045,0.030,0.417,23,22.16,10.31,0.50,2.77,0.975,0.769,0.314,0.151,0.517,1.000,0.133,0.267
streets,-10,-32,0,1,-4.75,-15.75,0.90,0.010,0.025,0.306,19,22.42,10.58,1.00,2.65,0.950,0.779,0.347,0.125,0.379,1.000,0.170,0.298
streets,-5,-32,0,0,-2.25,-15.75,0.19,-0.500,0.041,0.417,32,17.68,6.90,2.12,2.67,0.894,0.777,0.044,0.211,0.517,0.918,0.163,0.186
streets,-4,-32,0,0,-1.75,-15.75,0.18,-0.478,0.041,0.417,32,17.56,6.60,1.62,2.55,0.919,0.787,0.057,0.211,0.517,0.955,0.200,0.203
streets,-3,-32,0,0,-1.25,-15.75,0.18,-0.429,0.043,0.500,33,17.45,6.31,1.12,2.53,0.944,0.789,0.087,0.217,0.621,0.991,0.208,0.206
streets,-2,-32,0,0,-0.75,-15.75,0.18,-0.395,0.041,0.500,32,17.33,6.10,0.71,2.54,0.965,0.788,0.107,0.211,0.621,1.000,0.203,0.212
streets,-1,-32,0,0,-0.25,-15.75,0.19,-0.369,0.041,0.556,32,17.22,5.98,0.50,2.94,0.975,0.755,0.122,0.211,0.690,1.000,0.080,0.187
streets,0,-32,0,0,0.25,-15.75,0.20,-0.342,0.040,0.500,31,17.10,5.86,0.50,2.64,0.975,0.780,0.138,0.204,0.621,1.000,0.172,0.215
streets,1,-32,0,0,0.75,-15.75,0.18,-0.331,0.041,0.556,32,17.22,5.74,0.71,2.53,0.965,0.789,0.144,0.211,0.690,1.000,0.208,0.213
streets,2,-32,0,0,1.25,-15.75,0.18,-0.305,0.039,0.444,30,17.33,5.63,1.12,2.53,0.944,0.789,0.160,0.197,0.552,0.991,0.208,0.234
streets,3,-32,0,0,1.75,-15.75,0.18,-0.293,0.041,0.472,32,17.45,5.51,1.62,2.64,0.919,0.780,0.167,0.211,0.586,0.955,0.172,0.221
streets,9,-32,0,0,4.75,-15.75,0.93,0.401,0.014,0.139,11,19.39,1.41,12.34,1.74,0.383,0.855,0.579,0.072,0.172,0.170,0.456,0.265
streets,10,-32,0,0,5.25,-15.75,0.93,0.369,0.018,0.056,14,19.47,1.12,12.23,1.74,0.388,0.855,0.560,0.092,0.069,0.177,0.456,0.280
streets,11,-32,0,0,5.75,-15.75,0.93,0.345,0.021,0.167,16,19.57,1.00,12.34,1.74,0.383,0.855,0.545,0.105,0.207,0.170,0.456,0.256
streets,-15,-31,0,1,-7.25,-15.25,0.90,-0.294,0.034,0.306,26,21.68,9.83,1.62,3.88,0.919,0.677,0.166,0.171,0.379,0.955,0.000,0.218
streets,-14,-31,0,1,-6.75,-15.25,0.90,-0.223,0.032,0.306,25,21.45,9.61,1.12,3.54,0.944,0.705,0.209,0.164,0.379,0.991,0.000,0.237
streets,-13,-31,0,1,-6.25,-15.25,0.90,-0.156,0.034,0.389,26,21.34,9.50,0.71,3.24,0.965,0.730,0.248,0.171,0.483,1.000,0.000,0.236
streets,-12,-31,0,1,-5.75,-15.25,0.90,-0.113,0.038,0.417,29,21.45,9.61,0.50,2.94,0.975,0.755,0.274,0.191,0.517,1.000,0.078,0.254
streets,-11,-31,0,1,-5.25,-15.25,0.90,-0.067,0.030,0.389,23,21.74,9.89,0.71,3.27,0.965,0.728,0.301,0.151,0.483,1.000,0.000,0.248
streets,-10,-31,0,1,-4.75,-15.25,0.90,-0.023,0.026,0.361,20,22.01,10.16,1.12,3.15,0.944,0.737,0.327,0.132,0.448,0.991,0.013,0.258
streets,-5,-31,0,0,-2.25,-15.25,0.19,-0.549,0.040,0.417,31,17.18,6.49,2.00,3.17,0.900,0.736,0.015,0.204,0.517,0.927,0.006,0.154
streets,-4,-31,0,0,-1.75,-15.25,0.18,-0.523,0.038,0.389,29,17.06,6.19,1.50,3.05,0.925,0.746,0.031,0.191,0.483,0.963,0.043,0.174
streets,-3,-31,0,0,-1.25,-15.25,0.18,-0.471,0.041,0.444,32,16.95,5.89,1.00,3.03,0.950,0.748,0.061,0.211,0.552,1.000,0.051,0.185
streets,-2,-31,0,0,-0.75,-15.25,0.18,-0.448,0.041,0.528,32,16.83,5.60,0.50,3.04,0.975,0.747,0.075,0.211,0.655,1.000,0.047,0.174
streets,-1,-31,0,0,-0.25,-15.25,0.19,-0.416,0.041,0.556,32,16.72,5.48,0.00,3.16,1.000,0.737,0.094,0.211,0.690,1.000,0.010,0.169
streets,0,-31,0,0,0.25,-15.25,0.19,-0.399,0.040,0.556,31,16.60,5.36,0.00,3.14,1.000,0.738,0.104,0.204,0.690,1.000,0.016,0.171
streets,1,-31,0,0,0.75,-15.25,0.18,-0.374,0.040,0.556,31,16.72,5.24,0.50,3.03,0.975,0.748,0.119,0.204,0.690,1.000,0.051,0.181
streets,2,-31,0,0,1.25,-15.25,0.18,-0.352,0.041,0.472,32,16.83,5.13,1.00,3.03,0.950,0.748,0.132,0.211,0.586,1.000,0.051,0.202
streets,3,-31,0,0,1.75,-15.25,0.18,-0.334,0.040,0.500,31,16.95,5.01,1.50,3.14,0.925,0.738,0.143,0.204,0.621,0.963,0.015,0.186
