id	match_id	xuid	flag_captures	flag_capture_assists	flag_grabs	flag_secures	flag_steals	flag_returns	flag_carriers_killed	flag_returners_killed	kills_as_flag_carrier	kills_as_flag_returner	time_as_flag_carrier_seconds	zone_captures	zone_secures	zone_offensive_kills	zone_defensive_kills	zone_scoring_ticks	time_in_zones_seconds	kills_as_skull_carrier	skull_carriers_killed	skull_grabs	skull_scoring_ticks	time_as_skull_carrier_seconds	longest_time_as_skull_carrier_seconds	written_at	kills_as_power_seed_carrier	power_seed_carriers_killed	power_seeds_deposited	power_seeds_stolen	time_as_power_seed_carrier_seconds	time_as_power_seed_driver_seconds	extraction_conversions_completed	extraction_conversions_denied	extraction_initiations_completed	extraction_initiations_denied	successful_extractions	kills_as_vip	vip_kills	vip_assists	times_selected_as_vip	max_killing_spree_as_vip	time_as_vip_seconds	longest_time_as_vip_seconds
1818	01e1f945-7cd0-428e-ade5-759c810b1224	2533274824966873	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10	0	9	1	33	54.4	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1814	01e1f945-7cd0-428e-ade5-759c810b1224	2533274832680942	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	0	2	2	22	40.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1821	01e1f945-7cd0-428e-ade5-759c810b1224	2533274969015015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	0	4	0	34	56.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1816	01e1f945-7cd0-428e-ade5-759c810b1224	2535451337001599	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	5	3	50	68.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1817	01e1f945-7cd0-428e-ade5-759c810b1224	2535455052477469	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	1	3	1	33	41	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1815	01e1f945-7cd0-428e-ade5-759c810b1224	2535459782888916	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8	0	3	2	35	51.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1820	01e1f945-7cd0-428e-ade5-759c810b1224	2535462158176179	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9	0	7	1	22	42.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1819	01e1f945-7cd0-428e-ade5-759c810b1224	2535469190789936	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	0	2	3	40	55.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1822	01e1f945-7cd0-428e-ade5-759c810b1224	bid(42.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	1	0	3	3.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:13:11.260658 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4342	0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274846684310	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	5	3	55	66.4	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4336	0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	3	2	31	43.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4341	0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274870240621	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	5	2	43	49.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4339	0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274969598328	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	4	5	39	48.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4340	0a247154-c9f8-462a-b363-794e1a3ee6b1	2535406399121492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	6	5	74	86.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4343	0a247154-c9f8-462a-b363-794e1a3ee6b1	2535420289574892	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	4	1	112	130.8	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4338	0a247154-c9f8-462a-b363-794e1a3ee6b1	2535455023454167	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	2	2	43	52.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4337	0a247154-c9f8-462a-b363-794e1a3ee6b1	2535470442430325	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	2	2	72	80.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:26.585036 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6326	16ea3668-8293-4b35-8434-18191ba249b7	2533274823110022	0	0	0	0	0	2	0	0	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6328	16ea3668-8293-4b35-8434-18191ba249b7	2533274858283686	1	0	6	2	3	0	0	1	0	0	30.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6327	16ea3668-8293-4b35-8434-18191ba249b7	2533275034585819	0	1	3	1	0	1	0	0	0	0	5.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6325	16ea3668-8293-4b35-8434-18191ba249b7	2535417044536883	0	1	0	0	2	1	1	0	0	1	0.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6331	16ea3668-8293-4b35-8434-18191ba249b7	2535447614023932	0	0	6	1	2	0	2	0	0	0	16.3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6332	16ea3668-8293-4b35-8434-18191ba249b7	2535466949313010	1	0	2	2	2	3	1	2	0	1	31.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6330	16ea3668-8293-4b35-8434-18191ba249b7	2535469190789936	0	0	0	0	0	1	0	0	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6329	16ea3668-8293-4b35-8434-18191ba249b7	2598952284978039	2	1	1	1	2	0	1	0	0	0	46.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-08-19 21:45:56.839779 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4059	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274806488751	0	1	1	1	0	0	0	0	0	0	1.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4042	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274824760279	0	0	0	0	1	0	0	0	0	0	1.7	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4057	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274857635139	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4044	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274858283686	0	1	2	2	0	1	0	0	0	0	2.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4039	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274858343347	0	0	0	0	0	0	1	1	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4053	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274861205030	0	0	0	1	0	1	3	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4045	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274943104009	1	0	2	1	0	0	0	0	0	0	3.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4048	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533274983109787	0	0	0	0	0	0	2	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4046	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2533275005445817	0	0	0	0	0	1	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4060	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535406728239859	0	0	2	2	0	0	0	1	0	0	2.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4056	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535406734513092	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4055	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535406820545228	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4061	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535410166108864	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4050	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535416248511401	0	1	1	1	0	1	0	0	0	0	3.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4040	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535420890303457	0	0	0	0	0	1	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4058	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535434939624457	0	1	1	1	1	0	0	0	0	0	1.8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4047	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535436147845399	1	0	3	1	0	0	2	0	0	0	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4043	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535436207316046	0	1	1	1	2	1	1	1	0	0	13.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4052	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535442107537198	0	1	1	1	0	0	1	0	0	0	2.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4051	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535450607961405	0	0	0	1	0	1	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4062	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535461699272435	0	0	0	0	1	0	0	0	0	0	0.9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4054	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535466669060086	0	0	1	1	0	0	1	0	0	0	10.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4049	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2535472344363761	0	1	1	1	0	0	1	0	1	0	9.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4041	1c4c63c2-994c-424a-8bde-14c1f595ec0e	2623748890057267	0	0	0	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:14:21.300411 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1067	21ece4d8-5715-4e2c-8c9b-937440ee564f	2533274818644345	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	1	5	2	44	70	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1070	21ece4d8-5715-4e2c-8c9b-937440ee564f	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	9	3	59	95.9	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1073	21ece4d8-5715-4e2c-8c9b-937440ee564f	2533274937251227	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	0	8	2	26	41.5	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1068	21ece4d8-5715-4e2c-8c9b-937440ee564f	2533274969128194	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	0	4	2	23	59.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1071	21ece4d8-5715-4e2c-8c9b-937440ee564f	2535447289950713	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	1	3	2	38	55.3	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1072	21ece4d8-5715-4e2c-8c9b-937440ee564f	2535449038390597	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6	0	7	3	30	52.2	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1069	21ece4d8-5715-4e2c-8c9b-937440ee564f	2535457719922537	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	0	4	1	50	92.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1066	21ece4d8-5715-4e2c-8c9b-937440ee564f	2535471057307458	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	5	4	89	135.7	NULL	NULL	NULL	NULL	NULL	NULL	2026-07-25 18:12:21.333189 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2382	24dbb67d-a7d8-4359-b319-bdf13959178d	2533274815819321	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	0	29	29	29	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2381	24dbb67d-a7d8-4359-b319-bdf13959178d	2533274822068549	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	0	79	79.5	51.1	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2380	24dbb67d-a7d8-4359-b319-bdf13959178d	2533274823110022	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	74	74.8	71.8	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2378	24dbb67d-a7d8-4359-b319-bdf13959178d	2533274858283686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	4	0	10	10.3	10.3	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2377	24dbb67d-a7d8-4359-b319-bdf13959178d	2535425305181079	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	53	53.6	51.3	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2376	24dbb67d-a7d8-4359-b319-bdf13959178d	2535463185952034	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	0	39	43.9	11.7	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2383	24dbb67d-a7d8-4359-b319-bdf13959178d	2535463284114517	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	5	6.6	4	2026-07-25 18:13:42.669432 +0000 UTC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
